Strategy,Tier,Ticker,Signal Date,rows,pnl,risk,gap_atr,size_mult,any_eodd,all_tgt,all_time,far_time,far_R,entry,R,year,era,path_gap,path_size,exit_pos,rank_2d,rank_5d,rank_10d,rank_21d,extremity,cell,sector,semis,megacap_tech,theme
Overbot Vol Spike,Overflow,PAA,2018-01-11,2,1080.0,675.0,0.09345733554066131,0.15,False,True,False,False,1.9999647438991628,2018-01-12,1.6,2018,base,P2,P2,Target,96.7137185707984,94.50452438755241,98.58594785682722,98.33887043189368,97.03576531176792,top,Energy,False,False,False
Overbot Vol Spike,Liquid,BA,2018-01-10,2,-7505.0,3375.0,0.42708163010504857,0.75,False,False,True,True,-2.225862202011399,2018-01-11,-2.2237037037037037,2018,base,P1,P1,Time,91.21994264284139,96.46799116997794,93.4585635359116,91.69251218431546,93.20975238326159,bottom,Industrials,False,False,False
Overbot Vol Spike,Liquid,TGT,2018-01-10,2,-1160.0,675.0,0.1034399175113064,0.15,False,False,True,True,-1.7200240047750601,2018-01-11,-1.7185185185185186,2018,base,P2,P2,Time,96.51444959188176,92.18543046357615,91.33701657458563,96.2560921577315,94.07324719694375,top,Consumer Defensive,False,False,False
Overbot Vol Spike,Overflow,DVA,2018-01-10,2,-37.0,675.0,0.16091985382349203,0.15,False,False,True,True,-0.05453227642829412,2018-01-11,-0.054814814814814816,2018,base,P2,P2,Time,91.19788219722038,94.96688741721854,92.7513812154696,94.61674789543642,93.38322468133623,bottom,Healthcare,False,False,False
Overbot Vol Spike,Liquid,BA,2018-01-12,2,2764.0,3375.0,0.7203125488357556,0.75,False,False,False,True,0.6991482699734791,2018-01-16,0.818962962962963,2018,base,P1,P1,Mixed,96.5600882028666,97.81553398058253,98.89551579412415,97.14348981399469,97.60365694789199,top,Industrials,False,False,False
Overbot Vol Spike,Overflow,CAH,2018-01-12,2,545.0,675.0,0.07048086453594951,0.15,False,False,False,True,0.6793276148119294,2018-01-16,0.8074074074074075,2018,base,P2,P2,Mixed,97.86108048511576,99.53662842012356,99.51402694941463,99.1585473870682,99.01757081043054,top,Healthcare,False,False,False
Overbot Vol Spike,Overflow,THC,2018-01-19,2,-2033.0,3375.0,0.26125155390852156,0.75,False,False,True,True,-0.602335965868656,2018-01-22,-0.6023703703703703,2018,base,P1,P1,Time,91.40779907468605,95.83333333333334,91.52504965791216,90.81858407079646,92.39619153418201,bottom,Healthcare,False,False,False
Overbot Vol Spike,Overflow,BPOP,2018-01-23,2,4632.0,3375.0,0.6507261662697852,0.75,False,False,False,True,1.6207884230368401,2018-01-24,1.3724444444444444,2018,base,P1,P1,Mixed,94.89099317330985,91.07536359629793,95.91881756011472,93.18885448916409,93.76850720472166,bottom,Financial Services,False,False,False
Overbot Vol Spike,Overflow,EWZ,2018-01-24,2,558.0,675.0,0.12692842196548973,0.15,False,False,True,True,0.8260053886489451,2018-01-25,0.8266666666666667,2018,base,P2,P2,Time,89.88203266787659,87.94551645856981,92.43181818181819,94.41786283891547,91.16930753679502,bottom,UNKNOWN,False,False,False
Overbot Vol Spike,Overflow,THC,2018-01-26,2,645.0,675.0,0.044351590168636185,0.15,False,False,False,True,0.9272981541622599,2018-01-29,0.9555555555555556,2018,base,P2,P2,Mixed,86.17957746478874,93.59171988548778,98.14814814814815,96.70718232044199,93.65665695471667,bottom,Healthcare,False,False,False
Overbot Vol Spike,Overflow,ULTA,2018-04-27,2,680.0,675.0,0.20307585493483438,0.15,False,False,False,True,1.0123700496570613,2018-04-30,1.0074074074074073,2018,base,P2,P2,Mixed,92.62202043132804,85.79545454545455,92.25806451612904,94.55030487804879,91.30646109274011,bottom,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,CHDN,2018-05-14,2,-994.0,675.0,0.10108155147540358,0.15,False,False,True,True,-1.473781156402389,2018-05-15,-1.4725925925925927,2018,base,P2,P2,Time,94.78129060199221,90.07583965330444,87.44034707158352,99.19547727766906,92.87323865113731,bottom,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,CHDN,2018-05-15,2,-385.0,675.0,0.2041552389066682,0.15,False,False,True,True,-0.5705393698502624,2018-05-16,-0.5703703703703704,2018,base,P2,P2,Time,97.7700801039186,93.95580589254766,89.98048145738451,98.95652173913044,95.16572229824531,top,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,DINO,2018-05-18,2,2569.0,3375.0,0.3695976622257999,0.75,False,False,False,True,0.6026742807487141,2018-05-21,0.7611851851851852,2018,base,P1,P1,Mixed,93.8987451319775,91.0803204156744,87.90637191157347,95.15533347816641,92.01019273434795,bottom,Energy,False,False,False
Overbot Vol Spike,Overflow,TKO,2018-05-18,2,-1736.0,675.0,0.2337347197228451,0.15,False,False,True,True,-2.577352435802285,2018-05-21,-2.571851851851852,2018,base,P2,P2,Time,99.84855041107745,99.19896081402901,99.04638058084092,98.60960243319575,99.17587355978577,top,Communication Services,False,False,False
Overbot Vol Spike,Overflow,KMPR,2018-05-18,2,1790.0,3375.0,0.2820016019223067,0.75,False,False,True,True,0.5306662240703919,2018-05-21,0.5303703703703704,2018,base,P1,P1,Time,86.23972306360884,86.46893266940896,91.41742522756827,99.10927655876603,90.80883937983802,bottom,Financial Services,False,False,False
Overbot Vol Spike,Overflow,IRDM,2018-05-31,1,-1565.0,3375.0,0.3034692230443649,0.75,True,False,False,False,,2018-06-01,-0.46370370370370373,2018,base,P1,P1,EOD-DD,99.5323460639127,99.29769801014436,99.96090695856138,99.84295249312916,99.65847588143691,top,Communication Services,False,False,False
Overbot Vol Spike,Overflow,DK,2018-06-01,2,1078.0,675.0,0.07197597565594033,0.15,False,True,False,False,1.999804015349217,2018-06-04,1.597037037037037,2018,base,P2,P2,Target,95.16288252714709,95.25691699604744,92.01583635763775,93.57615894039735,94.0029487053074,top,Energy,False,False,False
Overbot Vol Spike,Overflow,VICR,2018-06-05,2,-4232.0,3375.0,0.5010229080701109,0.75,False,False,True,True,-1.2540734946168648,2018-06-06,-1.2539259259259259,2018,base,P1,P1,Time,90.95618389812216,95.26997840172785,95.41621621621623,98.02774165583008,94.91753004297408,top,Technology,False,False,False
Overbot Vol Spike,Overflow,MAT,2018-06-11,2,-599.0,675.0,0.07330013724261185,0.15,False,False,True,True,-0.8870392874735757,2018-06-12,-0.8874074074074074,2018,base,P2,P2,Time,95.557472503774,96.09408718170047,97.47245625405056,97.72628843655262,96.71257609401941,top,Consumer Cyclical,False,False,False
Overbot Vol Spike,Liquid,PEP,2018-06-11,2,-594.0,675.0,0.017186587744988678,0.15,False,False,True,True,-0.8818407398112192,2018-06-12,-0.88,2018,base,P2,P2,Time,91.76191503127022,91.54078549848943,89.34975156621302,94.28323949761803,91.73392289839767,bottom,Consumer Defensive,False,False,False
Overbot Vol Spike,Overflow,DPZ,2018-06-18,2,-560.0,675.0,2.345311523332185e-05,0.15,False,False,True,True,-0.8341931258906659,2018-06-19,-0.8296296296296296,2018,base,P2,P2,Time,87.96692329626461,86.7865296803653,93.39811374678479,91.71444954128441,89.96650406617478,bottom,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,TKO,2018-06-19,2,426.0,675.0,0.22083563897398717,0.15,False,False,False,True,0.38955542336817567,2018-06-20,0.6311111111111111,2018,base,P2,P2,Mixed,94.96015507215164,91.68103448275862,86.77454153182309,97.62110726643598,92.75920958829232,bottom,Communication Services,False,False,False
Overbot Vol Spike,Liquid,CPB,2018-06-22,2,4347.0,3375.0,2.1354218460196988,0.75,False,False,False,True,1.4799799229985342,2018-06-25,1.288,2018,base,P1,P1,Mixed,97.41713301764959,93.58173594658626,99.74126778783958,98.44391614437001,97.29601322411135,top,Consumer Defensive,False,False,False
Overbot Vol Spike,Overflow,DIN,2018-09-05,2,1078.0,675.0,0.10332719113732484,0.15,False,True,False,False,1.9996657334281005,2018-09-06,1.597037037037037,2018,base,P2,P2,Target,95.1671279540132,92.96974861525351,92.89827255278311,95.12612227447627,94.04031784913153,top,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,SBH,2018-09-12,2,-4356.0,3375.0,0.37966074079174705,0.75,False,False,True,True,-1.290675043709818,2018-09-13,-1.2906666666666666,2018,base,P1,P1,Time,93.23687752355316,91.10811721118222,95.34412955465586,95.49610565526582,93.79630748616427,bottom,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,TKO,2018-09-25,2,-148.0,675.0,0.12232945763172115,0.15,False,False,True,True,-0.22044961541294747,2018-09-26,-0.21925925925925926,2018,base,P2,P2,Time,91.93377202292507,85.98130841121495,88.77312353816713,89.81244671781756,89.12516267253118,bottom,Communication Services,False,False,False
Overbot Vol Spike,Liquid,UNG,2018-11-13,2,5392.0,3375.0,2.6207849478866043,0.75,False,True,False,False,1.9998881884439264,2018-11-14,1.5976296296296297,2018,base,P1,P1,Target,99.14236706689536,99.38186813186813,99.82800137598899,98.72237569060773,99.26865306634006,top,Energy,False,False,False
Overbot Vol Spike,Liquid,VZ,2018-11-16,2,960.0,675.0,0.03503020019427068,0.15,False,False,False,True,1.7042992567508253,2018-11-19,1.4222222222222223,2018,base,P2,P2,Mixed,88.56601389766267,86.4306784660767,92.5754060324826,94.20718816067654,90.44482163922463,bottom,Communication Services,False,False,False
Overbot Vol Spike,Overflow,STNG,2018-11-27,2,297.0,675.0,0.08536764868580422,0.15,False,False,False,True,0.06705199227248886,2018-11-28,0.44,2018,base,P2,P2,Mixed,99.81651376146789,98.39228295819936,90.37753222836096,98.4729291994447,96.76481453686823,top,Energy,False,False,False
Overbot Vol Spike,Overflow,VICR,2019-01-17,2,546.0,4500.0,0.3544902677552164,1.0,False,False,True,True,0.12136434093195504,2019-01-18,0.12133333333333333,2019,base,P1,P1,Time,88.34829818333681,89.82448809026326,97.2599874503242,96.72955974842768,93.040583368088,bottom,Technology,False,False,False
Overbot Vol Spike,Liquid,VNQ,2019-01-29,2,-210.0,852.2727272727273,0.031089045419401915,0.2,False,False,True,True,-0.24630310692979368,2019-01-30,-0.2464,2019,base,P2,P2,Time,85.52412645590682,89.56425201221204,93.27404113396331,96.06913855589629,91.10788953949462,bottom,Real Estate,False,False,False
Overbot Vol Spike,Liquid,IYR,2019-01-29,2,248.0,852.2727272727274,0.0973905724809368,0.2,False,False,False,True,-0.1804705795811736,2019-01-30,0.2909866666666666,2019,base,P2,P2,Mixed,86.73076923076923,90.54949754115886,94.62756849315068,96.95344346706716,92.21531968303648,bottom,Real Estate,False,False,False
Overbot Vol Spike,Overflow,FLG,2019-01-31,1,-597.0,900.0,0.13247731084105505,0.2,True,False,False,False,,2019-02-01,-0.6633333333333333,2019,base,P2,P2,EOD-DD,98.66611087953314,98.22732012513035,98.74739039665971,99.12115505335845,98.69049411367041,top,Financial Services,False,False,False
Overbot Vol Spike,Overflow,FLG,2019-01-30,2,-1015.0,900.0,1.5974554816256963e-05,0.2,False,False,True,True,-1.128497927860477,2019-01-31,-1.1277777777777778,2019,base,P2,P2,Time,97.35251198665833,97.01710471422612,98.14157444142828,99.30933444956048,97.9551313979683,top,Financial Services,False,False,False
3x ETF Overbot Fade,Liquid,EDC,2019-01-30,1,2076.0,4500.0,0.15094972027842357,1.0,False,False,True,False,,2019-01-31,0.4613333333333333,2019,base,P2,P1,Time,88.44637223974765,88.43268851164628,88.96360759493672,92.53079062375843,89.59336474252227,bottom,UNKNOWN,False,False,False
Overbot Vol Spike,Overflow,LBTYA,2019-02-01,2,-23.0,900.0,0.07056391569515964,0.2,False,False,True,True,-0.026147910101928535,2019-02-04,-0.025555555555555557,2019,base,P2,P2,Time,93.44173441734416,94.11445619745051,97.47419880499729,95.94116044674476,95.24288746663419,top,Communication Services,False,False,False
Overbot Vol Spike,Overflow,DPZ,2019-02-05,2,751.0,900.0,0.08653114342986952,0.2,False,False,False,True,0.7301685669639554,2019-02-06,0.8344444444444444,2019,base,P2,P2,Mixed,92.47135842880525,89.2983892983893,92.29086932750137,95.77735124760078,92.45949207557418,bottom,Consumer Cyclical,False,False,False
3x ETF Overbot Fade,Liquid,UDOW,2019-02-15,1,1577.0,4500.0,-0.2817458466383674,1.0,False,False,True,False,,2019-02-19,0.35044444444444445,2019,base,P2,P1,Time,89.4133215703573,95.273851590106,89.9070385126162,97.2864768683274,92.97017213535172,bottom,UNKNOWN,False,False,False
3x ETF Overbot Fade,Liquid,TNA,2019-02-15,1,-1113.0,4500.0,-0.39627626493761764,1.0,False,False,True,False,,2019-02-19,-0.24733333333333332,2019,base,P2,P1,Time,85.43689320388349,93.50699844479004,88.27425009738995,92.37089201877934,89.8972584412107,bottom,UNKNOWN,False,False,False
Overbot Vol Spike,Overflow,ENTG,2019-02-25,2,7199.0,4500.0,0.34999018892829165,1.0,False,True,False,False,1.9999828002998037,2019-02-26,1.5997777777777777,2019,base,P1,P1,Target,86.67520819987188,90.5982905982906,88.02139037433156,92.23842195540308,89.38332778197429,bottom,Technology,False,False,False
Overbot Vol Spike,Overflow,JBTM,2019-02-26,2,651.0,900.0,0.14563233663049374,0.2,False,False,True,True,0.7246826557104108,2019-02-27,0.7233333333333334,2019,base,P2,P2,Time,97.03675918979745,93.54111903867818,99.09706546275395,95.69323762750284,96.34204532968312,top,Industrials,False,False,False
Overbot Vol Spike,Overflow,MSCI,2019-02-28,1,-1472.0,4500.0,0.8940283701721696,1.0,True,False,False,False,,2019-03-01,-0.32711111111111113,2019,base,P1,P1,EOD-DD,91.57857646229739,92.663139329806,85.08833922261483,95.35296204327776,91.17075426449898,bottom,Financial Services,False,False,False
Overbot Vol Spike,Overflow,IRDM,2019-03-15,2,-943.0,900.0,0.15311230531873232,0.2,False,False,True,True,-1.048995817091012,2019-03-18,-1.0477777777777777,2019,base,P2,P2,Time,94.50072358900144,96.8851865266208,85.99419448476053,96.32058287795992,93.42517186958567,bottom,Communication Services,False,False,False
Overbot Vol Spike,Overflow,IRDM,2019-03-19,2,666.0,900.0,0.009442856671541556,0.2,False,False,True,True,0.7405451042483452,2019-03-20,0.74,2019,base,P2,P2,Time,95.19161243673175,98.47991313789359,98.47715736040608,98.32544594102657,97.6185322190145,top,Communication Services,False,False,False
Overbot Vol Spike,Overflow,PZZA,2019-03-28,2,875.0,900.0,0.07483199947448517,0.2,False,False,False,True,0.9541141459951327,2019-03-29,0.9722222222222222,2019,base,P2,P2,Mixed,96.17531527806491,98.65535788167149,97.74280389314558,98.69240348692404,97.81647013495152,top,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,PZZA,2019-03-27,2,-147.0,900.0,0.08429042019269185,0.2,False,False,True,True,-0.16320199474279848,2019-03-28,-0.16333333333333333,2019,base,P2,P2,Time,90.96360628618693,94.723774053383,93.45484672742337,98.546813369317,94.42226010907757,top,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,EFX,2019-04-04,2,1012.0,900.0,0.14827104990779993,0.2,False,False,False,True,1.2105425406990826,2019-04-05,1.1244444444444444,2019,base,P2,P2,Mixed,88.14539446509707,93.51105600330646,91.93214729002896,95.62512958739374,92.30343183645657,bottom,Industrials,False,False,False
Overbot Vol Spike,Overflow,JBTM,2019-04-30,2,-20.0,4500.0,0.30885326093670007,1.0,False,False,False,True,-0.674914393415583,2019-05-01,-0.0044444444444444444,2019,base,P1,P1,Mixed,98.85608856088561,91.68821573697821,86.26943005181347,95.94946116685247,93.19079887913244,bottom,Industrials,False,False,False
Overbot Vol Spike,Liquid,HSY,2019-06-06,2,1010.0,900.0,0.22498973730654429,0.2,False,False,False,True,1.2054933990541647,2019-06-07,1.1222222222222222,2019,base,P2,P2,Mixed,95.88536335721597,95.43219991806636,89.97334426901784,95.8898479243732,94.29518886716835,top,Consumer Defensive,False,False,False
Overbot Vol Spike,Overflow,CHDN,2019-06-07,2,421.0,900.0,0.14341637302975793,0.2,False,False,False,True,0.1137605744854873,2019-06-10,0.4677777777777778,2019,base,P2,P2,Mixed,88.436348751535,99.24226909686668,99.30299302993029,97.37004314772962,96.08791350651539,top,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,BMA,2019-06-11,2,-576.0,900.0,0.014188158854339323,0.2,False,False,True,True,-0.6400046104541289,2019-06-12,-0.64,2019,base,P2,P2,Time,97.98374962383389,96.86746987951807,98.46153846153847,97.09443099273608,97.60179723940662,top,Financial Services,False,False,False
Overbot Vol Spike,Liquid,DE,2019-06-21,2,1929.0,4500.0,0.27591393709405904,1.0,False,False,True,True,0.4286243782211957,2019-06-24,0.42866666666666664,2019,base,P1,P1,Time,86.21323529411765,96.05558961782138,95.17184942716858,97.90855033832274,93.83730616935759,bottom,Industrials,False,False,False
Overbot Vol Spike,Liquid,GLD,2019-06-21,2,3397.0,4500.0,0.6248661621778194,1.0,False,False,False,True,0.5917989017392686,2019-06-24,0.7548888888888889,2019,base,P1,P1,Mixed,97.71117166212534,95.93673302427052,88.44893500819224,95.48069022185702,94.39438247911127,top,Commodity,False,False,False
Overbot Vol Spike,Liquid,SMH,2019-07-23,2,3588.0,4500.0,0.4749887355069772,1.0,False,False,True,True,0.7975075369989945,2019-07-24,0.7973333333333333,2019,base,P1,P1,Time,89.25379339014758,91.5765391014975,93.83718509265042,94.61602671118531,92.32088607387021,bottom,Technology,True,False,True
Overbot Vol Spike,Overflow,FLG,2019-07-31,2,1062.0,900.0,0.1966249709290645,0.2,False,False,False,True,1.3005756480106627,2019-08-01,1.18,2019,base,P2,P2,Mixed,97.80621572212065,93.88211382113822,94.8118006103764,94.80016313213703,95.32507332144307,top,Financial Services,False,False,False
Overbot Vol Spike,Overflow,TNL,2019-09-09,2,-159.0,900.0,0.05882388126480048,0.2,False,False,True,True,-0.17657957818092662,2019-09-10,-0.17666666666666667,2019,base,P2,P2,Time,92.83121597096189,90.34211323039662,94.11764705882352,94.12838454517798,92.85484020134001,bottom,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,VAC,2019-09-10,2,-902.0,900.0,0.19152486034958396,0.2,False,False,True,True,-1.0025830099520818,2019-09-11,-1.0022222222222221,2019,base,P2,P2,Time,95.37836465210768,95.42217700915565,86.23151453340132,95.23076923076923,93.06570635635846,bottom,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,ECHO,2019-09-11,2,-586.0,900.0,0.2146737606393246,0.2,False,False,True,True,-0.651608495131531,2019-09-12,-0.6511111111111111,2019,base,P2,P2,Time,98.57239972807615,97.99251446070092,98.3640081799591,95.03934314060896,97.49206637733627,top,ETF/Index,False,False,False
Overbot Vol Spike,Overflow,VAC,2019-09-11,2,97.0,900.0,0.0033949998790739136,0.2,False,False,True,True,0.10810726478223562,2019-09-12,0.10777777777777778,2019,base,P2,P2,Time,97.15736040609137,98.16980172852058,95.82059123343527,97.69349051768323,97.21031097143262,top,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,UNFI,2019-09-16,2,1216.0,900.0,0.16739078537051127,0.2,False,False,False,True,1.5869647191048961,2019-09-17,1.3511111111111112,2019,base,P2,P2,Mixed,88.9606458123108,99.81825525040388,99.97978572872448,100.0,97.1896716978598,top,Consumer Defensive,False,False,False
Overbot Vol Spike,Overflow,MPC,2019-09-26,2,5298.0,4500.0,0.2996979652876545,1.0,False,False,False,True,1.295865290231514,2019-09-27,1.1773333333333333,2019,base,P1,P1,Mixed,99.56647398843931,99.08345393150024,97.00193423597679,99.70831307729703,98.84004380830334,top,Energy,False,False,False
Overbot Vol Spike,Overflow,BEP,2019-09-27,2,-3660.0,4500.0,0.47428342280212377,1.0,False,False,True,True,-0.8133515195130521,2019-09-30,-0.8133333333333334,2019,base,P1,P1,Time,87.24197247706422,96.04017216642755,97.32758620689656,90.57365234938023,92.79584579994214,bottom,Utilities,False,False,False
Overbot Vol Spike,Overflow,STRL,2019-10-10,2,736.0,900.0,0.14432970179377957,0.2,False,False,False,True,0.695897760029037,2019-10-11,0.8177777777777778,2019,base,P2,P2,Mixed,95.35491654936658,95.25150905432595,95.20644511581068,92.45054501412999,94.56585393340829,top,Industrials,False,False,False
Overbot Vol Spike,Overflow,STRL,2019-10-09,2,-3247.0,4500.0,0.4716979264789368,1.0,False,False,True,True,-0.7217022743499968,2019-10-10,-0.7215555555555555,2019,base,P1,P1,Time,92.2164119066774,94.38518816663313,90.290088638195,90.93478699777913,91.95661892732116,bottom,Industrials,False,False,False
Overbot Vol Spike,Liquid,MS,2019-11-04,2,938.0,900.0,0.1447112608985352,0.2,False,False,False,True,1.0705010046960979,2019-11-05,1.0422222222222222,2019,base,P2,P2,Mixed,95.37074148296594,85.84319229997995,91.26856684062625,96.53993160329914,92.25560805671782,bottom,Financial Services,False,False,False
Overbot Vol Spike,Liquid,BNY,2019-11-04,2,237.0,900.0,0.23264038271702914,0.2,False,False,True,True,0.26356117733790774,2019-11-05,0.2633333333333333,2019,base,P2,P2,Time,94.27699351392597,85.45523954953237,91.99465036301108,97.54930116791117,92.31904614859515,bottom,Financial Services,False,False,False
Overbot Vol Spike,Liquid,WFC,2019-11-06,2,2740.0,4500.0,0.729011760432189,1.0,False,False,False,True,0.3483075368857537,2019-11-07,0.6088888888888889,2019,base,P1,P1,Mixed,85.09615384615384,86.32992583684104,89.92776886035313,95.87773979489242,89.30789708456011,bottom,Financial Services,False,False,False
Overbot Vol Spike,Overflow,CI,2019-11-15,2,889.0,4500.0,0.29903993263052187,1.0,False,False,True,True,0.19775608267946693,2019-11-18,0.19755555555555557,2019,base,P1,P1,Time,88.9377875575115,85.5084067253803,93.76878381085955,97.34939759036145,91.39109392102819,bottom,Healthcare,False,False,False
Overbot Vol Spike,Liquid,PCG,2019-12-09,2,75.0,900.0,0.025663476475508675,0.2,False,False,True,True,0.08271411162235091,2019-12-10,0.08333333333333333,2019,base,P2,P2,Time,99.26206621459912,99.80043903412492,99.84019176987616,99.85985985985985,99.69063921961501,top,Utilities,False,False,False
Overbot Vol Spike,Overflow,TDW,2019-12-18,2,-679.0,900.0,0.015680735000774607,0.2,False,False,True,True,-0.7549817520072118,2019-12-19,-0.7544444444444445,2019,base,P2,P2,Time,87.59211312487552,93.16460741331207,98.52383802114502,98.76049580167933,94.51026359025299,top,Energy,False,False,False
Overbot Vol Spike,Overflow,BMA,2019-12-23,2,699.0,900.0,0.08688813247375582,0.2,False,False,True,True,0.777144999594433,2019-12-24,0.7766666666666666,2019,base,P2,P2,Time,95.95258745302111,98.72685185185185,98.4352361634309,98.86627906976744,97.99523863451782,top,Financial Services,False,False,False
Overbot Vol Spike,Liquid,OXY,2020-01-03,2,-1806.0,4500.0,0.42597989597460184,1.0,False,False,True,True,-0.4013195470061453,2020-01-06,-0.4013333333333333,2020,base,P1,P1,Time,97.69429536871397,97.65314240254574,98.18833366514036,97.64565043894653,97.79535546883665,top,Energy,False,False,False
Overbot Vol Spike,Overflow,M,2020-01-07,2,7200.0,4500.0,0.7965794766901857,1.0,False,True,False,False,2.0000080976768047,2020-01-08,1.6,2020,base,P1,P1,Target,96.80111265646731,86.441351888668,90.02985074626866,96.35021938571998,92.40563366928099,bottom,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,OI,2020-01-06,2,-803.0,900.0,0.1669992359885381,0.2,False,False,True,True,-0.8921860193551335,2020-01-07,-0.8922222222222222,2020,base,P2,P2,Time,97.07869634340223,89.00377808709486,87.99761146496814,95.89068422102534,92.49269252912265,bottom,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,OI,2020-01-13,2,1440.0,900.0,0.08722805187800305,0.2,False,True,False,False,1.9999888703394075,2020-01-14,1.6,2020,base,P2,P2,Target,89.25947984911654,94.17957886372665,96.24179757407039,97.15025906735751,94.20777883856778,top,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,ALB,2020-01-14,2,-1193.0,4500.0,0.36547411102873106,1.0,False,False,True,True,-0.26522601940934654,2020-01-15,-0.26511111111111113,2020,base,P1,P1,Time,98.76935291782453,95.29294935451837,91.39165009940358,93.90316796174537,94.83928008337296,top,Basic Materials,False,False,False
Overbot Vol Spike,Liquid,SO,2020-01-16,1,-2938.0,4500.0,0.28976676626519254,1.0,True,False,False,False,,2020-01-17,-0.6528888888888889,2020,base,P1,P1,EOD-DD,90.1984126984127,96.68453444510622,95.92607313195548,89.9223262298347,93.18283662632727,bottom,Utilities,False,False,False
Overbot Vol Spike,Liquid,PCG,2020-01-17,2,1440.0,900.0,0.1410969471223123,0.2,False,True,False,False,1.999962047282878,2020-01-21,1.6,2020,base,P2,P2,Target,90.68637175163659,99.52362048431918,98.84760580170872,96.55515730784549,96.4031888363775,top,Utilities,False,False,False
Overbot Vol Spike,Liquid,SO,2020-01-17,2,-1393.0,900.0,0.11348257497071887,0.2,False,False,True,True,-1.547890826512106,2020-01-21,-1.5477777777777777,2020,base,P2,P2,Time,94.96131719896846,98.1341802302501,97.79455593085635,87.29589804858622,94.54648785216528,top,Utilities,False,False,False
Overbot Vol Spike,Overflow,GDOT,2020-02-03,2,-6075.0,4500.0,0.4429909887411292,1.0,False,False,True,True,-1.3503761762356898,2020-02-04,-1.35,2020,base,P1,P1,Time,96.83069224353628,93.69519832985385,98.8702928870293,99.91593106347206,97.32802863097287,top,Financial Services,False,False,False
Overbot Vol Spike,Overflow,MSCI,2020-02-18,2,1431.0,900.0,0.1821906214916952,0.2,False,True,False,False,1.9995963300766546,2020-02-19,1.59,2020,base,P2,P2,Target,94.12719013627515,96.52484572913284,96.58425504229018,97.29023832843617,96.13163230903359,top,Financial Services,False,False,False
Overbot Vol Spike,Liquid,AMZN,2020-04-15,2,1895.0,4500.0,0.5756593914790564,1.0,False,False,False,True,0.034787086066807124,2020-04-16,0.4211111111111111,2020,base,P1,P1,Mixed,94.49127622034895,97.21459395841507,96.09267622226587,98.54388036206217,96.58560669077302,top,Consumer Cyclical,False,True,True
3x ETF Overbot Fade,Liquid,CURE,2020-04-17,1,3978.0,3750.0,-0.435088567923069,1.0,False,False,True,False,,2020-04-20,1.0608,2020,base,P2,P1,Time,99.50517318938371,99.27927927927928,99.90970654627539,100.0,99.6735397537346,top,Healthcare,False,False,False
3x ETF Overbot Fade,Liquid,LABU,2020-04-17,1,-1972.0,3750.0,-0.2676982523481548,1.0,False,False,True,False,,2020-04-20,-0.5258666666666667,2020,base,P2,P1,Time,99.34959349593497,97.96251018744906,99.67266775777414,100.0,99.24619286028954,top,UNKNOWN,False,False,False
Overbot Vol Spike,Overflow,EQT,2020-04-20,2,1439.0,900.0,0.1402338076207094,0.2,False,True,False,False,1.9999870920098382,2020-04-21,1.5988888888888888,2020,base,P2,P2,Target,99.8628526645768,99.76475200940992,99.94113029827315,100.0,99.89218374306498,top,Energy,False,False,False
Overbot Vol Spike,Overflow,SSRM,2020-04-22,2,439.0,721.1538461538462,0.18567250724351733,0.2,False,False,False,True,0.350737894673598,2020-04-23,0.6087466666666667,2020,base,P2,P2,Mixed,94.49667058362711,88.79090730942582,96.76343664182032,98.82052290151367,94.71788435909673,top,Basic Materials,False,False,False
Overbot Vol Spike,Overflow,GRPN,2020-04-22,2,-4231.0,3605.769230769231,0.427481499538469,1.0,False,False,True,True,-1.1736515140740682,2020-04-23,-1.1733973333333332,2020,base,P1,P1,Time,94.96707431796801,98.49269901083373,94.47592067988668,98.67109634551495,96.65169758855085,top,Communication Services,False,False,False
Overbot Vol Spike,Overflow,AU,2020-04-22,2,-56.0,721.1538461538462,0.1460159513169655,0.2,False,False,True,True,-0.07938865448270084,2020-04-23,-0.07765333333333332,2020,base,P2,P2,Time,98.08068938503722,94.23868312757202,99.5880737544135,99.90171024179281,97.95228912720387,top,Basic Materials,False,False,False
