variant,horizon,cell,n,n_clusters,mean_pct,median_pct,pct_neg,t_vs_zero,t_vs_control,t_vs_baseline,sign_p_vs_control,ctrl_mean_pct,ctrl_pct_neg,base_mean_pct,base_pct_neg
ema13,21,episode_starts,26,26,1.5051952437269005,2.1036423940711035,30.76923076923077,2.0773495403667703,0.021535114694587326,0.9476121896619251,0.6444137533959187,1.4866213914822983,26.190476190476193,0.8163250431148652,34.77177130394142
ema13,42,fire_days,203,26,-1.1233014834583301,-1.889034200279338,58.128078817733986,-0.6851162757511139,-1.6027801702845692,-1.6819498212956492,,1.5757987194022605,27.931960608773498,1.6377223718693448,31.55673648015005
ema13,42,episode_starts,26,26,0.9759217131967505,2.686888939325982,34.61538461538461,0.8890817200192307,-1.136832667244908,-0.601290220753391,0.28674767011739655,2.465960919430187,26.190476190476193,1.6377223718693448,31.55673648015005
ema13,63,fire_days,203,26,-0.6656025096915544,-0.6601612258922418,53.20197044334976,-0.4096776469361283,-1.8231554661210794,-1.946601858376245,,2.4559846961810172,25.824835032993406,2.5025773806956786,29.73184883173906
ema13,63,episode_starts,26,26,1.25628333803659,3.2729347736386027,34.61538461538461,0.830078651365027,-1.2588893210802494,-0.8218196905157555,0.20805740208306697,3.468829648594713,19.047619047619047,2.5025773806956786,29.73184883173906
ema13,21,drawdown_21d_fire_days,203,26,-3.6876143456672725,-2.595413546118197,31.527093596059114,,-2.3477973147918427,-1.2639114404557605,,-1.9261405253069976,8.929101156926727,-2.75880861562562,17.86882692008101
ema13,21,drawdown_21d_episodes,26,26,-2.084363022151224,-1.784257365077424,11.538461538461538,,-0.3092113467920227,1.3796928705208609,0.4135691848178304,-1.9261405253069976,8.929101156926727,-2.75880861562562,17.86882692008101
ema13,63,drawdown_63d_fire_days,203,26,-7.684704196912945,-9.66669255482875,66.00985221674877,,-2.649680095145897,-1.8170026407994355,,-3.6842778437799164,23.965206958608277,-5.115165495570529,34.091265485337935
ema13,63,drawdown_63d_episodes,26,26,-4.54956807879728,-3.30421122574534,34.61538461538461,,-0.750516593258306,0.5520532903061592,0.14872482508016416,-3.6842778437799164,23.965206958608277,-5.115165495570529,34.091265485337935
ema21,5,fire_days,211,22,-0.3023265620010928,0.08200559642186356,45.497630331753555,-1.2910869519321146,-2.020893573799456,-2.1187631348375584,,0.1766016837870886,40.1894051494525,0.1979813245996039,41.52292152292152
ema21,5,episode_starts,22,22,0.2596197980074186,0.286918218142429,40.909090909090914,0.6234913913751273,0.17290284793583682,0.1476347712123968,0.5532001040545022,0.1750634469340065,42.5,0.1979813245996039,41.52292152292152
ema21,10,fire_days,206,22,-0.5653421145557656,-0.03190536826535029,50.970873786407765,-1.097368011507806,-1.791551551892302,-1.8536476837972544,,0.36650910203506637,36.37170760580054,0.39267073546264947,38.55365474339036
ema21,10,episode_starts,22,22,0.2898225861656117,0.7875100948886327,45.45454545454545,0.487743180903708,-0.672827381105023,-0.17266864379838043,0.2501199695689287,0.7465643174543912,32.5,0.39267073546264947,38.55365474339036
ema21,21,fire_days,204,21,-0.5017750302038302,0.28520015464138515,47.05882352941176,-0.5036389434830911,-1.2158262810688623,-1.3207011848096635,,0.7302867899070989,32.55192878338279,0.8163250431148652,34.77177130394142
ema21,21,episode_starts,21,21,1.196068055820022,1.6540339120872494,23.809523809523807,1.393838467680676,-0.12845998757151522,0.44149974748462884,0.8631894869379502,1.3228935325372628,35.0,0.8163250431148652,34.77177130394142
ema21,42,fire_days,204,21,-1.0987325805337984,-2.1895411936266984,61.274509803921575,-0.6381027407739267,-1.5155285377199939,-1.5874891751117681,,1.5751082847772622,27.73134328358209,1.6377223718693448,31.55673648015005
ema21,42,episode_starts,21,21,1.6114218105549762,4.268673651773858,38.095238095238095,1.400619961068096,-0.4757813183532327,-0.022804000684123554,0.20348519037266058,2.2689097481001586,25.0,1.6377223718693448,31.55673648015005
ema21,63,fire_days,204,21,-0.7330008163627427,-0.8764638183432372,55.88235294117647,-0.42229261646439714,-1.755426144154827,-1.8612080405620073,,2.4610464548869264,25.65256525652565,2.5025773806956786,29.73184883173906
ema21,63,episode_starts,21,21,1.6933372755019998,3.2156497806916873,38.095238095238095,0.9843179662499466,-1.0754524607126594,-0.46966839198267524,0.14585077995211515,3.776776232617828,17.5,2.5025773806956786,29.73184883173906
ema21,21,drawdown_21d_fire_days,204,21,-3.635377037526028,-2.4689744620532137,30.88235294117647,,-2.2159363789592703,-1.1614809515284887,,-1.928779972500011,8.961424332344214,-2.75880861562562,17.86882692008101
ema21,21,drawdown_21d_episodes,21,21,-2.177499635215602,-1.3251790567898825,23.809523809523807,,-0.37899004974248374,0.9110422443938853,0.034796793813227124,-1.928779972500011,8.961424332344214,-2.75880861562562,17.86882692008101
ema21,63,drawdown_63d_fire_days,204,21,-7.755719015624473,-9.764836012922661,67.64705882352942,,-2.6377866273362782,-1.8194438000668298,,-3.678731054289883,23.85238523852385,-5.115165495570529,34.091265485337935
ema21,63,drawdown_63d_episodes,21,21,-4.964012667605605,-4.987981330269065,47.61904761904761,,-0.9953084251108364,0.12844136454924562,0.014864790336241778,-3.678731054289883,23.85238523852385,-5.115165495570529,34.091265485337935
persist_3of5,5,fire_days,269,46,-0.2651512771455856,-0.009515198286225157,50.55762081784386,-1.4529543322767366,-2.4060765318189126,-2.5032948973546545,,0.18195479629223255,39.686841312857574,0.1979813245996039,41.52292152292152
persist_3of5,5,episode_starts,46,46,-0.2502209707960163,-0.17610060421585638,56.52173913043478,-0.8384990534129896,-0.7736904424289723,-1.494197737407811,0.015396600626387409,0.05368345853556134,39.58333333333333,0.1979813245996039,41.52292152292152
persist_3of5,10,fire_days,264,46,-0.4706495157115101,-0.36533541750672915,53.40909090909091,-1.169533775099308,-2.0721353358300307,-2.134133909767914,,0.3752560229827884,35.9229147847034,0.39267073546264947,38.55365474339036
persist_3of5,10,episode_starts,46,46,0.21574573912223277,0.27952698863482617,45.65217391304348,0.6018129259097246,-0.5358630038814838,-0.4902952236357552,0.1119479531233578,0.4843906213625811,33.33333333333333,0.39267073546264947,38.55365474339036
persist_3of5,21,fire_days,258,45,-0.49518713227453115,0.30611290084607834,45.73643410852713,-0.6549234378664079,-1.6055011508259727,-1.729361896909206,,0.7498379541472169,32.41857659831122,0.8163250431148652,34.77177130394142
persist_3of5,21,episode_starts,45,45,0.41338372472173524,0.8315753879713839,40.0,0.7881420305171117,-1.0551235620847983,-0.7634565972565968,0.17615885300765852,1.1821088044307817,29.166666666666668,0.8163250431148652,34.77177130394142
persist_3of5,42,fire_days,258,45,-0.7137826225210788,-0.1923945421574369,51.93798449612403,-0.5900670527454488,-1.8211451074871057,-1.9396244617395764,,1.5887825316096393,27.9126213592233,1.6377223718693448,31.55673648015005
persist_3of5,42,episode_starts,45,45,0.5876650111667988,0.9193077596165278,37.77777777777778,0.8276381785133077,-1.190021812633886,-1.4693950719307511,0.09758600164922533,1.8393732937337082,31.25,1.6377223718693448,31.55673648015005
persist_3of5,63,fire_days,258,45,-0.317659491775711,0.5205661145901153,46.51162790697674,-0.23498559425775256,-1.9328620939403915,-2.080980591593323,,2.480967312131217,25.89204025617566,2.5025773806956786,29.73184883173906
persist_3of5,63,episode_starts,45,45,1.3039471406979206,1.8733872279763863,37.77777777777778,1.4615344021706342,-1.295825959479816,-1.3357465206045025,0.05335303619262133,2.9486730487841792,22.916666666666664,2.5025773806956786,29.73184883173906
persist_3of5,21,drawdown_21d_fire_days,258,45,-3.642269515944215,-2.742539876849215,28.68217054263566,,-2.769586196853384,-1.4397760360288652,,-1.900452318415784,8.775633293124246,-2.75880861562562,17.86882692008101
persist_3of5,21,drawdown_21d_episodes,45,45,-2.8091476334861456,-1.8812609653665602,17.77777777777778,,-1.8694986949602599,-0.10800059171774115,0.04028112539317027,-1.900452318415784,8.775633293124246,-2.75880861562562,17.86882692008101
persist_3of5,63,drawdown_63d_fire_days,258,45,-6.866129304559862,-6.731957759847262,57.751937984496124,,-2.523435400702528,-1.5158799833812708,,-3.681584605842979,23.909728575785298,-5.115165495570529,34.091265485337935
persist_3of5,63,drawdown_63d_episodes,45,45,-4.709512470814229,-4.5087359436889685,44.44444444444444,,-1.2954885477123927,0.6658206993771479,0.0019878914826829716,-3.681584605842979,23.909728575785298,-5.115165495570529,34.091265485337935
