strategy,dim,cell,days,n_years,mean_bps,sd_bps,sharpe,mean_bps_rest,sd_bps_rest,sharpe_rest,sd_ratio,kelly_ratio,worst_day_pct,cvar5_bps,pnl_share,day_share,active_share,t_year_mean,p_year_mean,t_year_sd,p_year_sd,levene_p,q_p_year_mean,q_p_year_sd,q_levene_p
ATR Extended Gap Up,eseason_data,off,3916,24,0.570832482124617,14.510180765103259,0.6245052955970032,0.5717298556772734,19.292370906014927,0.47044140585996214,0.7521201430239615,1.7645244272150447,-1.4497626666666665,-13.319763418803417,0.6710059748502687,0.6713526487227841,0.03140960163432074,-0.22430525430754614,0.8245004359889805,-0.10686750318924434,0.9158207925452257,0.3569082328525083,0.9162748920840589,0.9571696779136933,0.4078951232600095
ATR Extended Gap Up,eseason_data,season,1917,24,0.5717298556772734,19.292370906014927,0.47044140585996214,0.570832482124617,14.510180765103259,0.6245052955970032,1.329574814974928,0.5667249399195361,-1.7647279999999999,-17.55170245614035,0.3289940251497315,0.32864735127721584,0.03442879499217527,0.22430525430754614,0.8245004359889805,0.10686750318924434,0.9158207925452257,0.3569082328525083,0.9162748920840589,0.9571696779136933,0.4078951232600095
ATR Extended Gap Up,holiday,none,5405,24,0.5584661856305889,14.58193979761818,0.6079695829187489,0.7310196261682241,30.156942452263326,0.3848061461953751,0.483535087176047,3.260440822111828,-1.7647279999999999,-12.22527802469136,0.9060822169878757,0.9266243785359164,0.029232192414431084,-0.07448775379021477,0.9412663550308868,-1.0117773930087184,0.32217075999433165,1.9357263687914732e-05,0.986374560226817,0.4069525389402084,0.0009291486570199071
ATR Extended Gap Up,holiday,post,214,24,-1.130391277258567,20.28755100050284,-0.8845032711189349,0.6359298570326867,16.060478014016294,0.6285661926828032,1.2631972088749475,-1.1190104436905761,-1.4405426666666667,-57.13157333333334,-0.07261353792431387,0.03668781073204183,0.07009345794392523,-1.2230239028258574,0.23370465102016044,-0.4038651080454416,0.6900424594605653,0.04423623827297821,0.7095687549443932,0.7047242139171731,0.23592660412255043
ATR Extended Gap Up,holiday,pre,214,24,2.592430529595015,37.47806121615413,1.098070644523653,0.49414593344011387,14.840574643264455,0.5285727605634684,2.525378034007863,0.826334674668053,-1.4497626666666665,-39.262480000000004,0.16653132093643824,0.03668781073204183,0.07476635514018691,0.8852698611761621,0.38517304503526284,0.7663309715909166,0.45127356837871524,9.151965301349003e-05,0.814049237839121,0.5037472391204263,0.0021964716723237607
Indices Oversold Bounce,month,Jan,473,24,0.030059478505990077,20.16973206078914,0.023658193701566563,0.7848682318415261,16.920121281349818,0.7363656981690399,1.1920559980276975,0.027004171233622972,-1.5072759999999998,-51.18381449275362,0.0033116875090722273,0.07983122362869198,0.12684989429175475,-1.2362603465803652,0.22883857373039262,-0.7646013449317796,0.45228298257514776,0.03758501954328867,0.6974127961307204,0.5857235307876032,0.11830038938215451
Indices Oversold Bounce,month,Feb,460,24,2.1642652173913044,19.161755882390906,1.7929800081630285,0.6034323391277828,17.022451187710075,0.5627386625277939,1.1256754782898348,2.8360975071765524,-1.135268,-15.976463768115941,0.23188629355285534,0.07763713080168777,0.09782608695652174,1.6718252822864028,0.10811035737225447,-1.5059720758484874,0.145685944840425,0.7234812530931565,0.6294536869468085,0.24974733401215715,0.8268357178207502
Indices Oversold Bounce,month,Mar,525,24,1.9621772698412694,20.179997128841062,1.5435383021350773,0.6042919753086419,16.8811129175578,0.5682586072660253,1.19541864493141,2.2761398743254606,-1.4415893333333334,-34.95435897435898,0.23994091534078768,0.08860759493670886,0.13523809523809524,1.4865047919579615,0.15072627525681082,-0.23841939046683594,0.8136672330752224,0.005266212820732547,0.6294536869468085,0.8868607774469969,0.02849733648192262
Indices Oversold Bounce,month,Apr,497,24,0.3429918175720994,12.73591510658313,0.4275174779816529,0.7595528371407515,17.554063425729563,0.6868795671807091,0.7255251845516113,0.8594398352870523,-1.1641839999999999,-18.47943888888889,0.039705156829999914,0.08388185654008438,0.05030181086519115,-0.9583108081386487,0.34787210944038827,-3.5608960609125715,0.0016617111409912544,0.05891453657341827,0.7908741219580474,0.009361178112514282,0.15414607018109147
Indices Oversold Bounce,month,May,506,24,0.8138611330698282,15.722070272803888,0.8217521442715169,0.716277172910131,17.334374585730174,0.6559537270664529,0.9069880309236222,1.3837099836766185,-1.2809266666666668,-24.963418666666662,0.09591965167094624,0.08540084388185654,0.08498023715415019,0.09937325983542694,0.9217029785732638,-2.1388912857181337,0.04328840794248619,0.7650836549134299,0.9886423010394784,0.10260955956737468,0.854046870601038
