strategy,dim,cell,N,n_years,avgR,sdR,win,R_per_risk,sum_pnl,avgR_rest,sdR_rest,R_per_risk_rest,flow_ratio,sig_share,sess_share,t_episode,p_episode,n_episodes,t_year,p_year,n_years_paired,worst_R,pnl_share,q_p_episode_fam_dim,bonf_p_episode_fam_dim,q_p_year_fam_dim,bonf_p_year_fam_dim,q_p_episode_fam_strat,bonf_p_episode_fam_strat,q_p_year_fam_strat,bonf_p_year_fam_strat,survives_fdr10_year,survives_bonf05_year,survives_fdr10_episode,survives_fdr10_strat_year
ATR Extended Gap Up,month,Jan,12,5,0.4063333333333334,1.826514436135026,0.5833333333333334,0.4063333333333333,21942.0,0.8584256120527309,1.8944936330455941,0.8584256120527307,2.107940747935891,0.16901408450704225,0.08017971315016416,-0.814633516238128,0.44640262781274276,7,-0.9351212266272635,0.4187085605466723,4,-2.488,0.08781928646329457,0.9050531339660743,1.0,0.9970919107269445,1.0,0.9820857811880341,1.0,0.982147960593095,1.0,False,False,False,False
ATR Extended Gap Up,month,Feb,6,5,1.8059629629629628,2.9744083338750773,0.8333333333333334,1.805962962962963,48761.0,0.687497435897436,1.749093308449243,0.687497435897436,1.1089393503880425,0.08450704225352113,0.07620528771384137,1.0160217521741655,0.3670774101749659,5,0.3473846549420148,0.7458106736983185,5,-3.869111111111111,0.1951579722557974,0.9050531339660743,1.0,0.9970919107269445,1.0,0.9820857811880341,1.0,0.982147960593095,1.0,False,False,False,False
ATR Extended Gap Up,month,Mar,3,2,1.4948888888888892,2.4741508482210794,0.6666666666666666,1.494888888888889,20181.0,0.7505653594771243,1.8651129660611077,0.7505653594771242,0.4851609657947686,0.04225352112676056,0.08709175738724728,0.6147639078024352,0.6490922243750141,2,,,2,-0.9473333333333334,0.08077117036349228,0.9565569622368629,1.0,,,0.9943956727036931,1.0,,,False,False,False,False
ATR Extended Gap Up,month,Apr,7,6,-0.02403174603174605,1.2742273987969326,0.5714285714285714,-0.024031746031746033,-757.0,0.8701770833333333,1.919476703452405,0.8701770833333333,1.198632974316487,0.09859154929577464,0.0822533264212891,-1.6982778994342045,0.1502098946807898,6,-0.0242881967332961,0.982147960593095,4,-1.6648888888888889,-0.0030297693853210276,0.8389424383146786,1.0,0.9970919107269445,1.0,0.9820857811880341,1.0,0.982147960593095,1.0,False,False,False,False
ATR Extended Gap Up,month,May,5,2,0.7773333333333333,1.221977965492074,0.8,0.7773333333333333,17490.0,0.7823703703703705,1.9252609753247945,0.7823703703703704,0.8402787861187745,0.07042253521126761,0.0838085363746328,-0.008803484147872657,0.9943956727036932,2,,,2,-0.17244444444444446,0.0700008805142203,0.9971706674888388,1.0,,,0.9943956727036931,1.0,,,False,False,False,False
ATR Extended Gap Up,month,Jun,5,4,0.9441777777777778,1.866871056270556,0.6,0.9441777777777778,21244.0,0.7697306397306399,1.8925835141038772,0.7697306397306397,0.8334053400155536,0.07042253521126761,0.0844997407983411,0.22216433079063885,0.8350681811053949,5,-0.22407077091940733,0.8435101129375036,3,-0.7311111111111112,0.08502565498250979,0.960040566766348,1.0,0.9970919107269445,1.0,0.9943956727036931,1.0,0.982147960593095,1.0,False,False,False,False
ATR Extended Gap Up,month,Jul,2,2,0.5321111111111111,1.886089487684918,0.5,0.5321111111111111,4789.0,0.7892592592592594,1.8912263313926478,0.7892592592592592,0.33541992696922274,0.028169014084507043,0.08398133748055987,-0.2635141781387014,0.8359705269229524,2,,,2,-0.8015555555555556,0.019167193641086395,0.960040566766348,1.0,,,0.9943956727036931,1.0,,,False,False,False,False
ATR Extended Gap Up,month,Aug,7,7,0.9560000000000001,2.0080794214778868,0.7142857142857143,0.956,30114.0,0.7629861111111111,1.879186794186943,0.7629861111111111,1.1209219956279917,0.09859154929577464,0.08795576291688267,0.25976848556065185,0.8037261761232053,7,0.6046196974601784,0.5718176729850808,6,-1.9895555555555555,0.12052638741024758,0.960040566766348,1.0,0.9970919107269445,1.0,0.9943956727036931,1.0,0.982147960593095,1.0,False,False,False,False
ATR Extended Gap Up,month,Sep,5,4,0.30524444444444443,1.3076033830666727,0.6,0.30524444444444443,6868.0,0.8181346801346802,1.9168965868799706,0.8181346801346802,0.8652552256212434,0.07042253521126761,0.08138932089165371,-0.894306641529952,0.4217055740754837,5,-0.47599479468816613,0.6665939872149833,4,-1.2113333333333334,0.027488053022965413,0.9050531339660743,1.0,0.9970919107269445,1.0,0.9820857811880341,1.0,0.982147960593095,1.0,False,False,False,False
ATR Extended Gap Up,month,Oct,1,1,-0.42333333333333334,,0.0,-0.42333333333333334,-1905.0,0.7992349206349207,1.8859909001975983,0.7992349206349206,0.1607633969497458,0.014084507042253521,0.08761016070502851,,,0,,,1,-0.42333333333333334,-0.007624452680365333,,,,,,,,,False,False,False,False
ATR Extended Gap Up,month,Nov,9,7,0.7461481481481482,1.6370529716838016,0.6666666666666666,0.7461481481481481,30219.0,0.7872222222222223,1.9224778177458255,0.7872222222222223,1.5641010240547764,0.1267605633802817,0.08104371867979955,-0.06529897537085842,0.9497617039709234,8,0.06857663837760063,0.9479846125390843,6,-1.1582222222222223,0.1209466328335748,0.9960462357364827,1.0,0.9970919107269445,1.0,0.9943956727036931,1.0,0.982147960593095,1.0,False,False,False,False
ATR Extended Gap Up,month,Dec,9,6,1.2569876543209877,2.471966838522406,0.6666666666666666,1.2569876543209877,50908.0,0.713068100358423,1.791116043527679,0.7130681003584229,1.5093896713615023,0.1267605633802817,0.08398133748055987,0.8790747260112397,0.40852160202415133,8,0.1370294229906968,0.8976279938869072,5,-2.801111111111111,0.20375099057849785,0.9050531339660743,1.0,0.9970919107269445,1.0,0.9820857811880341,1.0,0.982147960593095,1.0,False,False,False,False
ATR Extended Gap Up,quarter,Q1,21,8,0.9617354497354498,2.2583933539861096,0.6666666666666666,0.9617354497354498,90884.0,0.7065333333333335,1.7138928350506029,0.7065333333333333,1.2147962294705064,0.29577464788732394,0.2434767582512528,0.49015481678137834,0.6321927206991484,14,-0.22508854677351905,0.8293807240963358,7,-3.869111111111111,0.3637484290825842,0.9860913091107555,1.0,0.9946099448218757,1.0,0.7693922874402246,1.0,0.8293807240963358,1.0,False,False,False,False
ATR Extended Gap Up,quarter,Q2,17,10,0.49643137254901953,1.4350254857946512,0.6470588235294118,0.4964313725490196,37977.0,0.8719218106995889,2.0006236098158583,0.8719218106995885,0.9555998057309373,0.23943661971830985,0.250561603594263,-0.8802276032699666,0.3960224418958772,13,0.23016542791366204,0.8256097633748067,7,-1.6648888888888889,0.15199676611140905,0.9860913091107555,1.0,0.9946099448218757,1.0,0.7693922874402246,1.0,0.8293807240963358,1.0,False,False,False,False
ATR Extended Gap Up,quarter,Q3,14,9,0.6630317460317461,1.6610027031649628,0.6428571428571429,0.6630317460317461,41771.0,0.8112397660818713,1.9401353327164108,0.8112397660818713,0.7783755740445399,0.19718309859154928,0.25332642128909627,-0.29936734266737536,0.7693922874402246,14,0.4735012717340523,0.6525922427604727,7,-1.9895555555555555,0.1671816340742994,0.9860913091107555,1.0,0.9946099448218757,1.0,0.7693922874402246,1.0,0.8293807240963358,1.0,False,False,False,False
ATR Extended Gap Up,quarter,Q4,19,10,0.9265730994152046,2.0196574202104647,0.631578947368421,0.9265730994152047,79222.0,0.7291965811965813,1.841459218016307,0.7291965811965812,1.059257047070384,0.2676056338028169,0.2526352168653879,0.41576283561164534,0.6834705352699877,16,-0.22666703109549183,0.827159648609297,8,-2.801111111111111,0.3170731707317073,0.9860913091107555,1.0,0.9946099448218757,1.0,0.7693922874402246,1.0,0.8293807240963358,1.0,False,False,False,False
ATR Extended Gap Up,half,MayOct,25,13,0.6986666666666665,1.5463508537725075,0.64,0.6986666666666667,78600.0,0.8273140096618359,2.0507293460247515,0.8273140096618358,0.6914408063583399,0.352112676056338,0.5092448591670987,-0.3084477653140225,0.7607805654259413,22,0.591725631632593,0.5703735118179729,9,-1.9895555555555555,0.31458371689066417,0.8114992697876707,1.0,0.6570494487521399,1.0,0.7607805654259413,1.0,0.5703735118179729,1.0,False,False,False,False
ATR Extended Gap Up,half,NovApr,46,17,0.8273140096618359,2.0507293460247515,0.6521739130434783,0.8273140096618358,171254.0,0.6986666666666665,1.5463508537725075,0.6986666666666667,1.3201844872049198,0.647887323943662,0.49075514083290134,0.30844776531402207,0.7596236290093903,35,-0.591725631632593,0.5703735118179729,9,-3.869111111111111,0.6854162831093359,0.8114992697876707,1.0,0.6570494487521399,1.0,0.7607805654259413,1.0,0.5703735118179729,1.0,False,False,False,False
ATR Extended Gap Up,wom,W1,21,12,1.2378306878306877,1.6541192784028635,0.7619047619047619,1.2378306878306877,116975.0,0.5905733333333333,1.9482390946304071,0.5905733333333333,1.2394264209442025,0.29577464788732394,0.23863832728529463,1.4635744918365454,0.16055498778647292,19,0.9618026154523299,0.3643144858559731,9,-1.2113333333333334,0.46817341327335166,0.6891788219173139,1.0,0.6428243243978917,1.0,0.5030634853385658,0.6422199511458917,0.728742129541869,1.0,False,False,False,False
ATR Extended Gap Up,wom,W2,21,12,0.4686137566137565,1.9426266765562445,0.6666666666666666,0.4686137566137566,44284.0,0.9136444444444445,1.8543884314033425,0.9136444444444445,1.2403245560318432,0.29577464788732394,0.23846552617936756,-0.9065848603959628,0.37729761400392436,18,-0.9502804580656785,0.3643710647709345,11,-3.869111111111111,0.1772395078725976,0.7397016462658751,1.0,0.6428243243978917,1.0,0.5030634853385658,1.0,0.728742129541869,1.0,False,False,False,False
ATR Extended Gap Up,wom,W3,10,9,0.27997777777777777,1.3999142574174726,0.5,0.27997777777777777,12599.0,0.8643169398907106,1.9422175203176482,0.8643169398907103,0.5906307409675444,0.14084507042253522,0.23846552617936756,-1.1751079488398748,0.2701028996384479,10,-0.046020257311346784,0.9645794767535351,8,-1.439111111111111,0.05042544846190175,0.7046162599263859,1.0,0.9673153765071466,1.0,0.5030634853385658,1.0,0.9645794767535351,1.0,False,False,False,False
ATR Extended Gap Up,wom,W4+,19,10,0.8888421052631578,2.234887042104849,0.5789473684210527,0.8888421052631579,75996.0,0.742982905982906,1.7528853780485558,0.742982905982906,0.9408467817842656,0.2676056338028169,0.2844306203559703,0.27797955996381746,0.7848230687728078,16,0.47679974209274983,0.6480298416204867,8,-2.801111111111111,0.304161630392149,0.9810288359660099,1.0,0.8288753788169015,1.0,0.7848230687728078,1.0,0.8640397888273156,1.0,False,False,False,False
ATR Extended Gap Up,tom,TOM,16,9,0.43225,1.4163127456235216,0.5625,0.43225,31122.0,0.8837656565656568,1.992058564180342,0.8837656565656565,0.9443248921479638,0.22535211267605634,0.23863832728529463,-1.070337133475519,0.30552409476865217,13,-2.5920536824968345,0.048715585296853284,6,-1.2113333333333334,0.12456074347418893,0.7924656996982887,1.0,0.23209541562120503,1.0,0.30552409476865217,0.6110481895373043,0.048715585296853284,0.09743117059370657,False,False,False,True
ATR Extended Gap Up,tom,mid,55,18,0.8837656565656568,1.992058564180342,0.6727272727272727,0.8837656565656565,218732.0,0.43225,1.4163127456235216,0.43225,1.017450595538734,0.7746478873239436,0.7613616727147053,1.0703371334755176,0.2901750923033456,46,2.5920536824968345,0.048715585296853284,6,-3.869111111111111,0.8754392565258111,0.7924656996982887,1.0,0.23209541562120503,1.0,0.30552409476865217,0.5803501846066912,0.048715585296853284,0.09743117059370657,False,False,False,True
ATR Extended Gap Up,opex,opex,12,9,0.7161296296296294,1.6716065149476904,0.6666666666666666,0.7161296296296297,38671.0,0.7954161958568738,1.9302686017994748,0.7954161958568738,0.7229005964835576,0.16901408450704225,0.23379989631933645,-0.14843542532206094,0.8849496768586348,11,0.6899839741240703,0.5159903458882117,7,-1.6648888888888889,0.15477438824273376,0.9481603680628231,1.0,0.9174368745123129,1.0,0.8849496768586348,1.0,0.5159903458882117,1.0,False,False,False,False
ATR Extended Gap Up,opex,other,37,17,0.7144084084084084,1.9511810664879077,0.6486486486486487,0.7144084084084084,118949.0,0.8555882352941178,1.8215456994407455,0.8555882352941176,0.9662802189619614,0.5211267605633803,0.5393122515984102,-0.3381003013607036,0.7375667035334774,32,-1.5942576133951818,0.13918515942421833,12,-3.869111111111111,0.47607402723190345,0.9452844676569588,1.0,0.8400772188344752,1.0,0.8849496768586348,1.0,0.24859688422225673,0.417555478272655,False,False,False,False
ATR Extended Gap Up,opex,post_opex,22,12,0.9316565656565655,1.9321504363105597,0.6363636363636364,0.9316565656565656,92234.0,0.7148299319727891,1.8696749413653064,0.7148299319727891,1.365693015672098,0.30985915492957744,0.22688785208225332,0.4992043408767214,0.6236817701628953,19,1.5083808705411628,0.16573125614817116,10,-2.801111111111111,0.3691515845253628,0.9452844676569588,1.0,0.8400772188344752,1.0,0.8849496768586348,1.0,0.24859688422225673,0.49719376844451346,False,False,False,False
ATR Extended Gap Up,dow,Mon,16,10,0.6730833333333334,2.04179429180345,0.5625,0.6730833333333334,48462.0,0.8137050505050506,1.8465434479522027,0.8137050505050505,1.201947166872201,0.22535211267605634,0.18748919993087956,-0.2450827338516987,0.8097136675824781,16,-0.6020941917117187,0.5637823510670947,9,-2.801111111111111,0.19396127338365607,0.9295530446908759,1.0,0.9285883698949011,1.0,0.8097136675824782,1.0,0.6384045043027445,1.0,False,False,False,False
ATR Extended Gap Up,dow,Tue,15,11,-0.03845925925925924,2.0959150030335705,0.4666666666666667,-0.03845925925925926,-2596.0,1.0017857142857143,1.7714991993166165,1.0017857142857143,1.0282637794809224,0.2112676056338028,0.20546051494729567,-1.804273900003516,0.09439669840293252,14,-2.0762961005179927,0.06767018538592683,10,-3.869111111111111,-0.010390067799594964,0.7357550869573407,1.0,0.6013278477913933,1.0,0.37145632670340234,0.4719834920146626,0.33835092692963414,0.33835092692963414,False,False,False,False
ATR Extended Gap Up,dow,Wed,12,8,1.162648148148148,1.7402150761932846,0.8333333333333334,1.162648148148148,62783.0,0.7045988700564974,1.9095944780700391,0.7045988700564971,0.822611023584738,0.16901408450704225,0.20546051494729567,0.8163454248385131,0.43331852169569174,11,0.8200238543500589,0.43922849877410763,8,-1.439111111111111,0.2512787467881243,0.7868152104474403,1.0,0.8830639184917146,1.0,0.7221975361594862,1.0,0.6384045043027445,1.0,False,False,False,False
ATR Extended Gap Up,dow,Thu,8,7,1.5498055555555557,1.4855664348238122,0.875,1.5498055555555557,55793.0,0.6845185185185185,1.9098249977688395,0.6845185185185185,0.5601858574125164,0.11267605633802817,0.2011404872991187,1.6231692862212388,0.14858253068136093,8,1.1234909020335584,0.3240964862309761,5,-0.5744444444444444,0.22330240860662626,0.7357550869573407,1.0,0.8281110567176213,1.0,0.37145632670340234,0.7429126534068047,0.6384045043027445,1.0,False,False,False,False
ATR Extended Gap Up,dow,Fri,20,12,0.9490222222222225,1.7291607528398838,0.65,0.9490222222222222,85412.0,0.7165228758169935,1.9458543489443751,0.7165228758169935,1.405293831957261,0.28169014084507044,0.2004492828754104,0.5036538573463202,0.6206128057208815,19,0.4862587507046276,0.6384045043027445,10,-1.2113333333333334,0.34184763902118837,0.9025637357884506,1.0,0.9285883698949011,1.0,0.7757660071511019,1.0,0.6384045043027445,1.0,False,False,False,False
ATR Extended Gap Up,eseason_fixed,off,39,16,0.8169914529914533,1.9630266978225928,0.6410256410256411,0.816991452991453,143382.0,0.7393888888888889,1.7993378506872937,0.7393888888888889,0.9905810682104469,0.5492957746478874,0.5545187489199931,0.18391479951334588,0.8552780581430717,32,-0.32730074803458725,0.749584633210403,12,-2.801111111111111,0.5738631360714658,0.9909864943128218,1.0,0.9521465816839606,1.0,0.8555639181141727,1.0,0.749584633210403,1.0,False,False,False,False
ATR Extended Gap Up,eseason_fixed,season,32,17,0.7393888888888889,1.7993378506872937,0.65625,0.7393888888888889,106472.0,0.8169914529914533,1.9630266978225928,0.816991452991453,1.0117243413935904,0.4507042253521127,0.4454812510800069,-0.18391479951334647,0.8555639181141727,26,0.32730074803458725,0.749584633210403,12,-3.869111111111111,0.4261368639285343,0.9909864943128218,1.0,0.9521465816839606,1.0,0.8555639181141727,1.0,0.749584633210403,1.0,False,False,False,False
ATR Extended Gap Up,eseason_data,off,48,17,0.7297731481481481,1.8671824169242537,0.6458333333333334,0.7297731481481482,157631.0,0.8910434782608694,1.938136062275113,0.8910434782608696,1.0072960937613322,0.676056338028169,0.6711594954207707,-0.347785896146721,0.7299201535225139,39,-0.5759154616282914,0.578786664005934,10,-2.801111111111111,0.6308924411856525,0.9627067436733711,1.0,0.886567769828385,1.0,0.7320348556249472,1.0,0.578786664005934,1.0,False,False,False,False
ATR Extended Gap Up,eseason_data,season,23,14,0.8910434782608694,1.938136062275113,0.6521739130434783,0.8910434782608696,92223.0,0.7297731481481481,1.8671824169242537,0.7297731481481482,0.9851087608150215,0.323943661971831,0.3288405045792293,0.3477858961467218,0.7320348556249472,19,0.5759154616282914,0.578786664005934,10,-3.869111111111111,0.3691075588143476,0.9627067436733711,1.0,0.886567769828385,1.0,0.7320348556249472,1.0,0.578786664005934,1.0,False,False,False,False
ATR Extended Gap Up,holiday,none,62,21,0.7418673835125449,1.8703376265843032,0.6451612903225806,0.7418673835125448,206981.0,1.0585925925925925,2.0226113667090724,1.0585925925925925,0.9422779451274118,0.8732394366197183,0.926732331086919,-0.4503018581028245,0.6544012463310422,52,-0.45094292561795274,0.6678693645365619,7,-3.869111111111111,0.8284077901494473,0.878132662207778,1.0,0.9358221435871555,1.0,0.8522298768467232,1.0,0.9048080666358634,1.0,False,False,False,False
ATR Extended Gap Up,holiday,post,3,3,1.0316296296296297,2.588647717267691,0.3333333333333333,1.0316296296296297,13927.0,0.7710032679738563,1.866062240251533,0.7710032679738562,1.153401541323412,0.04225352112676056,0.036633834456540525,0.2112982000822559,0.8522298768467234,3,0.13523583761186564,0.9048080666358633,3,-0.76,0.05574055248264987,0.9311756288504863,1.0,0.9771927119667323,1.0,0.8522298768467232,1.0,0.9048080666358634,1.0,False,False,False,False
ATR Extended Gap Up,holiday,pre,6,5,1.072074074074074,1.9658173064414013,0.8333333333333334,1.0720740740740742,28946.0,0.7552410256410257,1.883440950257112,0.7552410256410257,2.306803082646824,0.08450704225352113,0.036633834456540525,0.41259546330253644,0.7010590856591392,5,0.4435736564710784,0.6802876398763683,5,-1.2113333333333334,0.11585165736790286,0.878132662207778,1.0,0.9358221435871555,1.0,0.8522298768467232,1.0,0.9048080666358634,1.0,False,False,False,False
Indices Oversold Bounce,month,Jan,27,10,0.16961552028218693,1.1087555236726252,0.6296296296296297,0.1358868686868687,12612.0,0.3631473233146237,1.2428277920083832,0.35654244413431885,1.143954604975993,0.09310344827586207,0.08138736263736264,-0.8578600499359403,0.4065081501238995,14,0.7536373271474572,0.47032274193991197,10,-2.077968253968254,0.03754051857827043,0.9050531339660743,1.0,0.9970919107269445,1.0,0.870256984000639,1.0,0.9897603525598345,1.0,False,False,False,False
Indices Oversold Bounce,month,Feb,29,11,0.5191474548440066,1.254417677886417,0.7241379310344828,0.5832182648401827,59871.0,0.3257934440187314,1.228718935404954,0.30777209942345546,1.2660869565217392,0.1,0.07898351648351648,0.760300785707985,0.4606423699392682,14,0.27221983130684524,0.7909909873309234,11,-2.1911111111111112,0.178210306676152,0.9050531339660743,1.0,0.9970919107269445,1.0,0.870256984000639,1.0,0.9897603525598345,1.0,False,False,False,False
Indices Oversold Bounce,month,Mar,36,13,0.6900243386243387,1.0024931562836914,0.8333333333333334,0.720629189759831,85327.0,0.29624601924759403,1.2534641747038267,0.2843877098735883,1.4120689655172411,0.12413793103448276,0.08791208791208792,2.0911117853722825,0.05184347843133256,18,1.2912766538650593,0.2209277407000534,13,-2.0,0.25398190839899154,0.8389424383146786,1.0,0.9970919107269445,1.0,0.6221217411759907,0.6221217411759907,0.9897603525598345,1.0,False,False,False,False
Indices Oversold Bounce,month,Apr,16,9,0.44056746031746036,1.0586092819711,0.5625,0.4573737373737374,22640.0,0.339555787278415,1.2412426710128606,0.329736865472843,0.6750507099391481,0.05517241379310345,0.08173076923076923,0.3192705959904073,0.7576987867469318,9,0.8334280674716383,0.42878309217949684,9,-1.4773333333333334,0.06738957664224886,0.960040566766348,1.0,0.9970919107269445,1.0,0.870256984000639,1.0,0.9897603525598345,1.0,False,False,False,False
Indices Oversold Bounce,month,May,22,11,0.25855007215007214,1.2824079985300356,0.5454545454545454,0.36219259259259257,29032.0,0.35223605780620704,1.2283422460488849,0.33377852542862485,0.909096069249326,0.07586206896551724,0.08344780219780219,-0.19230575604736702,0.8507186877746342,13,0.046778507543110526,0.963610779133868,11,-1.8791111111111112,0.08641582107233961,0.960040566766348,1.0,0.9970919107269445,1.0,0.870256984000639,1.0,0.9897603525598345,1.0,False,False,False,False
Indices Oversold Bounce,month,Jun,20,10,0.2634419047619048,1.1666559271406993,0.7,0.09775332896747435,6997.0,0.35117972957084065,1.2369266306109332,0.3544350168350168,0.8230638778971171,0.06896551724137931,0.08379120879120878,-0.2819916299000636,0.783699740170394,11,-0.08876930472140736,0.9312091936146608,10,-2.08,0.02082707013099891,0.960040566766348,1.0,0.9970919107269445,1.0,0.870256984000639,1.0,0.9897603525598345,1.0,False,False,False,False
Indices Oversold Bounce,month,Jul,12,7,0.28812698412698406,0.6897451979036205,0.75,0.23083760683760685,10128.0,0.34758935708575994,1.2492549461219236,0.3408866002975169,0.4958705832269051,0.041379310344827586,0.08344780219780219,-0.2645639962823534,0.7989659868694841,8,0.1301744743870442,0.9006829989039563,7,-0.8063492063492064,0.030146715204624402,0.960040566766348,1.0,0.9970919107269445,1.0,0.870256984000639,1.0,0.9897603525598345,1.0,False,False,False,False
Indices Oversold Bounce,month,Aug,16,10,-0.09525079365079375,2.449757626172264,0.625,-0.2384112517580872,-13243.0,0.37084444444444437,1.1229650416095778,0.369854036341972,0.6312851432829755,0.05517241379310345,0.08739697802197802,-0.6792024297003955,0.5140957628610003,10,0.013194660244775244,0.9897603525598345,10,-7.137777777777778,-0.03941873513574654,0.9176360438619875,1.0,0.9970919107269445,1.0,0.870256984000639,1.0,0.9897603525598345,1.0,False,False,False,False
Indices Oversold Bounce,month,Sep,18,10,0.38148289241622574,1.0393082036910124,0.6666666666666666,0.2892755356253114,18143.0,0.34272306255835666,1.2437037009708554,0.33918815348441644,0.7674939600263562,0.06206896551724138,0.08087225274725275,0.16757638988583934,0.870256984000639,11,-0.2357042646356758,0.8189382919408149,10,-1.4755555555555555,0.05400393502739934,0.960040566766348,1.0,0.9970919107269445,1.0,0.870256984000639,1.0,0.9897603525598345,1.0,False,False,False,False
Indices Oversold Bounce,month,Oct,39,14,0.21733756613756613,1.0284391790443166,0.5641025641025641,0.2374568163072935,31489.0,0.36498486055776896,1.2595914344361017,0.3511361949039536,1.5448275862068965,0.13448275862068965,0.08705357142857142,-0.5563598643377127,0.5861696877020983,16,-0.4066588993372685,0.6908741000220799,14,-1.5755555555555556,0.09372925701801123,0.9176360438619875,1.0,0.9970919107269445,1.0,0.870256984000639,1.0,0.9897603525598345,1.0,False,False,False,False
Indices Oversold Bounce,month,Nov,32,9,0.43455714285714286,1.1409378649914408,0.6875,0.4971961999173895,56424.0,0.3340369632090562,1.2427674584628225,0.31542212348813425,1.3702521873391662,0.1103448275862069,0.08052884615384616,0.570938975394326,0.5764954417448108,16,0.43677249115829414,0.6738254202628011,9,-1.9782222222222223,0.16795006503808524,0.9176360438619875,1.0,0.9970919107269445,1.0,0.870256984000639,1.0,0.9897603525598345,1.0,False,False,False,False
Indices Oversold Bounce,month,Dec,23,10,0.2792772946859904,1.4207962670409144,0.5652173913043478,0.21656803765091057,16537.0,0.3508014505677427,1.2155813550658994,0.3459383355332183,0.9504186178515681,0.07931034482758621,0.08344780219780219,-0.21104137571452228,0.8361272048872179,14,1.2622190545713057,0.23859589543645848,10,-2.115047619047619,0.049223561348624975,0.960040566766348,1.0,0.9970919107269445,1.0,0.870256984000639,1.0,0.9897603525598345,1.0,False,False,False,False
Indices Oversold Bounce,quarter,Q1,92,19,0.48343229813664595,1.1262589977852808,0.7391304347826086,0.5027797690163281,157810.0,0.2808666345999679,1.2736361920624069,0.2597545850135557,1.2777412123813612,0.31724137931034485,0.24828296703296704,1.176333217619822,0.2462467035181496,42,1.0776756813796455,0.2962338207070093,18,-2.1911111111111112,0.469732733653414,0.7975772600853813,1.0,0.9946099448218757,1.0,0.8618231299198851,0.9849868140725984,0.8977657390766505,1.0,False,False,False,False
Indices Oversold Bounce,quarter,Q2,58,19,0.31044860426929394,1.1666473051439046,0.603448275862069,0.2915456168957217,58669.0,0.3537989053092502,1.2482067742659562,0.34727470549097883,0.8033103448275862,0.2,0.24896978021978022,-0.17546083207345298,0.8618231299198851,33,0.13031087655709497,0.8977657390766505,19,-2.08,0.1746324678455874,0.9860913091107555,1.0,0.9946099448218757,1.0,0.8618231299198851,1.0,0.8977657390766505,1.0,False,False,False,False
Indices Oversold Bounce,quarter,Q3,46,20,0.1913087646652864,1.6034199860160625,0.6739130434782609,0.09268497639009347,15028.0,0.374127712724434,1.148597336886062,0.38317021117827027,0.6301547725455144,0.15862068965517243,0.25171703296703296,-0.630436423650406,0.5335211373191273,29,-0.24424220194854718,0.8096613292552608,20,-7.137777777777778,0.044731915096277206,0.9860913091107555,1.0,0.9946099448218757,1.0,0.8618231299198851,1.0,0.8977657390766505,1.0,False,False,False,False
Indices Oversold Bounce,quarter,Q4,94,20,0.30644012158054706,1.1630902481448082,0.6063829787234043,0.3239230508310316,104450.0,0.3636836410754778,1.2640066344145373,0.34183388704318934,1.2912307184301146,0.32413793103448274,0.2510302197802198,-0.31818191382290395,0.7518189343895902,46,0.6202950942234617,0.5424326994598051,20,-2.115047619047619,0.31090288340472144,0.9860913091107555,1.0,0.9946099448218757,1.0,0.8618231299198851,1.0,0.8977657390766505,1.0,False,False,False,False
Indices Oversold Bounce,half,MayOct,127,23,0.2223095113110861,1.3104877033777338,0.6220472440944882,0.18487993000874892,82546.0,0.4408224364592463,1.159428879850844,0.4580665423939445,0.8654599066262593,0.4379310344827586,0.5060096153846154,-1.1835352815815445,0.24071811332935864,69,-1.1559569841389088,0.2606812384322741,22,-7.137777777777778,0.24570406331762695,0.48143622665871727,1.0,0.5134685304708131,1.0,0.24071811332935864,0.48143622665871727,0.2606812384322741,0.5213624768645482,False,False,False,False
Indices Oversold Bounce,half,NovApr,163,23,0.4408224364592463,1.159428879850844,0.6871165644171779,0.4580665423939445,253411.0,0.2223095113110861,1.3104877033777338,0.18487993000874892,1.1378135749643425,0.5620689655172414,0.49399038461538464,1.1835352815815445,0.24014626345923207,80,1.1559569841389088,0.2606812384322741,22,-2.1911111111111112,0.754295936682373,0.48143622665871727,1.0,0.5134685304708131,1.0,0.24071811332935864,0.48029252691846414,0.2606812384322741,0.5213624768645482,False,False,False,False
Indices Oversold Bounce,wom,W1,60,17,0.3287597883597883,1.0627143400184587,0.6333333333333333,0.3075892803372478,63844.0,0.3493990338164251,1.2726858360261915,0.34351602658934455,0.8668816670801289,0.20689655172413793,0.23866758241758243,-0.13711884965759422,0.891795960060147,33,0.9558642456091142,0.35336134124229823,17,-2.1911111111111112,0.1900362248740166,0.9906488261566698,1.0,0.6428243243978917,1.0,0.9988590560819817,1.0,0.6134434800754343,1.0,False,False,False,False
Indices Oversold Bounce,wom,W2,89,21,0.34494496165507404,1.1905245522295063,0.6179775280898876,0.3502272967544138,103525.0,0.34521026612966904,1.2506876500319148,0.33010780462907485,1.2868002283955213,0.30689655172413793,0.23849587912087913,-0.0014369880173955454,0.9988590560819817,52,-0.07158355939549724,0.9436814677890155,20,-2.115047619047619,0.3081495548537462,0.9988590560819817,1.0,0.9673153765071466,1.0,0.9988590560819817,1.0,0.9436814677890155,1.0,False,False,False,False
