strategy,dim,cell,N,n_years,avgR,sdR,win,R_per_risk,sum_pnl,avgR_rest,sdR_rest,R_per_risk_rest,flow_ratio,sig_share,sess_share,t_episode,p_episode,n_episodes,t_year,p_year,n_years_paired,worst_R,pnl_share,q_p_episode_fam_dim,bonf_p_episode_fam_dim,q_p_year_fam_dim,bonf_p_year_fam_dim,q_p_episode_fam_strat,bonf_p_episode_fam_strat,q_p_year_fam_strat,bonf_p_year_fam_strat,survives_fdr10_year,survives_bonf05_year,survives_fdr10_episode,survives_fdr10_strat_year
3x Bear ETF Overbot Fade,wom,W2,3,2,0.7562666666666665,0.19842707899632128,1.0,0.7628505747126437,6222.0,0.6498261348528016,1.6561721601067192,0.6721377027474347,0.2290909090909091,0.05454545454545454,0.23809523809523808,0.3813421047699262,0.7396495009054596,3,,,2,0.5653333333333334,0.061359131386645366,0.9540913465601865,1.0,,,0.7396495009054596,1.0,,,False,False,False,False
3x Bear ETF Overbot Fade,wom,W3,25,7,0.2729505298059964,1.7689181562145728,0.56,0.299668903803132,18837.0,0.974533192239859,1.4165197445535254,0.9500582524271844,1.8982438016528926,0.45454545454545453,0.23945578231292516,-1.5616152081996493,0.14944152035032301,11,-1.1301481408522078,0.30155825760791105,7,-3.502577777777778,0.18576373480074554,0.6891788219173139,1.0,0.6428243243978917,1.0,0.36144329980862244,0.5977660814012921,0.4523373864118666,0.9046747728237332,False,False,False,False
3x Bear ETF Overbot Fade,wom,W4+,18,6,1.0568123848716442,1.3400640309408065,0.8333333333333334,0.9924444444444445,53592.0,0.4604631374231374,1.7091631819878332,0.4992501223690651,1.150935189212701,0.32727272727272727,0.28435374149659864,1.4510113171049823,0.18072164990431122,10,2.210190138258068,0.07808579788500096,6,-2.2402844444444443,0.5285050738143842,0.6891788219173139,1.0,0.6428243243978917,1.0,0.36144329980862244,0.7228865996172449,0.23425739365500287,0.23425739365500287,False,False,False,False
3x Bear ETF Overbot Fade,tom,TOM,7,3,0.7750151675485009,1.7095735264224323,0.5714285714285714,0.8191372549019608,15666.0,0.6382219341563786,1.6134338517833187,0.6562813060638679,0.5345454545454545,0.12727272727272726,0.23809523809523808,0.19976650920908587,0.8544374875392224,4,0.6487169083883674,0.5830607834695535,3,-1.0734222222222223,0.1544924706369634,0.915468736649167,1.0,0.7420773607794316,1.0,0.8544374875392224,1.0,0.5830607834695535,1.0,False,False,False,False
3x Bear ETF Overbot Fade,tom,mid,48,7,0.6382219341563786,1.6134338517833187,0.6875,0.6562813060638679,85737.0,0.7750151675485009,1.7095735264224323,0.8191372549019608,1.1454545454545455,0.8727272727272727,0.7619047619047619,-0.19976650920908529,0.843584941492971,22,-0.6487169083883674,0.5830607834695535,3,-3.502577777777778,0.8455075293630366,0.915468736649167,1.0,0.7420773607794316,1.0,0.8544374875392224,1.0,0.5830607834695535,1.0,False,False,False,False
3x Bear ETF Overbot Fade,opex,opex,21,5,0.40175320063827996,1.7613294851885748,0.6190476190476191,0.4361989871909443,22880.0,0.8124394646747588,1.5152148828280683,0.8069158638407193,1.6556717618664523,0.38181818181818183,0.23061224489795917,-0.883745138772833,0.40616109042072185,8,-0.36563275734141226,0.7331542457701772,5,-3.502577777777778,0.2256343500685384,0.9452844676569588,1.0,0.9174368745123129,1.0,0.40616109042072185,1.0,0.7331542457701771,1.0,False,False,False,False
3x Bear ETF Overbot Fade,opex,other,24,7,1.1404365432098766,1.3617741777795596,0.7916666666666666,1.1695762483130905,81249.0,0.2802994185583433,1.706255864649808,0.25099357851722126,0.8088960220107762,0.43636363636363634,0.5394557823129251,1.7001283726464749,0.11717172089707818,12,1.6075489470220183,0.1590581931953192,7,-1.5427555555555557,0.8012484837726694,0.9006924948094847,1.0,0.8400772188344752,1.0,0.35151516269123456,0.35151516269123456,0.2457821618428088,0.47717457958595755,False,False,False,False
3x Bear ETF Overbot Fade,opex,post_opex,10,5,0.025246476190476243,1.6442948398341162,0.5,-0.09790347923681257,-2726.0,0.7957176500097983,1.5869411011130048,0.8540633089837242,0.7907477138246369,0.18181818181818182,0.22993197278911565,-1.1057532976291562,0.3111880029578875,7,-1.7026010473332664,0.16385477456187253,5,-2.2402844444444443,-0.026882833841207855,0.9452844676569588,1.0,0.8400772188344752,1.0,0.40616109042072185,0.9335640088736625,0.2457821618428088,0.4915643236856176,False,False,False,False
3x Bear ETF Overbot Fade,dow,Mon,4,3,1.3653231746031746,1.398909973305846,0.75,1.5085457102672293,16759.0,0.5999699277241761,1.624534355959732,0.6104593193599279,0.38876033057851234,0.07272727272727272,0.1870748299319728,1.1136083563611443,0.3466395627186673,4,0.019991697188812156,0.9858651475917073,3,-0.5851428571428572,0.1652712444404998,0.7819441864761855,1.0,0.9858651475917073,1.0,0.4297009642038535,1.0,0.9858651475917073,1.0,False,False,False,False
3x Bear ETF Overbot Fade,dow,Tue,14,6,-0.06788829428067526,1.886627177141187,0.5714285714285714,0.10616810168101681,4046.0,0.9026876861530521,1.448241622324312,0.8719350685698293,1.2268256333830103,0.2545454545454545,0.20748299319727892,-1.5288415481850268,0.1606559344408591,10,-0.396039731262143,0.7084112080087948,6,-3.502577777777778,0.03990020019131584,0.7357550869573407,1.0,0.9669075785697082,1.0,0.4297009642038535,0.8032796722042955,0.8855140100109935,1.0,False,False,False,False
3x Bear ETF Overbot Fade,dow,Wed,11,5,0.31486111912778586,1.562915300371444,0.45454545454545453,0.3051564185544768,8840.0,0.7408246977713645,1.6280630577374597,0.7662698227913595,0.9702970297029704,0.2,0.20612244897959184,-0.8317031239139572,0.4297009642038535,9,-0.6528644417395494,0.5494653921095589,5,-1.4897777777777779,0.0871769079810262,0.7868152104474403,1.0,0.9285883698949011,1.0,0.4297009642038535,1.0,0.8855140100109935,1.0,False,False,False,False
3x Bear ETF Overbot Fade,dow,Thu,17,6,1.015996281771968,1.1721929918660383,0.8235294117647058,0.9608303393213573,45129.0,0.4944163742690058,1.761596458590811,0.5474290925672595,1.5454545454545454,0.3090909090909091,0.2,1.10350846545786,0.29843638778771336,10,1.479402118274118,0.19909929387374353,6,-1.5427555555555557,0.44504600455607823,0.7819441864761855,1.0,0.807179934753672,1.0,0.4297009642038535,1.0,0.8855140100109935,0.9954964693687176,False,False,False,False
3x Bear ETF Overbot Fade,dow,Fri,9,4,1.2014992592592593,1.8005123218451045,0.7777777777777778,1.0820673015873017,26629.0,0.5488318625872249,1.5695570069805338,0.5974451935081149,0.820974247595408,0.16363636363636364,0.19931972789115646,0.8574683653704769,0.42410701069773393,7,0.970038019973712,0.4035779056423707,4,-2.2402844444444443,0.26260564283107996,0.7868152104474403,1.0,0.8830639184917146,1.0,0.4297009642038535,1.0,0.8855140100109935,1.0,False,False,False,False
3x Bear ETF Overbot Fade,eseason_fixed,off,23,6,0.41945921938501646,1.4415916422434052,0.5652173913043478,0.4152291052114061,26393.0,0.8253811552028218,1.7234065988909935,0.8701540692405293,0.7579867727833203,0.41818181818181815,0.5517006802721088,-0.8735766978195614,0.40101785736893436,12,-2.520179153833039,0.05316303601518262,6,-1.8734222222222223,0.26027829551393944,0.9909864943128218,1.0,0.4771772416878637,1.0,0.40283950764731025,0.8020357147378687,0.05316303601518262,0.10632607203036525,False,False,False,True
3x Bear ETF Overbot Fade,eseason_fixed,season,32,7,0.8253811552028218,1.7234065988909935,0.75,0.8701540692405293,75010.0,0.41945921938501646,1.4415916422434052,0.4152291052114061,1.2978341840253826,0.5818181818181818,0.44829931972789117,0.8735766978195619,0.40283950764731025,11,2.520179153833039,0.05316303601518262,6,-3.502577777777778,0.7397217044860606,0.9909864943128218,1.0,0.4771772416878637,1.0,0.40283950764731025,0.8056790152946205,0.05316303601518262,0.10632607203036525,False,False,False,True
3x Bear ETF Overbot Fade,eseason_data,off,33,7,0.44466256640478863,1.7165058787219545,0.5757575757575758,0.5086039886039886,44630.0,0.972086105499439,1.4149309803520704,0.9154628369866465,0.8909090909090909,0.6,0.673469387755102,-0.9430115131876387,0.3596974720278031,17,-1.1631527711263951,0.2972553353814241,6,-3.502577777777778,0.4401250456100904,0.9627067436733711,1.0,0.8068536728735282,1.0,0.3732774596219065,0.7193949440556062,0.2972553353814241,0.5945106707628482,False,False,False,False
3x Bear ETF Overbot Fade,eseason_data,season,22,6,0.972086105499439,1.4149309803520704,0.8181818181818182,0.9154628369866465,56773.0,0.44466256640478863,1.7165058787219545,0.5086039886039886,1.225,0.4,0.32653061224489793,0.943011513187639,0.3732774596219065,9,1.1631527711263951,0.2972553353814241,6,-2.2402844444444443,0.5598749543899095,0.9627067436733711,1.0,0.8068536728735282,1.0,0.3732774596219065,0.746554919243813,0.2972553353814241,0.5945106707628482,False,False,False,False
3x Bear ETF Overbot Fade,holiday,none,53,7,0.7818067738178429,1.4901504257183065,0.6981132075471698,0.8083980487804878,116523.0,-2.688,1.1519869409410703,-2.688,1.0461930978917684,0.9636363636363636,0.9210884353741496,5.268240349720329,3.1901976875203476e-05,22,,,2,-3.069460317460318,1.1491080145557824,0.0005901865721912643,0.0011803731443825287,,,6.380395375040695e-05,6.380395375040695e-05,,,False,False,True,False
3x Bear ETF Overbot Fade,holiday,post,2,2,-2.688,1.1519869409410703,0.0,-2.688,-15120.0,0.7818067738178429,1.4901504257183065,0.8083980487804878,0.9216300940438872,0.03636363636363636,0.03945578231292517,-5.268240349720283,0.11942033751383027,2,,,2,-3.502577777777778,-0.14910801455578238,0.5818745927048132,1.0,,,0.11942033751383027,0.23884067502766054,,,False,False,False,False
