label,days,armed_days,armed_share,n_episodes,hedge_total_usd,hedge_bps_per_armed_day,friction_usd,ep_mean_usd,ep_median_usd,ep_pos_share,t_clustered,sharpe_unhedged,sharpe_hedged,ann_unhedged_pct,ann_hedged_pct,vol_unhedged_pct,vol_hedged_pct,ann_hedged_equal_vol_pct,maxdd_unhedged_pct,maxdd_hedged_pct,worst_unhedged_pct,worst_hedged_pct,armed_sharpe_unhedged,armed_sharpe_hedged,armed_sd_unhedged_bps,armed_sd_hedged_bps,armed_spy_ann_pct,drift_component_usd,calm_carry_bps_per_day,calm_carry_usd_per_year,false_alarm_episodes,false_alarm_usd,loyo_years_with_arming,loyo_years_hedged_not_worse,loyo_years_hedge_pnl_pos,beta_mean_armed,vintage,target,instrument,window,arming,mult
live|book|SPY|63|dial50_nohyst,2527,349,0.13810842896715472,10,64589.08801713717,2.467586934752136,1126.3892065521668,6458.9088017137165,2421.3588084501203,0.6,1.4022146066419703,2.774985532961197,2.866516183486278,35.815871867036016,36.674674145380216,12.906687779671694,12.794162599415786,36.99722939563348,-8.323155999999932,-8.28790022010173,-4.886210666666667,-4.886210666666667,2.0819696358825883,2.737174953400643,81.51290744035079,76.31193839857644,-10.85759288398549,54183.01107843732,-3.329747242747533,-62932.222887928365,4,-28960.000829203007,9,6,4,0.48044472919731207,live,book,SPY,63,dial50_nohyst,1.0
live|book|SPY|63|dial40_h35,2527,668,0.26434507320933914,13,26080.33494637935,0.5205655677920032,1124.5102883313916,2006.17961125995,97.0612880402213,0.5384615384615384,0.4057861705649876,2.774985532961197,2.8222496765307197,35.815871867036016,36.16264640371917,12.906687779671694,12.813411479657777,36.425895411261436,-8.323155999999932,-8.12822587049049,-4.886210666666667,-4.886210666666667,2.4470898142397193,2.615714335154635,83.01956966711474,80.82689408182154,-7.431926764547825,67492.63024837092,-3.6249136102838864,-68510.86723436546,6,-50537.13397153757,10,5,5,0.456791219060264,live,book,SPY,63,dial40_h35,1.0
live|book|SPY|63|vix25_h20,2527,586,0.23189552829442026,15,-158501.2937293714,-3.606400312386152,1116.2346836176357,-10566.752915291427,-7767.776562559369,0.0,-3.847501986946535,2.774985532961197,2.6728330221641063,35.815871867036016,33.7083754407175,12.906687779671694,12.611478218502747,34.497421304268435,-8.323155999999932,-8.323155999999932,-4.886210666666667,-3.6526853500665926,3.383261449173571,3.0142747161243024,105.92270303332134,99.89612626408096,34.36483573168516,-139626.9305022265,-2.203769025130458,-41651.23457496565,14,-138170.0473077823,9,1,1,0.23296816551672272,live,book,SPY,63,vix25_h20,1.0
live|book|SPY|63|vixpct80_h60,2527,706,0.27938266719430155,21,-154585.95414130445,-2.9194703331691114,2514.3166521379517,-7361.235911490687,-8360.912668920038,0.19047619047619047,-2.1220309333626814,2.774985532961197,2.647800096055034,35.815871867036016,33.76043535767795,12.906687779671694,12.750371679485074,34.17432914276704,-8.323155999999932,-8.089384775749764,-4.886210666666667,-4.886210666666667,3.5758464121186706,3.184584048611532,95.30391766429987,92.46011811166977,25.311967497691512,-149782.2138425302,-2.3878974731096734,-45131.26224177283,18,-143225.10719411884,10,2,2,0.2816235168339685,live,book,SPY,63,vixpct80_h60,1.0
live|book|SPY|63|spydd5_h3,2527,796,0.3149980213692125,14,-138801.1573079891,-2.3249775093465512,1153.847596511372,-9914.368379142077,-8714.845143226708,0.14285714285714285,-2.1249359402629566,2.774985532961197,2.6798087557225534,35.815871867036016,33.97031631280235,12.906687779671694,12.676395746622221,34.58745491934149,-8.323155999999932,-8.323155999999932,-4.886210666666667,-4.886210666666667,3.438032629346791,3.168874408445508,86.47331188830843,82.17119409479047,21.03931016754359,-121856.93155532837,-2.623157521029404,-49577.67714745574,13,-144727.29697335017,9,2,2,0.24448090896189292,live,book,SPY,63,spydd5_h3,1.0
live|book|SPY|63|always,2527,2527,1.0,1,-478235.1643233907,-2.5233355194480445,36.42944427054081,-478235.1643233907,-478235.1643233907,0.0,,2.774985532961197,2.4187448927230073,35.815871867036016,29.45706635802694,12.906687779671694,12.178657801676792,31.21798514905136,-8.323155999999932,-11.465034824471122,-4.886210666666667,-3.6526853500665926,2.774985532961197,2.4187448927230073,81.30449074897075,76.7183329661747,15.896043414250016,-455985.77370654163,,,1,-478235.1643233907,11,3,2,0.38141370014308806,live,book,SPY,63,always,1.0
live|book|SPY|126|dial50_h45,2527,392,0.15512465373961218,10,34662.825389656835,1.1790076663148583,851.6188432541096,3466.2825389656837,8214.465935049446,0.6,0.5736823377055225,2.774985532961197,2.847352368328815,35.815871867036016,36.27676262013947,12.906687779671694,12.740524503973234,36.74988801672877,-8.323155999999932,-7.8876973333333655,-4.886210666666667,-4.886210666666667,1.8402397118732765,2.2702697033107646,80.58551003581582,73.56519007383139,-9.656776604242623,53446.07757081698,-2.7977094007764878,-52876.70767467562,4,-60890.72255836995,9,6,6,0.4743914611424499,live,book,SPY,126,dial50_h45,1.0
live|book|SPY|126|dial65_h60,2527,153,0.060546102097348634,7,56711.35217835192,4.942165767176639,509.93441452285333,8101.621739764559,8519.398981855413,0.7142857142857143,1.0532623799197576,2.774985532961197,2.840546809341944,35.815871867036016,36.56992862730219,12.906687779671694,12.874256642077366,36.66205079171909,-8.323155999999932,-8.323155999999932,-4.886210666666667,-4.886210666666667,2.0446118373400926,3.1902489111920254,78.19334523861804,74.70560926704766,-28.741608001291752,72989.96417804305,-2.6379672011193427,-49857.580101155574,2,-30546.759291159124,6,4,4,0.5576990891770957,live,book,SPY,126,dial65_h60,1.0
live|book|SPY|126|dial50_nohyst,2527,349,0.13810842896715472,10,50992.78715300592,1.9481485063230537,920.4242625570611,5099.278715300594,5345.606175037865,0.6,1.0396336960235393,2.774985532961197,2.864054656822423,35.815871867036016,36.49389230563554,12.906687779671694,12.742037662830203,36.96545923952178,-8.323155999999932,-7.8876973333333655,-4.886210666666667,-4.886210666666667,2.0819696358825883,2.720611645114988,81.51290744035079,73.74565839710462,-10.85759288398549,53322.481521284884,-2.8428649218364686,-53730.14702270925,4,-40380.031616205655,9,6,4,0.4728143505634285,live,book,SPY,126,dial50_nohyst,1.0
live|book|SPY|126|dial40_h35,2527,668,0.26434507320933914,13,26118.864438756904,0.5213346195360657,844.6214167243182,2009.1434183659146,3251.1915246884323,0.6153846153846154,0.4417695346022277,2.774985532961197,2.843467020567718,35.815871867036016,36.163158707218926,12.906687779671694,12.717980706524493,36.69974104626085,-8.323155999999932,-7.8876973333333655,-4.886210666666667,-4.886210666666667,2.4470898142397193,2.692404571545392,83.01956966711474,78.52916165286716,-7.431926764547825,61594.85076986516,-3.151746526246408,-59568.009346057115,6,-55299.37307725703,10,6,6,0.41687495164230726,live,book,SPY,126,dial40_h35,1.0
live|book|SPY|126|vix25_h20,2527,586,0.23189552829442026,15,-128043.56593252538,-2.9133917163259464,1104.4733239127697,-8536.237728835024,-7876.685702868919,0.0,-6.247995785363526,2.774985532961197,2.691072908726518,35.815871867036016,34.11335353884731,12.906687779671694,12.676488038739386,34.73283782526611,-8.323155999999932,-8.323155999999932,-4.886210666666667,-3.726586575981962,3.383261449173571,3.0824378361636646,105.92270303332134,101.25606894141433,34.36483573168516,-134470.51921333873,-1.9613922786042353,-37070.31406562005,14,-114234.67758809392,9,2,1,0.22436466994247353,live,book,SPY,126,vix25_h20,1.0
