date,event,detail,ref_period,time_et,source
2009-02-06,nfp,Employment Situation release,January 2009,08:30,bls:sched2009
2009-02-18,fomc_minutes,minutes of 2009-01-28 meeting,,14:00,fed:fomchistorical2009
2009-02-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2009-02-19,ppi,Producer Price Index release,January 2009,08:30,bls:sched2009
2009-02-20,cpi,Consumer Price Index release,January 2009,08:30,bls:sched2009
2009-02-20,opex,monthly options expiration,,16:00,computed
2009-03-06,nfp,Employment Situation release,February 2009,08:30,bls:sched2009
2009-03-17,ppi,Producer Price Index release,February 2009,08:30,bls:sched2009
2009-03-18,cpi,Consumer Price Index release,February 2009,08:30,bls:sched2009
2009-03-18,fomc_decision,March 17-18 Meeting - 2009,,14:15,fed:fomchistorical2009
2009-03-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2009-03-20,opex,quad witching,,16:00,computed
2009-03-20,quad_witching,quad witching,,16:00,computed
2009-04-03,nfp,Employment Situation release,March 2009,08:30,bls:sched2009
2009-04-08,fomc_minutes,minutes of 2009-03-18 meeting,,14:00,fed:fomchistorical2009
2009-04-14,ppi,Producer Price Index release,March 2009,08:30,bls:sched2009
2009-04-15,cpi,Consumer Price Index release,March 2009,08:30,bls:sched2009
2009-04-15,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2009-04-17,opex,monthly options expiration,,16:00,computed
2009-04-29,fomc_decision,April 28-29 Meeting - 2009,,14:15,fed:fomchistorical2009
2009-05-08,nfp,Employment Situation release,April 2009,08:30,bls:sched2009
2009-05-14,ppi,Producer Price Index release,April 2009,08:30,bls:sched2009
2009-05-15,cpi,Consumer Price Index release,April 2009,08:30,bls:sched2009
2009-05-15,opex,monthly options expiration,,16:00,computed
2009-05-20,fomc_minutes,minutes of 2009-04-29 meeting,,14:00,fed:fomchistorical2009
2009-05-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2009-06-05,nfp,Employment Situation release,May 2009,08:30,bls:sched2009
2009-06-16,ppi,Producer Price Index release,May 2009,08:30,bls:sched2009
2009-06-17,cpi,Consumer Price Index release,May 2009,08:30,bls:sched2009
2009-06-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2009-06-19,opex,quad witching,,16:00,computed
2009-06-19,quad_witching,quad witching,,16:00,computed
2009-06-24,fomc_decision,June 23-24 Meeting - 2009,,14:15,fed:fomchistorical2009
2009-07-02,nfp,Employment Situation release,June 2009,08:30,bls:sched2009
2009-07-14,ppi,Producer Price Index release,June 2009,08:30,bls:sched2009
2009-07-15,cpi,Consumer Price Index release,June 2009,08:30,bls:sched2009
2009-07-15,fomc_minutes,minutes of 2009-06-24 meeting,,14:00,fed:fomchistorical2009
2009-07-17,opex,monthly options expiration,,16:00,computed
2009-07-22,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2009-08-07,nfp,Employment Situation release,July 2009,08:30,bls:sched2009
2009-08-12,fomc_decision,August 11-12 Meeting - 2009,,14:15,fed:fomchistorical2009
2009-08-14,cpi,Consumer Price Index release,July 2009,08:30,bls:sched2009
2009-08-18,ppi,Producer Price Index release,July 2009,08:30,bls:sched2009
2009-08-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2009-08-21,jackson_hole,"Jackson Hole symposium Aug 20-22, 2009",2009,10:00,manual:kcfed
2009-08-21,opex,monthly options expiration,,16:00,computed
2009-09-02,fomc_minutes,minutes of 2009-08-12 meeting,,14:00,fed:fomchistorical2009
2009-09-04,nfp,Employment Situation release,August 2009,08:30,bls:sched2009
2009-09-15,ppi,Producer Price Index release,August 2009,08:30,bls:sched2009
2009-09-16,cpi,Consumer Price Index release,August 2009,08:30,bls:sched2009
2009-09-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2009-09-18,opex,quad witching,,16:00,computed
2009-09-18,quad_witching,quad witching,,16:00,computed
2009-09-23,fomc_decision,September 22-23 Meeting - 2009,,14:15,fed:fomchistorical2009
2009-10-02,nfp,Employment Situation release,September 2009,08:30,bls:sched2009
2009-10-14,fomc_minutes,minutes of 2009-09-23 meeting,,14:00,fed:fomchistorical2009
2009-10-15,cpi,Consumer Price Index release,September 2009,08:30,bls:sched2009
2009-10-16,opex,monthly options expiration,,16:00,computed
2009-10-20,ppi,Producer Price Index release,September 2009,08:30,bls:sched2009
2009-10-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2009-11-04,fomc_decision,November 3-4 Meeting - 2009,,14:15,fed:fomchistorical2009
2009-11-06,nfp,Employment Situation release,October 2009,08:30,bls:sched2009
2009-11-17,ppi,Producer Price Index release,October 2009,08:30,bls:sched2009
2009-11-18,cpi,Consumer Price Index release,October 2009,08:30,bls:sched2009
2009-11-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2009-11-20,opex,monthly options expiration,,16:00,computed
2009-11-24,fomc_minutes,minutes of 2009-11-04 meeting,,14:00,fed:fomchistorical2009
2009-12-04,nfp,Employment Situation release,November 2009,08:30,bls:sched2009
2009-12-15,ppi,Producer Price Index release,November 2009,08:30,bls:sched2009
2009-12-16,cpi,Consumer Price Index release,November 2009,08:30,bls:sched2009
2009-12-16,fomc_decision,December 15-16 Meeting - 2009,,14:15,fed:fomchistorical2009
2009-12-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2009-12-18,opex,quad witching,,16:00,computed
2009-12-18,quad_witching,quad witching,,16:00,computed
2010-01-06,fomc_minutes,minutes of 2009-12-16 meeting,,14:00,fed:fomchistorical2009
2010-01-08,nfp,Employment Situation release,December 2009,08:30,bls:sched2010
2010-01-15,cpi,Consumer Price Index release,December 2009,08:30,bls:sched2010
2010-01-15,opex,monthly options expiration,,16:00,computed
2010-01-20,ppi,Producer Price Index release,December 2009,08:30,bls:sched2010
2010-01-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2010-01-27,fomc_decision,January 26-27 Meeting - 2010,,14:15,fed:fomchistorical2010
2010-02-05,nfp,Employment Situation release,January 2010,08:30,bls:sched2010
2010-02-17,fomc_minutes,minutes of 2010-01-27 meeting,,14:00,fed:fomchistorical2010
2010-02-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2010-02-18,ppi,Producer Price Index release,January 2010,08:30,bls:sched2010
2010-02-19,cpi,Consumer Price Index release,January 2010,08:30,bls:sched2010
2010-02-19,opex,monthly options expiration,,16:00,computed
2010-03-05,nfp,Employment Situation release,February 2010,08:30,bls:sched2010
2010-03-16,fomc_decision,March 16 Meeting - 2010,,14:15,fed:fomchistorical2010
2010-03-17,ppi,Producer Price Index release,February 2010,08:30,bls:sched2010
2010-03-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2010-03-18,cpi,Consumer Price Index release,February 2010,08:30,bls:sched2010
2010-03-19,opex,quad witching,,16:00,computed
2010-03-19,quad_witching,quad witching,,16:00,computed
2010-04-02,nfp,Employment Situation release,March 2010,08:30,bls:sched2010
2010-04-06,fomc_minutes,minutes of 2010-03-16 meeting,,14:00,fed:fomchistorical2010
2010-04-14,cpi,Consumer Price Index release,March 2010,08:30,bls:sched2010
2010-04-16,opex,monthly options expiration,,16:00,computed
2010-04-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2010-04-22,ppi,Producer Price Index release,March 2010,08:30,bls:sched2010
2010-04-28,fomc_decision,April 27-28 Meeting - 2010,,14:15,fed:fomchistorical2010
2010-05-07,nfp,Employment Situation release,April 2010,08:30,bls:sched2010
2010-05-18,ppi,Producer Price Index release,April 2010,08:30,bls:sched2010
2010-05-19,cpi,Consumer Price Index release,April 2010,08:30,bls:sched2010
2010-05-19,fomc_minutes,minutes of 2010-04-28 meeting,,14:00,fed:fomchistorical2010
2010-05-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2010-05-21,opex,monthly options expiration,,16:00,computed
2010-06-04,nfp,Employment Situation release,May 2010,08:30,bls:sched2010
2010-06-16,ppi,Producer Price Index release,May 2010,08:30,bls:sched2010
2010-06-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2010-06-17,cpi,Consumer Price Index release,May 2010,08:30,bls:sched2010
2010-06-18,opex,quad witching,,16:00,computed
2010-06-18,quad_witching,quad witching,,16:00,computed
2010-06-23,fomc_decision,June 22-23 Meeting - 2010,,14:15,fed:fomchistorical2010
2010-07-02,nfp,Employment Situation release,June 2010,08:30,bls:sched2010
2010-07-14,fomc_minutes,minutes of 2010-06-23 meeting,,14:00,fed:fomchistorical2010
2010-07-15,ppi,Producer Price Index release,June 2010,08:30,bls:sched2010
2010-07-16,cpi,Consumer Price Index release,June 2010,08:30,bls:sched2010
2010-07-16,opex,monthly options expiration,,16:00,computed
2010-07-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2010-08-06,nfp,Employment Situation release,July 2010,08:30,bls:sched2010
2010-08-10,fomc_decision,August 10 Meeting - 2010,,14:15,fed:fomchistorical2010
2010-08-13,cpi,Consumer Price Index release,July 2010,08:30,bls:sched2010
2010-08-17,ppi,Producer Price Index release,July 2010,08:30,bls:sched2010
2010-08-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2010-08-20,opex,monthly options expiration,,16:00,computed
2010-08-27,jackson_hole,"Jackson Hole symposium Aug 26-28, 2010",2010,10:00,manual:kcfed
2010-08-31,fomc_minutes,minutes of 2010-08-10 meeting,,14:00,fed:fomchistorical2010
2010-09-03,nfp,Employment Situation release,August 2010,08:30,bls:sched2010
2010-09-15,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2010-09-16,ppi,Producer Price Index release,August 2010,08:30,bls:sched2010
2010-09-17,cpi,Consumer Price Index release,August 2010,08:30,bls:sched2010
2010-09-17,opex,quad witching,,16:00,computed
2010-09-17,quad_witching,quad witching,,16:00,computed
2010-09-21,fomc_decision,September 21 Meeting - 2010,,14:15,fed:fomchistorical2010
2010-10-08,nfp,Employment Situation release,September 2010,08:30,bls:sched2010
2010-10-12,fomc_minutes,minutes of 2010-09-21 meeting,,14:00,fed:fomchistorical2010
2010-10-14,ppi,Producer Price Index release,September 2010,08:30,bls:sched2010
2010-10-15,cpi,Consumer Price Index release,September 2010,08:30,bls:sched2010
2010-10-15,opex,monthly options expiration,,16:00,computed
2010-10-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2010-11-02,election,US general election (midterm),,,computed
2010-11-03,fomc_decision,November 2-3 Meeting - 2010,,14:15,fed:fomchistorical2010
2010-11-05,nfp,Employment Situation release,October 2010,08:30,bls:sched2010
2010-11-16,ppi,Producer Price Index release,October 2010,08:30,bls:sched2010
2010-11-17,cpi,Consumer Price Index release,October 2010,08:30,bls:sched2010
2010-11-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2010-11-19,opex,monthly options expiration,,16:00,computed
2010-11-23,fomc_minutes,minutes of 2010-11-03 meeting,,14:00,fed:fomchistorical2010
2010-12-03,nfp,Employment Situation release,November 2010,08:30,bls:sched2010
2010-12-14,fomc_decision,December 14 Meeting - 2010,,14:15,fed:fomchistorical2010
2010-12-14,ppi,Producer Price Index release,November 2010,08:30,bls:sched2010
2010-12-15,cpi,Consumer Price Index release,November 2010,08:30,bls:sched2010
2010-12-17,opex,quad witching,,16:00,computed
2010-12-17,quad_witching,quad witching,,16:00,computed
2010-12-22,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2011-01-04,fomc_minutes,minutes of 2010-12-14 meeting,,14:00,fed:fomchistorical2010
2011-01-07,nfp,Employment Situation release,December 2010,08:30,bls:sched2011
2011-01-13,ppi,Producer Price Index release,December 2010,08:30,bls:sched2011
2011-01-14,cpi,Consumer Price Index release,December 2010,08:30,bls:sched2011
2011-01-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2011-01-21,opex,monthly options expiration,,16:00,computed
2011-01-26,fomc_decision,January 25-26 Meeting - 2011,,14:15,fed:fomchistorical2011
2011-02-04,nfp,Employment Situation release,January 2011,08:30,bls:sched2011
2011-02-16,fomc_minutes,minutes of 2011-01-26 meeting,,14:00,fed:fomchistorical2011
2011-02-16,ppi,Producer Price Index release,January 2011,08:30,bls:sched2011
2011-02-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2011-02-17,cpi,Consumer Price Index release,January 2011,08:30,bls:sched2011
2011-02-18,opex,monthly options expiration,,16:00,computed
2011-03-04,nfp,Employment Situation release,February 2011,08:30,bls:sched2011
2011-03-15,fomc_decision,March 15 Meeting - 2011,,14:15,fed:fomchistorical2011
2011-03-16,ppi,Producer Price Index release,February 2011,08:30,bls:sched2011
2011-03-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2011-03-17,cpi,Consumer Price Index release,February 2011,08:30,bls:sched2011
2011-03-18,opex,quad witching,,16:00,computed
2011-03-18,quad_witching,quad witching,,16:00,computed
2011-04-01,nfp,Employment Situation release,March 2011,08:30,bls:sched2011
2011-04-05,fomc_minutes,minutes of 2011-03-15 meeting,,14:00,fed:fomchistorical2011
2011-04-14,ppi,Producer Price Index release,March 2011,08:30,bls:sched2011
2011-04-15,cpi,Consumer Price Index release,March 2011,08:30,bls:sched2011
2011-04-15,opex,monthly options expiration,,16:00,computed
2011-04-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2011-04-27,fomc_decision,April 26-27 Meeting - 2011,,14:15,fed:fomchistorical2011
2011-05-06,nfp,Employment Situation release,April 2011,08:30,bls:sched2011
2011-05-12,ppi,Producer Price Index release,April 2011,08:30,bls:sched2011
2011-05-13,cpi,Consumer Price Index release,April 2011,08:30,bls:sched2011
2011-05-18,fomc_minutes,minutes of 2011-04-27 meeting,,14:00,fed:fomchistorical2011
2011-05-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2011-05-20,opex,monthly options expiration,,16:00,computed
2011-06-03,nfp,Employment Situation release,May 2011,08:30,bls:sched2011
2011-06-14,ppi,Producer Price Index release,May 2011,08:30,bls:sched2011
2011-06-15,cpi,Consumer Price Index release,May 2011,08:30,bls:sched2011
2011-06-15,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2011-06-17,opex,quad witching,,16:00,computed
2011-06-17,quad_witching,quad witching,,16:00,computed
2011-06-22,fomc_decision,June 21-22 Meeting - 2011,,14:15,fed:fomchistorical2011
2011-07-08,nfp,Employment Situation release,June 2011,08:30,bls:sched2011
2011-07-12,fomc_minutes,minutes of 2011-06-22 meeting,,14:00,fed:fomchistorical2011
2011-07-14,ppi,Producer Price Index release,June 2011,08:30,bls:sched2011
2011-07-15,cpi,Consumer Price Index release,June 2011,08:30,bls:sched2011
2011-07-15,opex,monthly options expiration,,16:00,computed
2011-07-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2011-08-05,nfp,Employment Situation release,July 2011,08:30,bls:sched2011
2011-08-09,fomc_decision,August 9 Meeting - 2011,,14:15,fed:fomchistorical2011
2011-08-17,ppi,Producer Price Index release,July 2011,08:30,bls:sched2011
2011-08-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2011-08-18,cpi,Consumer Price Index release,July 2011,08:30,bls:sched2011
2011-08-19,opex,monthly options expiration,,16:00,computed
2011-08-26,jackson_hole,"Jackson Hole symposium Aug 25-27, 2011",2011,10:00,manual:kcfed
2011-08-30,fomc_minutes,minutes of 2011-08-09 meeting,,14:00,fed:fomchistorical2011
2011-09-02,nfp,Employment Situation release,August 2011,08:30,bls:sched2011
2011-09-14,ppi,Producer Price Index release,August 2011,08:30,bls:sched2011
2011-09-15,cpi,Consumer Price Index release,August 2011,08:30,bls:sched2011
2011-09-16,opex,quad witching,,16:00,computed
2011-09-16,quad_witching,quad witching,,16:00,computed
2011-09-21,fomc_decision,September 20-21 Meeting - 2011,,14:15,fed:fomchistorical2011
2011-09-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2011-10-07,nfp,Employment Situation release,September 2011,08:30,bls:sched2011
2011-10-12,fomc_minutes,minutes of 2011-09-21 meeting,,14:00,fed:fomchistorical2011
2011-10-18,ppi,Producer Price Index release,September 2011,08:30,bls:sched2011
2011-10-19,cpi,Consumer Price Index release,September 2011,08:30,bls:sched2011
2011-10-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2011-10-21,opex,monthly options expiration,,16:00,computed
2011-11-02,fomc_decision,November 1-2 Meeting - 2011,,14:15,fed:fomchistorical2011
2011-11-04,nfp,Employment Situation release,October 2011,08:30,bls:sched2011
2011-11-15,ppi,Producer Price Index release,October 2011,08:30,bls:sched2011
2011-11-16,cpi,Consumer Price Index release,October 2011,08:30,bls:sched2011
2011-11-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2011-11-18,opex,monthly options expiration,,16:00,computed
2011-11-22,fomc_minutes,minutes of 2011-11-02 meeting,,14:00,fed:fomchistorical2011
2011-12-02,nfp,Employment Situation release,November 2011,08:30,bls:sched2011
2011-12-13,fomc_decision,December 13 Meeting - 2011,,14:15,fed:fomchistorical2011
2011-12-15,ppi,Producer Price Index release,November 2011,08:30,bls:sched2011
2011-12-16,cpi,Consumer Price Index release,November 2011,08:30,bls:sched2011
2011-12-16,opex,quad witching,,16:00,computed
2011-12-16,quad_witching,quad witching,,16:00,computed
2011-12-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2012-01-03,fomc_minutes,minutes of 2011-12-13 meeting,,14:00,fed:fomchistorical2011
2012-01-06,nfp,Employment Situation release,December 2011,08:30,bls:sched2012
2012-01-18,ppi,Producer Price Index release,December 2011,08:30,bls:sched2012
2012-01-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2012-01-19,cpi,Consumer Price Index release,December 2011,08:30,bls:sched2012
2012-01-20,opex,monthly options expiration,,16:00,computed
2012-01-25,fomc_decision,January 24-25 Meeting - 2012,,14:15,fed:fomchistorical2012
2012-02-03,nfp,Employment Situation release,January 2012,08:30,bls:sched2012
2012-02-15,fomc_minutes,minutes of 2012-01-25 meeting,,14:00,fed:fomchistorical2012
2012-02-15,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2012-02-16,ppi,Producer Price Index release,January 2012,08:30,bls:sched2012
2012-02-17,cpi,Consumer Price Index release,January 2012,08:30,bls:sched2012
2012-02-17,opex,monthly options expiration,,16:00,computed
2012-03-09,nfp,Employment Situation release,February 2012,08:30,bls:sched2012
2012-03-13,fomc_decision,March 13 Meeting - 2012,,14:15,fed:fomchistorical2012
2012-03-15,ppi,Producer Price Index release,February 2012,08:30,bls:sched2012
2012-03-16,cpi,Consumer Price Index release,February 2012,08:30,bls:sched2012
2012-03-16,opex,quad witching,,16:00,computed
2012-03-16,quad_witching,quad witching,,16:00,computed
2012-03-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2012-04-03,fomc_minutes,minutes of 2012-03-13 meeting,,14:00,fed:fomchistorical2012
2012-04-06,nfp,Employment Situation release,March 2012,08:30,bls:sched2012
2012-04-12,ppi,Producer Price Index release,March 2012,08:30,bls:sched2012
2012-04-13,cpi,Consumer Price Index release,March 2012,08:30,bls:sched2012
2012-04-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2012-04-20,opex,monthly options expiration,,16:00,computed
2012-04-25,fomc_decision,April 24-25 Meeting - 2012,,14:15,fed:fomchistorical2012
2012-05-04,nfp,Employment Situation release,April 2012,08:30,bls:sched2012
2012-05-11,ppi,Producer Price Index release,April 2012,08:30,bls:sched2012
2012-05-15,cpi,Consumer Price Index release,April 2012,08:30,bls:sched2012
2012-05-16,fomc_minutes,minutes of 2012-04-25 meeting,,14:00,fed:fomchistorical2012
2012-05-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2012-05-18,opex,monthly options expiration,,16:00,computed
2012-06-01,nfp,Employment Situation release,May 2012,08:30,bls:sched2012
2012-06-13,ppi,Producer Price Index release,May 2012,08:30,bls:sched2012
2012-06-14,cpi,Consumer Price Index release,May 2012,08:30,bls:sched2012
2012-06-15,opex,quad witching,,16:00,computed
2012-06-15,quad_witching,quad witching,,16:00,computed
2012-06-20,fomc_decision,June 19-20 Meeting - 2012,,14:15,fed:fomchistorical2012
2012-06-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2012-07-06,nfp,Employment Situation release,June 2012,08:30,bls:sched2012
2012-07-11,fomc_minutes,minutes of 2012-06-20 meeting,,14:00,fed:fomchistorical2012
2012-07-13,ppi,Producer Price Index release,June 2012,08:30,bls:sched2012
2012-07-17,cpi,Consumer Price Index release,June 2012,08:30,bls:sched2012
2012-07-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2012-07-20,opex,monthly options expiration,,16:00,computed
2012-08-01,fomc_decision,July 31-August 1  Meeting - 2012,,14:15,fed:fomchistorical2012
2012-08-03,nfp,Employment Situation release,July 2012,08:30,bls:sched2012
2012-08-14,ppi,Producer Price Index release,July 2012,08:30,bls:sched2012
2012-08-15,cpi,Consumer Price Index release,July 2012,08:30,bls:sched2012
2012-08-17,opex,monthly options expiration,,16:00,computed
2012-08-22,fomc_minutes,minutes of 2012-08-01 meeting,,14:00,fed:fomchistorical2012
2012-08-22,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2012-08-31,jackson_hole,"Jackson Hole symposium Aug 30 - Sep 1, 2012",2012,10:00,manual:kcfed
2012-09-07,nfp,Employment Situation release,August 2012,08:30,bls:sched2012
2012-09-13,fomc_decision,September 12-13 Meeting - 2012,,14:15,fed:fomchistorical2012
2012-09-13,ppi,Producer Price Index release,August 2012,08:30,bls:sched2012
2012-09-14,cpi,Consumer Price Index release,August 2012,08:30,bls:sched2012
2012-09-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2012-09-21,opex,quad witching,,16:00,computed
2012-09-21,quad_witching,quad witching,,16:00,computed
2012-10-04,fomc_minutes,minutes of 2012-09-13 meeting,,14:00,fed:fomchistorical2012
2012-10-05,nfp,Employment Situation release,September 2012,08:30,bls:sched2012
2012-10-12,ppi,Producer Price Index release,September 2012,08:30,bls:sched2012
2012-10-16,cpi,Consumer Price Index release,September 2012,08:30,bls:sched2012
2012-10-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2012-10-19,opex,monthly options expiration,,16:00,computed
2012-10-24,fomc_decision,October 23-24 Meeting - 2012,,14:15,fed:fomchistorical2012
2012-11-02,nfp,Employment Situation release,October 2012,08:30,bls:sched2012
2012-11-06,election,US general election (presidential),,,computed
2012-11-14,fomc_minutes,minutes of 2012-10-24 meeting,,14:00,fed:fomchistorical2012
2012-11-14,ppi,Producer Price Index release,October 2012,08:30,bls:sched2012
2012-11-15,cpi,Consumer Price Index release,October 2012,08:30,bls:sched2012
2012-11-16,opex,monthly options expiration,,16:00,computed
2012-11-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2012-12-07,nfp,Employment Situation release,November 2012,08:30,bls:sched2012
2012-12-12,fomc_decision,December 11-12 Meeting - 2012,,14:15,fed:fomchistorical2012
2012-12-13,ppi,Producer Price Index release,November 2012,08:30,bls:sched2012
2012-12-14,cpi,Consumer Price Index release,November 2012,08:30,bls:sched2012
2012-12-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2012-12-21,opex,quad witching,,16:00,computed
2012-12-21,quad_witching,quad witching,,16:00,computed
2013-01-03,fomc_minutes,minutes of 2012-12-12 meeting,,14:00,fed:fomchistorical2012
2013-01-04,nfp,Employment Situation release,December 2012,08:30,bls:sched2013
2013-01-15,ppi,Producer Price Index release,December 2012,08:30,bls:sched2013
2013-01-16,cpi,Consumer Price Index release,December 2012,08:30,bls:sched2013
2013-01-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2013-01-18,opex,monthly options expiration,,16:00,computed
2013-01-30,fomc_decision,January 29-30 Meeting - 2013,,14:00,fed:fomchistorical2013
2013-02-01,nfp,Employment Situation release,January 2013,08:30,bls:sched2013
2013-02-13,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2013-02-15,opex,monthly options expiration,,16:00,computed
2013-02-20,fomc_minutes,minutes of 2013-01-30 meeting,,14:00,fed:fomchistorical2013
2013-02-20,ppi,Producer Price Index release,January 2013,08:30,bls:sched2013
2013-02-21,cpi,Consumer Price Index release,January 2013,08:30,bls:sched2013
2013-03-08,nfp,Employment Situation release,February 2013,08:30,bls:sched2013
2013-03-14,ppi,Producer Price Index release,February 2013,08:30,bls:sched2013
2013-03-15,cpi,Consumer Price Index release,February 2013,08:30,bls:sched2013
2013-03-15,opex,quad witching,,16:00,computed
2013-03-15,quad_witching,quad witching,,16:00,computed
2013-03-20,fomc_decision,March 19-20 Meeting - 2013,,14:00,fed:fomchistorical2013
2013-03-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2013-04-05,nfp,Employment Situation release,March 2013,08:30,bls:sched2013
2013-04-10,fomc_minutes,minutes of 2013-03-20 meeting,,14:00,fed:fomchistorical2013
2013-04-12,ppi,Producer Price Index release,March 2013,08:30,bls:sched2013
2013-04-16,cpi,Consumer Price Index release,March 2013,08:30,bls:sched2013
2013-04-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2013-04-19,opex,monthly options expiration,,16:00,computed
2013-05-01,fomc_decision,April/May 30-1 Meeting - 2013,,14:00,fed:fomchistorical2013
2013-05-03,nfp,Employment Situation release,April 2013,08:30,bls:sched2013
2013-05-15,ppi,Producer Price Index release,April 2013,08:30,bls:sched2013
2013-05-16,cpi,Consumer Price Index release,April 2013,08:30,bls:sched2013
2013-05-17,opex,monthly options expiration,,16:00,computed
2013-05-22,fomc_minutes,minutes of 2013-05-01 meeting,,14:00,fed:fomchistorical2013
2013-05-22,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2013-06-07,nfp,Employment Situation release,May 2013,08:30,bls:sched2013
2013-06-14,ppi,Producer Price Index release,May 2013,08:30,bls:sched2013
2013-06-18,cpi,Consumer Price Index release,May 2013,08:30,bls:sched2013
2013-06-19,fomc_decision,June 18-19 Meeting - 2013,,14:00,fed:fomchistorical2013
2013-06-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2013-06-21,opex,quad witching,,16:00,computed
2013-06-21,quad_witching,quad witching,,16:00,computed
2013-07-05,nfp,Employment Situation release,June 2013,08:30,bls:sched2013
2013-07-10,fomc_minutes,minutes of 2013-06-19 meeting,,14:00,fed:fomchistorical2013
2013-07-12,ppi,Producer Price Index release,June 2013,08:30,bls:sched2013
2013-07-16,cpi,Consumer Price Index release,June 2013,08:30,bls:sched2013
2013-07-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2013-07-19,opex,monthly options expiration,,16:00,computed
2013-07-31,fomc_decision,July 30-31 Meeting - 2013,,14:00,fed:fomchistorical2013
2013-08-02,nfp,Employment Situation release,July 2013,08:30,bls:sched2013
2013-08-14,ppi,Producer Price Index release,July 2013,08:30,bls:sched2013
2013-08-15,cpi,Consumer Price Index release,July 2013,08:30,bls:sched2013
2013-08-16,opex,monthly options expiration,,16:00,computed
2013-08-21,fomc_minutes,minutes of 2013-07-31 meeting,,14:00,fed:fomchistorical2013
2013-08-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2013-08-23,jackson_hole,"Jackson Hole symposium Aug 22-24 (no chair speech), 2013",2013,10:00,manual:kcfed
2013-09-06,nfp,Employment Situation release,August 2013,08:30,bls:sched2013
