ticker,event,era,td,mean_bps,t,N,hit
SPY,fomc_decision,2000-2012,-5,-9.9,-0.76,104,0.442
SPY,fomc_decision,2000-2012,-4,12.0,1.16,104,0.558
SPY,fomc_decision,2000-2012,-3,-6.9,-0.48,104,0.538
SPY,fomc_decision,2000-2012,-2,-1.2,-0.11,104,0.558
SPY,fomc_decision,2000-2012,-1,3.1,0.18,104,0.538
SPY,fomc_decision,2000-2012,0,39.1,2.98,104,0.625
SPY,fomc_decision,2000-2012,1,-8.8,-0.58,104,0.538
SPY,fomc_decision,2000-2012,2,-0.8,-0.08,104,0.519
SPY,fomc_decision,2000-2012,3,18.1,1.29,104,0.51
SPY,fomc_decision,2000-2012,4,5.4,0.48,104,0.548
SPY,fomc_decision,2000-2012,5,-14.6,-1.16,104,0.471
SPY,fomc_decision,2013-2019,-5,7.6,0.97,56,0.607
SPY,fomc_decision,2013-2019,-4,17.1,2.26,56,0.643
SPY,fomc_decision,2013-2019,-3,-1.5,-0.14,56,0.482
SPY,fomc_decision,2013-2019,-2,-9.0,-1.1,56,0.446
SPY,fomc_decision,2013-2019,-1,20.5,2.59,56,0.643
SPY,fomc_decision,2013-2019,0,3.1,0.3,56,0.5
SPY,fomc_decision,2013-2019,1,-5.2,-0.42,56,0.5
SPY,fomc_decision,2013-2019,2,-4.5,-0.37,56,0.518
SPY,fomc_decision,2013-2019,3,-5.8,-0.39,56,0.482
SPY,fomc_decision,2013-2019,4,1.3,0.09,56,0.464
SPY,fomc_decision,2013-2019,5,9.4,1.35,56,0.571
SPY,fomc_decision,2020+,-5,18.1,1.34,52,0.596
SPY,fomc_decision,2020+,-4,3.6,0.26,52,0.519
SPY,fomc_decision,2020+,-3,1.0,0.06,52,0.519
SPY,fomc_decision,2020+,-2,24.8,1.82,52,0.75
SPY,fomc_decision,2020+,-1,5.8,0.47,52,0.442
SPY,fomc_decision,2020+,0,11.6,0.64,52,0.481
SPY,fomc_decision,2020+,1,-11.9,-0.6,52,0.519
SPY,fomc_decision,2020+,2,-6.4,-0.42,52,0.481
SPY,fomc_decision,2020+,3,22.3,1.41,52,0.596
SPY,fomc_decision,2020+,4,21.9,1.91,52,0.596
SPY,fomc_decision,2020+,5,-2.9,-0.22,52,0.558
SPY,fomc_decision,full,-5,1.6,0.21,212,0.524
SPY,fomc_decision,full,-4,11.3,1.77,212,0.571
SPY,fomc_decision,full,-3,-3.5,-0.42,212,0.519
SPY,fomc_decision,full,-2,3.2,0.5,212,0.575
SPY,fomc_decision,full,-1,8.3,0.9,212,0.542
SPY,fomc_decision,full,0,22.8,2.74,212,0.557
SPY,fomc_decision,full,1,-8.6,-0.91,212,0.524
SPY,fomc_decision,full,2,-3.2,-0.44,212,0.509
SPY,fomc_decision,full,3,12.8,1.46,212,0.524
SPY,fomc_decision,full,4,8.4,1.16,212,0.538
SPY,fomc_decision,full,5,-5.4,-0.75,212,0.519
SPY,fomc_minutes,2000-2012,-5,21.4,1.44,104,0.558
SPY,fomc_minutes,2000-2012,-4,11.0,0.99,104,0.596
SPY,fomc_minutes,2000-2012,-3,-13.5,-1.24,104,0.481
SPY,fomc_minutes,2000-2012,-2,19.9,1.81,104,0.596
SPY,fomc_minutes,2000-2012,-1,-7.0,-0.53,103,0.505
SPY,fomc_minutes,2000-2012,0,-3.8,-0.31,103,0.534
SPY,fomc_minutes,2000-2012,1,-11.2,-0.77,103,0.515
SPY,fomc_minutes,2000-2012,2,-2.6,-0.19,103,0.524
SPY,fomc_minutes,2000-2012,3,3.6,0.25,103,0.553
SPY,fomc_minutes,2000-2012,4,4.3,0.24,103,0.534
SPY,fomc_minutes,2000-2012,5,15.3,1.25,103,0.573
SPY,fomc_minutes,2013-2019,-5,-6.1,-0.5,56,0.589
SPY,fomc_minutes,2013-2019,-4,4.3,0.38,56,0.643
SPY,fomc_minutes,2013-2019,-3,21.2,1.75,56,0.536
SPY,fomc_minutes,2013-2019,-2,13.6,1.48,56,0.607
SPY,fomc_minutes,2013-2019,-1,15.1,1.29,56,0.589
SPY,fomc_minutes,2013-2019,0,17.3,1.85,56,0.643
SPY,fomc_minutes,2013-2019,1,-5.0,-0.42,56,0.536
SPY,fomc_minutes,2013-2019,2,11.7,1.09,56,0.607
SPY,fomc_minutes,2013-2019,3,-14.6,-1.07,56,0.518
SPY,fomc_minutes,2013-2019,4,9.7,1.06,56,0.518
SPY,fomc_minutes,2013-2019,5,13.5,0.99,56,0.589
SPY,fomc_minutes,2020+,-5,1.0,0.06,51,0.569
SPY,fomc_minutes,2020+,-4,-7.0,-0.48,51,0.549
SPY,fomc_minutes,2020+,-3,-6.4,-0.36,51,0.588
SPY,fomc_minutes,2020+,-2,25.1,2.24,51,0.608
SPY,fomc_minutes,2020+,-1,-9.5,-0.81,52,0.442
SPY,fomc_minutes,2020+,0,30.2,1.34,52,0.577
SPY,fomc_minutes,2020+,1,1.5,0.09,52,0.519
SPY,fomc_minutes,2020+,2,13.0,0.9,52,0.577
SPY,fomc_minutes,2020+,3,7.2,0.48,52,0.596
SPY,fomc_minutes,2020+,4,11.2,0.88,52,0.558
SPY,fomc_minutes,2020+,5,17.3,1.64,52,0.558
SPY,fomc_minutes,full,-5,9.2,1.02,211,0.569
SPY,fomc_minutes,full,-4,4.9,0.69,211,0.597
SPY,fomc_minutes,full,-3,-2.6,-0.34,211,0.521
SPY,fomc_minutes,full,-2,19.5,2.99,211,0.602
SPY,fomc_minutes,full,-1,-1.8,-0.23,211,0.512
SPY,fomc_minutes,full,0,10.2,1.19,211,0.573
SPY,fomc_minutes,full,1,-6.4,-0.73,211,0.521
SPY,fomc_minutes,full,2,5.1,0.63,211,0.559
SPY,fomc_minutes,full,3,-0.4,-0.04,211,0.555
SPY,fomc_minutes,full,4,7.4,0.78,211,0.536
SPY,fomc_minutes,full,5,15.3,2.07,211,0.573
SPY,cpi,2000-2012,-5,-9.7,-0.86,155,0.497
SPY,cpi,2000-2012,-4,5.3,0.54,155,0.6
SPY,cpi,2000-2012,-3,8.1,0.58,155,0.516
SPY,cpi,2000-2012,-2,3.7,0.41,155,0.548
SPY,cpi,2000-2012,-1,-8.5,-0.69,155,0.523
SPY,cpi,2000-2012,0,-0.6,-0.05,156,0.564
SPY,cpi,2000-2012,1,-9.6,-0.81,155,0.542
SPY,cpi,2000-2012,2,18.0,1.63,155,0.529
SPY,cpi,2000-2012,3,0.8,0.06,155,0.484
SPY,cpi,2000-2012,4,-13.2,-1.39,155,0.516
SPY,cpi,2000-2012,5,5.5,0.62,155,0.574
SPY,cpi,2013-2019,-5,11.6,1.2,84,0.619
SPY,cpi,2013-2019,-4,9.3,1.09,84,0.643
SPY,cpi,2013-2019,-3,3.1,0.33,84,0.524
SPY,cpi,2013-2019,-2,6.0,0.8,84,0.536
SPY,cpi,2013-2019,-1,9.9,1.14,84,0.548
SPY,cpi,2013-2019,0,14.0,1.79,84,0.583
SPY,cpi,2013-2019,1,14.2,1.48,84,0.571
SPY,cpi,2013-2019,2,2.2,0.26,84,0.583
SPY,cpi,2013-2019,3,6.7,0.74,84,0.643
SPY,cpi,2013-2019,4,-0.9,-0.12,84,0.536
SPY,cpi,2013-2019,5,10.3,1.23,84,0.548
SPY,cpi,2020+,-5,-11.2,-0.77,78,0.436
SPY,cpi,2020+,-4,11.5,0.7,78,0.551
SPY,cpi,2020+,-3,7.6,0.67,78,0.564
SPY,cpi,2020+,-2,4.3,0.29,78,0.615
SPY,cpi,2020+,-1,31.1,1.7,78,0.577
SPY,cpi,2020+,0,-2.9,-0.17,78,0.513
SPY,cpi,2020+,1,-2.2,-0.12,78,0.603
SPY,cpi,2020+,2,30.8,2.03,78,0.603
SPY,cpi,2020+,3,-3.4,-0.2,78,0.564
SPY,cpi,2020+,4,0.4,0.03,78,0.487
SPY,cpi,2020+,5,-25.7,-2.07,78,0.423
SPY,cpi,full,-5,-4.4,-0.63,317,0.514
SPY,cpi,full,-4,7.9,1.19,317,0.599
SPY,cpi,full,-3,6.6,0.86,317,0.53
SPY,cpi,full,-2,4.4,0.74,317,0.562
SPY,cpi,full,-1,6.1,0.78,317,0.543
SPY,cpi,full,0,2.7,0.38,318,0.557
SPY,cpi,full,1,-1.5,-0.19,317,0.565
SPY,cpi,full,2,17.0,2.44,317,0.562
SPY,cpi,full,3,1.3,0.18,317,0.546
SPY,cpi,full,4,-6.6,-1.07,317,0.514
SPY,cpi,full,5,-0.9,-0.16,317,0.53
SPY,nfp,2000-2012,-5,3.4,0.36,154,0.5
SPY,nfp,2000-2012,-4,5.1,0.41,154,0.565
SPY,nfp,2000-2012,-3,10.6,0.97,154,0.532
SPY,nfp,2000-2012,-2,20.9,2.27,153,0.588
SPY,nfp,2000-2012,-1,-6.0,-0.52,155,0.542
SPY,nfp,2000-2012,0,-1.4,-0.13,156,0.526
SPY,nfp,2000-2012,1,-16.3,-1.5,154,0.506
SPY,nfp,2000-2012,2,-1.7,-0.14,154,0.5
SPY,nfp,2000-2012,3,-23.7,-2.37,154,0.494
SPY,nfp,2000-2012,4,7.2,0.6,154,0.571
SPY,nfp,2000-2012,5,-4.8,-0.49,154,0.552
SPY,nfp,2013-2019,-5,7.3,0.99,83,0.518
SPY,nfp,2013-2019,-4,-8.0,-1.01,83,0.458
SPY,nfp,2013-2019,-3,4.1,0.45,83,0.506
SPY,nfp,2013-2019,-2,7.7,0.86,84,0.595
SPY,nfp,2013-2019,-1,6.1,0.76,84,0.619
SPY,nfp,2013-2019,0,26.0,2.55,84,0.667
SPY,nfp,2013-2019,1,1.5,0.16,84,0.56
SPY,nfp,2013-2019,2,-1.0,-0.13,84,0.488
SPY,nfp,2013-2019,3,10.5,1.21,84,0.631
SPY,nfp,2013-2019,4,-1.7,-0.17,84,0.524
SPY,nfp,2013-2019,5,6.0,0.71,84,0.583
SPY,nfp,2020+,-5,7.6,0.53,78,0.59
SPY,nfp,2020+,-4,30.1,2.47,78,0.615
SPY,nfp,2020+,-3,5.9,0.48,78,0.526
SPY,nfp,2020+,-2,21.7,1.57,78,0.615
SPY,nfp,2020+,-1,-6.1,-0.42,78,0.487
SPY,nfp,2020+,0,-4.0,-0.28,78,0.513
SPY,nfp,2020+,1,-9.6,-0.55,78,0.513
SPY,nfp,2020+,2,17.1,1.47,78,0.564
SPY,nfp,2020+,3,27.4,1.45,78,0.59
SPY,nfp,2020+,4,3.8,0.19,78,0.577
SPY,nfp,2020+,5,32.1,2.13,78,0.654
SPY,nfp,full,-5,5.5,0.89,315,0.527
SPY,nfp,full,-4,7.9,1.1,315,0.549
SPY,nfp,full,-3,7.7,1.17,315,0.524
SPY,nfp,full,-2,17.6,2.88,315,0.597
SPY,nfp,full,-1,-2.8,-0.4,317,0.549
SPY,nfp,full,0,5.2,0.76,318,0.56
SPY,nfp,full,1,-9.9,-1.36,316,0.522
SPY,nfp,full,2,3.1,0.47,316,0.513
SPY,nfp,full,3,-2.0,-0.28,316,0.554
SPY,nfp,full,4,4.0,0.5,316,0.56
SPY,nfp,full,5,7.2,1.11,316,0.585
SPY,ppi,2000-2012,-5,2.7,0.25,155,0.535
SPY,ppi,2000-2012,-4,-16.7,-1.48,155,0.51
SPY,ppi,2000-2012,-3,5.3,0.51,155,0.581
SPY,ppi,2000-2012,-2,-1.6,-0.12,155,0.471
SPY,ppi,2000-2012,-1,-3.1,-0.33,155,0.51
SPY,ppi,2000-2012,0,4.7,0.39,156,0.545
SPY,ppi,2000-2012,1,-9.2,-0.79,155,0.542
SPY,ppi,2000-2012,2,4.7,0.4,155,0.574
SPY,ppi,2000-2012,3,12.3,1.07,155,0.542
SPY,ppi,2000-2012,4,4.1,0.36,155,0.497
SPY,ppi,2000-2012,5,-3.9,-0.41,155,0.529
SPY,ppi,2013-2019,-5,14.7,1.53,84,0.595
SPY,ppi,2013-2019,-4,0.2,0.02,84,0.595
SPY,ppi,2013-2019,-3,16.2,2.14,84,0.643
SPY,ppi,2013-2019,-2,2.3,0.24,84,0.548
SPY,ppi,2013-2019,-1,17.2,2.45,84,0.607
SPY,ppi,2013-2019,0,-9.0,-1.0,84,0.476
SPY,ppi,2013-2019,1,12.3,1.53,84,0.595
SPY,ppi,2013-2019,2,16.4,2.37,84,0.56
SPY,ppi,2013-2019,3,10.2,1.15,84,0.595
SPY,ppi,2013-2019,4,12.2,1.32,84,0.643
SPY,ppi,2013-2019,5,-2.1,-0.26,84,0.536
SPY,ppi,2020+,-5,11.3,0.85,78,0.59
SPY,ppi,2020+,-4,5.1,0.4,78,0.513
SPY,ppi,2020+,-3,4.7,0.24,78,0.551
SPY,ppi,2020+,-2,24.8,1.41,78,0.641
SPY,ppi,2020+,-1,-15.8,-1.06,78,0.487
SPY,ppi,2020+,0,-1.6,-0.09,78,0.577
SPY,ppi,2020+,1,43.8,2.92,78,0.615
SPY,ppi,2020+,2,-20.1,-1.12,78,0.474
SPY,ppi,2020+,3,14.6,1.01,78,0.564
SPY,ppi,2020+,4,-22.1,-1.65,78,0.436
SPY,ppi,2020+,5,-3.2,-0.29,78,0.526
SPY,ppi,full,-5,8.0,1.19,317,0.565
SPY,ppi,full,-4,-6.9,-1.0,317,0.533
SPY,ppi,full,-3,8.0,1.11,317,0.59
SPY,ppi,full,-2,5.9,0.71,317,0.533
SPY,ppi,full,-1,-0.9,-0.14,317,0.53
SPY,ppi,full,0,-0.5,-0.06,318,0.535
SPY,ppi,full,1,9.5,1.33,317,0.574
SPY,ppi,full,2,1.7,0.22,317,0.546
SPY,ppi,full,3,12.3,1.75,317,0.562
SPY,ppi,full,4,-0.2,-0.03,317,0.521
SPY,ppi,full,5,-3.2,-0.56,317,0.53
SPY,opex,2000-2012,-5,4.9,0.52,156,0.583
SPY,opex,2000-2012,-4,3.0,0.22,156,0.538
SPY,opex,2000-2012,-3,24.8,2.4,156,0.564
SPY,opex,2000-2012,-2,-7.5,-0.61,156,0.513
SPY,opex,2000-2012,-1,-7.1,-0.64,156,0.558
SPY,opex,2000-2012,0,-8.0,-0.89,156,0.545
SPY,opex,2000-2012,1,-4.8,-0.38,156,0.468
SPY,opex,2000-2012,2,1.9,0.2,156,0.526
SPY,opex,2000-2012,3,-6.2,-0.64,156,0.551
SPY,opex,2000-2012,4,10.0,1.08,156,0.564
SPY,opex,2000-2012,5,1.2,0.11,156,0.532
SPY,opex,2013-2019,-5,0.4,0.05,84,0.56
SPY,opex,2013-2019,-4,7.8,0.87,84,0.595
SPY,opex,2013-2019,-3,25.5,3.61,84,0.619
SPY,opex,2013-2019,-2,8.1,0.88,84,0.619
SPY,opex,2013-2019,-1,9.0,1.01,84,0.536
SPY,opex,2013-2019,0,2.0,0.25,84,0.524
SPY,opex,2013-2019,1,5.0,0.58,84,0.619
SPY,opex,2013-2019,2,4.7,0.5,84,0.548
SPY,opex,2013-2019,3,6.1,0.75,84,0.512
SPY,opex,2013-2019,4,12.8,1.52,84,0.512
SPY,opex,2013-2019,5,-10.6,-1.2,84,0.488
SPY,opex,2020+,-5,17.5,1.05,79,0.582
SPY,opex,2020+,-4,8.4,0.48,79,0.671
SPY,opex,2020+,-3,16.7,1.22,79,0.494
SPY,opex,2020+,-2,-20.0,-1.56,79,0.506
SPY,opex,2020+,-1,-6.9,-0.64,79,0.456
SPY,opex,2020+,0,-14.9,-1.28,79,0.418
SPY,opex,2020+,1,4.3,0.33,79,0.57
SPY,opex,2020+,2,27.2,1.71,79,0.57
SPY,opex,2020+,3,11.6,1.06,79,0.633
SPY,opex,2020+,4,-1.5,-0.1,79,0.519
SPY,opex,2020+,5,12.5,0.95,79,0.582
SPY,opex,full,-5,6.8,1.03,319,0.577
SPY,opex,full,-4,5.6,0.67,319,0.586
SPY,opex,full,-3,23.0,3.61,319,0.561
SPY,opex,full,-2,-6.5,-0.89,319,0.539
SPY,opex,full,-1,-2.8,-0.43,319,0.527
SPY,opex,full,0,-7.1,-1.24,319,0.508
SPY,opex,full,1,0.0,0.01,319,0.533
SPY,opex,full,2,8.9,1.36,319,0.542
SPY,opex,full,3,1.4,0.24,319,0.561
SPY,opex,full,4,7.9,1.27,319,0.539
SPY,opex,full,5,0.9,0.13,319,0.533
SPY,quad_witching,2000-2012,-5,10.2,0.8,52,0.673
SPY,quad_witching,2000-2012,-4,-19.4,-0.86,52,0.538
SPY,quad_witching,2000-2012,-3,33.8,1.87,52,0.558
SPY,quad_witching,2000-2012,-2,-11.2,-0.6,52,0.481
SPY,quad_witching,2000-2012,-1,3.0,0.16,52,0.596
SPY,quad_witching,2000-2012,0,-0.7,-0.05,52,0.596
SPY,quad_witching,2000-2012,1,7.1,0.33,52,0.442
SPY,quad_witching,2000-2012,2,-7.7,-0.51,52,0.558
SPY,quad_witching,2000-2012,3,-18.3,-1.32,52,0.5
SPY,quad_witching,2000-2012,4,-6.3,-0.38,52,0.481
SPY,quad_witching,2000-2012,5,2.7,0.17,52,0.481
SPY,quad_witching,2013-2019,-5,-20.1,-1.12,28,0.429
SPY,quad_witching,2013-2019,-4,17.2,1.22,28,0.571
SPY,quad_witching,2013-2019,-3,18.9,1.65,28,0.643
SPY,quad_witching,2013-2019,-2,23.9,1.53,28,0.643
SPY,quad_witching,2013-2019,-1,8.7,0.5,28,0.5
SPY,quad_witching,2013-2019,0,-15.5,-1.16,28,0.429
SPY,quad_witching,2013-2019,1,-8.6,-0.61,28,0.5
SPY,quad_witching,2013-2019,2,2.3,0.11,28,0.5
SPY,quad_witching,2013-2019,3,9.7,0.82,28,0.5
SPY,quad_witching,2013-2019,4,-9.8,-0.71,28,0.321
SPY,quad_witching,2013-2019,5,-21.3,-1.2,28,0.5
SPY,quad_witching,2020+,-5,28.9,0.75,26,0.577
SPY,quad_witching,2020+,-4,-22.2,-0.47,26,0.654
SPY,quad_witching,2020+,-3,33.8,1.07,26,0.538
SPY,quad_witching,2020+,-2,-23.0,-0.8,26,0.462
SPY,quad_witching,2020+,-1,-4.4,-0.19,26,0.462
SPY,quad_witching,2020+,0,-53.3,-2.55,26,0.231
SPY,quad_witching,2020+,1,16.1,0.72,26,0.615
SPY,quad_witching,2020+,2,62.3,1.71,26,0.615
SPY,quad_witching,2020+,3,-22.0,-0.99,26,0.538
SPY,quad_witching,2020+,4,35.2,1.16,26,0.615
SPY,quad_witching,2020+,5,-12.8,-0.53,26,0.5
SPY,quad_witching,full,-5,6.8,0.56,106,0.585
SPY,quad_witching,full,-4,-10.4,-0.63,106,0.575
SPY,quad_witching,full,-3,29.9,2.47,106,0.575
SPY,quad_witching,full,-2,-4.8,-0.39,106,0.519
SPY,quad_witching,full,-1,2.7,0.24,106,0.538
SPY,quad_witching,full,0,-17.5,-1.76,106,0.462
SPY,quad_witching,full,1,5.1,0.42,106,0.5
SPY,quad_witching,full,2,12.1,0.93,106,0.557
SPY,quad_witching,full,3,-11.8,-1.28,106,0.509
SPY,quad_witching,full,4,2.9,0.25,106,0.472
SPY,quad_witching,full,5,-7.5,-0.69,106,0.491
SPY,jackson_hole,2000-2012,-5,-2.8,-0.09,13,0.538
SPY,jackson_hole,2000-2012,-4,-37.8,-1.62,13,0.385
SPY,jackson_hole,2000-2012,-3,-26.5,-0.7,13,0.308
SPY,jackson_hole,2000-2012,-2,15.7,0.53,13,0.692
SPY,jackson_hole,2000-2012,-1,-20.4,-0.89,13,0.462
SPY,jackson_hole,2000-2012,0,66.2,2.98,13,0.769
SPY,jackson_hole,2000-2012,1,-15.7,-0.34,13,0.462
SPY,jackson_hole,2000-2012,2,16.6,1.1,13,0.692
SPY,jackson_hole,2000-2012,3,29.7,0.77,13,0.769
SPY,jackson_hole,2000-2012,4,12.7,0.42,13,0.538
SPY,jackson_hole,2000-2012,5,-1.7,-0.06,13,0.462
SPY,jackson_hole,2013-2019,-5,-26.2,-0.51,7,0.286
SPY,jackson_hole,2013-2019,-4,-36.0,-0.53,7,0.571
SPY,jackson_hole,2013-2019,-3,7.9,0.27,7,0.714
SPY,jackson_hole,2013-2019,-2,48.2,0.82,7,0.429
SPY,jackson_hole,2013-2019,-1,45.9,1.25,7,0.429
SPY,jackson_hole,2013-2019,0,-24.8,-0.62,7,0.571
SPY,jackson_hole,2013-2019,1,24.6,0.97,7,0.714
SPY,jackson_hole,2013-2019,2,-70.3,-1.59,7,0.429
SPY,jackson_hole,2013-2019,3,52.1,1.97,7,0.714
SPY,jackson_hole,2013-2019,4,23.6,1.14,7,0.714
SPY,jackson_hole,2013-2019,5,-14.2,-0.58,7,0.571
SPY,jackson_hole,2020+,-5,-3.3,-0.11,6,0.667
SPY,jackson_hole,2020+,-4,12.3,0.26,6,0.667
SPY,jackson_hole,2020+,-3,-0.8,-0.03,6,0.333
SPY,jackson_hole,2020+,-2,34.5,1.91,6,0.833
SPY,jackson_hole,2020+,-1,-12.5,-0.28,6,0.333
SPY,jackson_hole,2020+,0,17.2,0.23,6,0.833
SPY,jackson_hole,2020+,1,6.3,0.27,6,0.5
SPY,jackson_hole,2020+,2,6.6,0.19,6,0.5
SPY,jackson_hole,2020+,3,4.9,0.19,6,0.667
SPY,jackson_hole,2020+,4,38.1,1.67,6,0.833
SPY,jackson_hole,2020+,5,-66.3,-1.06,6,0.333
SPY,jackson_hole,full,-5,-9.2,-0.43,26,0.5
SPY,jackson_hole,full,-4,-25.8,-1.1,26,0.5
SPY,jackson_hole,full,-3,-11.3,-0.54,26,0.423
SPY,jackson_hole,full,-2,28.8,1.34,26,0.654
SPY,jackson_hole,full,-1,-0.7,-0.04,26,0.423
SPY,jackson_hole,full,0,30.4,1.32,26,0.731
SPY,jackson_hole,full,1,0.2,0.01,26,0.538
SPY,jackson_hole,full,2,-9.1,-0.53,26,0.577
SPY,jackson_hole,full,3,30.0,1.43,26,0.731
SPY,jackson_hole,full,4,21.5,1.3,26,0.654
SPY,jackson_hole,full,5,-20.0,-0.95,26,0.462
QQQ,fomc_decision,2000-2012,-5,-14.7,-0.75,104,0.452
QQQ,fomc_decision,2000-2012,-4,-23.2,-1.37,104,0.462
QQQ,fomc_decision,2000-2012,-3,-17.9,-0.9,104,0.481
QQQ,fomc_decision,2000-2012,-2,-1.8,-0.13,104,0.606
QQQ,fomc_decision,2000-2012,-1,3.6,0.18,104,0.529
QQQ,fomc_decision,2000-2012,0,39.4,2.06,104,0.635
QQQ,fomc_decision,2000-2012,1,7.2,0.3,104,0.5
QQQ,fomc_decision,2000-2012,2,4.2,0.27,104,0.548
QQQ,fomc_decision,2000-2012,3,6.4,0.35,104,0.5
QQQ,fomc_decision,2000-2012,4,7.4,0.43,104,0.596
QQQ,fomc_decision,2000-2012,5,-14.8,-0.74,104,0.51
QQQ,fomc_decision,2013-2019,-5,12.9,1.32,56,0.589
QQQ,fomc_decision,2013-2019,-4,17.7,1.64,56,0.607
QQQ,fomc_decision,2013-2019,-3,0.7,0.04,56,0.5
QQQ,fomc_decision,2013-2019,-2,-11.0,-1.07,56,0.5
QQQ,fomc_decision,2013-2019,-1,21.9,1.98,56,0.625
QQQ,fomc_decision,2013-2019,0,6.2,0.52,56,0.536
QQQ,fomc_decision,2013-2019,1,-0.2,-0.01,56,0.5
QQQ,fomc_decision,2013-2019,2,-13.3,-0.88,56,0.429
QQQ,fomc_decision,2013-2019,3,3.7,0.22,56,0.661
QQQ,fomc_decision,2013-2019,4,-0.3,-0.02,56,0.536
QQQ,fomc_decision,2013-2019,5,5.4,0.58,56,0.554
QQQ,fomc_decision,2020+,-5,22.8,1.12,52,0.596
QQQ,fomc_decision,2020+,-4,1.7,0.08,52,0.538
QQQ,fomc_decision,2020+,-3,-4.4,-0.22,52,0.519
QQQ,fomc_decision,2020+,-2,28.7,1.52,52,0.731
QQQ,fomc_decision,2020+,-1,4.6,0.25,52,0.538
QQQ,fomc_decision,2020+,0,34.8,1.44,52,0.577
QQQ,fomc_decision,2020+,1,-13.2,-0.52,52,0.538
QQQ,fomc_decision,2020+,2,-1.0,-0.05,52,0.519
QQQ,fomc_decision,2020+,3,31.5,1.54,52,0.577
QQQ,fomc_decision,2020+,4,33.7,1.96,52,0.596
QQQ,fomc_decision,2020+,5,-9.5,-0.52,52,0.538
QQQ,fomc_decision,full,-5,1.8,0.16,212,0.524
QQQ,fomc_decision,full,-4,-6.3,-0.62,212,0.519
QQQ,fomc_decision,full,-3,-9.7,-0.84,212,0.495
QQQ,fomc_decision,full,-2,3.2,0.38,212,0.608
QQQ,fomc_decision,full,-1,8.7,0.78,212,0.557
QQQ,fomc_decision,full,0,29.5,2.56,212,0.594
QQQ,fomc_decision,full,1,0.3,0.02,212,0.509
QQQ,fomc_decision,full,2,-1.7,-0.17,212,0.509
QQQ,fomc_decision,full,3,11.9,1.05,212,0.561
QQQ,fomc_decision,full,4,11.8,1.13,212,0.58
QQQ,fomc_decision,full,5,-8.2,-0.74,212,0.528
QQQ,fomc_minutes,2000-2012,-5,19.3,0.95,104,0.548
QQQ,fomc_minutes,2000-2012,-4,-5.4,-0.35,104,0.538
QQQ,fomc_minutes,2000-2012,-3,-6.9,-0.44,104,0.529
QQQ,fomc_minutes,2000-2012,-2,16.7,0.91,104,0.587
QQQ,fomc_minutes,2000-2012,-1,17.4,0.84,103,0.515
QQQ,fomc_minutes,2000-2012,0,-9.6,-0.54,103,0.553
QQQ,fomc_minutes,2000-2012,1,-3.5,-0.19,103,0.505
QQQ,fomc_minutes,2000-2012,2,-8.0,-0.47,103,0.485
QQQ,fomc_minutes,2000-2012,3,4.2,0.2,103,0.553
QQQ,fomc_minutes,2000-2012,4,-7.7,-0.35,103,0.466
QQQ,fomc_minutes,2000-2012,5,18.9,0.96,103,0.573
QQQ,fomc_minutes,2013-2019,-5,-0.6,-0.04,56,0.607
QQQ,fomc_minutes,2013-2019,-4,6.4,0.49,56,0.554
QQQ,fomc_minutes,2013-2019,-3,23.2,1.49,56,0.589
QQQ,fomc_minutes,2013-2019,-2,9.1,0.84,56,0.536
QQQ,fomc_minutes,2013-2019,-1,21.4,1.43,56,0.625
QQQ,fomc_minutes,2013-2019,0,30.0,2.6,56,0.625
QQQ,fomc_minutes,2013-2019,1,-11.2,-0.74,56,0.482
QQQ,fomc_minutes,2013-2019,2,18.0,1.27,56,0.643
QQQ,fomc_minutes,2013-2019,3,0.3,0.02,56,0.643
QQQ,fomc_minutes,2013-2019,4,16.0,1.34,56,0.571
QQQ,fomc_minutes,2013-2019,5,13.0,0.73,56,0.589
QQQ,fomc_minutes,2020+,-5,5.4,0.26,51,0.549
QQQ,fomc_minutes,2020+,-4,0.1,0.0,51,0.569
QQQ,fomc_minutes,2020+,-3,-21.3,-0.97,51,0.51
QQQ,fomc_minutes,2020+,-2,30.3,2.33,51,0.647
QQQ,fomc_minutes,2020+,-1,-18.4,-1.09,52,0.423
QQQ,fomc_minutes,2020+,0,34.1,1.26,52,0.577
QQQ,fomc_minutes,2020+,1,13.8,0.67,52,0.5
QQQ,fomc_minutes,2020+,2,8.8,0.45,52,0.538
QQQ,fomc_minutes,2020+,3,11.1,0.54,52,0.577
QQQ,fomc_minutes,2020+,4,20.8,1.32,52,0.615
QQQ,fomc_minutes,2020+,5,26.4,1.66,52,0.635
QQQ,fomc_minutes,full,-5,10.7,0.9,211,0.564
QQQ,fomc_minutes,full,-4,-0.9,-0.1,211,0.55
QQQ,fomc_minutes,full,-3,-2.4,-0.23,211,0.54
QQQ,fomc_minutes,full,-2,18.0,1.81,211,0.588
QQQ,fomc_minutes,full,-1,9.7,0.83,211,0.521
QQQ,fomc_minutes,full,0,11.7,1.03,211,0.578
QQQ,fomc_minutes,full,1,-1.3,-0.11,211,0.498
QQQ,fomc_minutes,full,2,3.0,0.3,211,0.54
QQQ,fomc_minutes,full,3,4.9,0.41,211,0.583
QQQ,fomc_minutes,full,4,5.6,0.47,211,0.531
QQQ,fomc_minutes,full,5,19.2,1.68,211,0.592
