ticker,event,era,td,mean_bps,t,N,hit
TLT,nfp,2013-2019,-1,-4.7,-0.49,84,0.5
TLT,nfp,2013-2019,0,-10.2,-0.94,84,0.536
TLT,nfp,2013-2019,1,-1.7,-0.2,84,0.524
TLT,nfp,2013-2019,2,13.6,1.87,84,0.583
TLT,nfp,2013-2019,3,-0.9,-0.11,84,0.536
TLT,nfp,2013-2019,4,-2.6,-0.29,84,0.464
TLT,nfp,2013-2019,5,1.6,0.18,84,0.571
TLT,nfp,2020+,-5,32.0,2.97,78,0.615
TLT,nfp,2020+,-4,-10.4,-0.92,78,0.449
TLT,nfp,2020+,-3,8.1,0.71,78,0.538
TLT,nfp,2020+,-2,3.3,0.28,78,0.513
TLT,nfp,2020+,-1,6.0,0.54,78,0.577
TLT,nfp,2020+,0,-15.6,-1.03,78,0.372
TLT,nfp,2020+,1,-16.8,-1.42,78,0.397
TLT,nfp,2020+,2,0.9,0.07,78,0.551
TLT,nfp,2020+,3,2.6,0.21,78,0.513
TLT,nfp,2020+,4,1.1,0.08,78,0.5
TLT,nfp,2020+,5,-22.9,-2.36,78,0.346
TLT,nfp,full,-5,23.5,4.64,284,0.634
TLT,nfp,full,-4,1.5,0.27,284,0.504
TLT,nfp,full,-3,5.6,1.0,284,0.539
TLT,nfp,full,-2,-2.9,-0.56,284,0.507
TLT,nfp,full,-1,-0.3,-0.05,285,0.509
TLT,nfp,full,0,-9.2,-1.36,286,0.476
TLT,nfp,full,1,1.8,0.36,286,0.517
TLT,nfp,full,2,0.3,0.06,285,0.519
TLT,nfp,full,3,2.4,0.43,285,0.53
TLT,nfp,full,4,-3.9,-0.67,285,0.477
TLT,nfp,full,5,-3.8,-0.75,285,0.498
TLT,ppi,2000-2012,-5,-4.9,-0.54,123,0.48
TLT,ppi,2000-2012,-4,-9.4,-1.12,123,0.496
TLT,ppi,2000-2012,-3,13.7,1.86,124,0.532
TLT,ppi,2000-2012,-2,13.0,1.89,124,0.581
TLT,ppi,2000-2012,-1,3.8,0.48,124,0.548
TLT,ppi,2000-2012,0,1.9,0.28,124,0.532
TLT,ppi,2000-2012,1,11.6,1.34,125,0.52
TLT,ppi,2000-2012,2,9.0,1.07,125,0.544
TLT,ppi,2000-2012,3,11.9,1.46,125,0.536
TLT,ppi,2000-2012,4,3.2,0.45,124,0.573
TLT,ppi,2000-2012,5,6.5,0.78,124,0.54
TLT,ppi,2013-2019,-5,-17.9,-1.65,84,0.452
TLT,ppi,2013-2019,-4,-0.3,-0.03,84,0.524
TLT,ppi,2013-2019,-3,-3.7,-0.46,84,0.524
TLT,ppi,2013-2019,-2,-9.1,-1.18,84,0.512
TLT,ppi,2013-2019,-1,-1.6,-0.2,84,0.488
TLT,ppi,2013-2019,0,22.6,3.14,84,0.631
TLT,ppi,2013-2019,1,15.3,1.84,84,0.571
TLT,ppi,2013-2019,2,-5.6,-0.75,84,0.524
TLT,ppi,2013-2019,3,6.9,0.83,84,0.5
TLT,ppi,2013-2019,4,-4.1,-0.54,84,0.5
TLT,ppi,2013-2019,5,18.7,2.32,84,0.619
TLT,ppi,2020+,-5,-1.0,-0.08,78,0.5
TLT,ppi,2020+,-4,-31.3,-2.52,78,0.372
TLT,ppi,2020+,-3,4.6,0.36,78,0.487
TLT,ppi,2020+,-2,-1.6,-0.14,78,0.462
TLT,ppi,2020+,-1,-14.3,-1.14,78,0.449
TLT,ppi,2020+,0,14.8,1.28,78,0.564
TLT,ppi,2020+,1,-3.0,-0.26,78,0.462
TLT,ppi,2020+,2,-7.8,-0.62,78,0.41
TLT,ppi,2020+,3,-8.8,-0.68,78,0.487
TLT,ppi,2020+,4,-10.6,-0.86,78,0.513
TLT,ppi,2020+,5,1.8,0.16,78,0.5
TLT,ppi,full,-5,-7.7,-1.28,285,0.477
TLT,ppi,full,-4,-12.7,-2.28,285,0.47
TLT,ppi,full,-3,6.1,1.16,286,0.517
TLT,ppi,full,-2,2.5,0.51,286,0.528
TLT,ppi,full,-1,-2.7,-0.51,286,0.503
TLT,ppi,full,0,11.5,2.38,286,0.57
TLT,ppi,full,1,8.7,1.6,287,0.519
TLT,ppi,full,2,0.2,0.03,287,0.502
TLT,ppi,full,3,4.8,0.86,287,0.512
TLT,ppi,full,4,-2.7,-0.54,286,0.535
TLT,ppi,full,5,8.8,1.67,286,0.552
TLT,opex,2000-2012,-5,8.9,1.18,125,0.552
TLT,opex,2000-2012,-4,11.7,1.62,125,0.56
TLT,opex,2000-2012,-3,7.3,0.88,125,0.56
TLT,opex,2000-2012,-2,8.5,0.97,125,0.552
TLT,opex,2000-2012,-1,8.7,1.0,125,0.52
TLT,opex,2000-2012,0,1.7,0.25,125,0.512
TLT,opex,2000-2012,1,5.8,0.93,126,0.571
TLT,opex,2000-2012,2,22.4,2.94,126,0.651
TLT,opex,2000-2012,3,-0.3,-0.03,126,0.54
TLT,opex,2000-2012,4,-1.3,-0.16,126,0.5
TLT,opex,2000-2012,5,5.5,0.74,126,0.556
TLT,opex,2013-2019,-5,2.9,0.34,84,0.571
TLT,opex,2013-2019,-4,-10.3,-1.4,84,0.429
TLT,opex,2013-2019,-3,-0.5,-0.07,84,0.548
TLT,opex,2013-2019,-2,17.7,2.07,84,0.583
TLT,opex,2013-2019,-1,2.6,0.32,84,0.548
TLT,opex,2013-2019,0,18.4,2.27,84,0.607
TLT,opex,2013-2019,1,-9.9,-1.44,84,0.429
TLT,opex,2013-2019,2,-2.5,-0.32,84,0.464
TLT,opex,2013-2019,3,-4.4,-0.55,84,0.56
TLT,opex,2013-2019,4,13.7,1.92,84,0.595
TLT,opex,2013-2019,5,22.3,3.25,84,0.655
TLT,opex,2020+,-5,-8.8,-0.74,79,0.392
TLT,opex,2020+,-4,-12.7,-1.04,79,0.418
TLT,opex,2020+,-3,-17.0,-1.32,79,0.468
TLT,opex,2020+,-2,19.3,1.49,79,0.544
TLT,opex,2020+,-1,4.5,0.44,79,0.544
TLT,opex,2020+,0,0.5,0.04,79,0.468
TLT,opex,2020+,1,-11.9,-1.04,79,0.456
TLT,opex,2020+,2,10.1,0.96,79,0.544
TLT,opex,2020+,3,6.2,0.62,79,0.544
TLT,opex,2020+,4,-6.7,-0.61,79,0.481
TLT,opex,2020+,5,31.3,3.05,79,0.658
TLT,opex,full,-5,2.3,0.43,288,0.514
TLT,opex,full,-4,-1.4,-0.28,288,0.483
TLT,opex,full,-3,-1.6,-0.3,288,0.531
TLT,opex,full,-2,14.1,2.46,288,0.559
TLT,opex,full,-1,5.8,1.1,288,0.535
TLT,opex,full,0,6.3,1.18,288,0.528
TLT,opex,full,1,-3.6,-0.78,289,0.498
TLT,opex,full,2,11.8,2.36,289,0.567
TLT,opex,full,3,0.3,0.06,289,0.547
TLT,opex,full,4,1.6,0.31,289,0.522
TLT,opex,full,5,17.4,3.67,289,0.612
TLT,quad_witching,2000-2012,-5,-12.7,-1.0,42,0.476
TLT,quad_witching,2000-2012,-4,7.5,0.57,42,0.524
TLT,quad_witching,2000-2012,-3,4.9,0.32,42,0.548
TLT,quad_witching,2000-2012,-2,27.0,1.51,42,0.595
TLT,quad_witching,2000-2012,-1,1.4,0.1,42,0.476
TLT,quad_witching,2000-2012,0,-3.4,-0.27,42,0.476
TLT,quad_witching,2000-2012,1,6.9,0.58,43,0.558
TLT,quad_witching,2000-2012,2,14.2,1.21,43,0.605
TLT,quad_witching,2000-2012,3,14.5,1.03,43,0.651
TLT,quad_witching,2000-2012,4,20.5,1.51,43,0.558
TLT,quad_witching,2000-2012,5,-2.8,-0.23,43,0.558
TLT,quad_witching,2013-2019,-5,-10.9,-0.67,28,0.464
TLT,quad_witching,2013-2019,-4,-6.7,-0.59,28,0.5
TLT,quad_witching,2013-2019,-3,8.7,0.64,28,0.643
TLT,quad_witching,2013-2019,-2,10.5,0.66,28,0.464
TLT,quad_witching,2013-2019,-1,-7.6,-0.55,28,0.464
TLT,quad_witching,2013-2019,0,40.3,2.75,28,0.75
TLT,quad_witching,2013-2019,1,-13.4,-0.99,28,0.357
TLT,quad_witching,2013-2019,2,1.8,0.11,28,0.464
TLT,quad_witching,2013-2019,3,3.2,0.24,28,0.643
TLT,quad_witching,2013-2019,4,25.4,2.06,28,0.714
TLT,quad_witching,2013-2019,5,22.1,1.59,28,0.571
TLT,quad_witching,2020+,-5,-26.1,-1.1,26,0.346
TLT,quad_witching,2020+,-4,16.6,0.53,26,0.577
TLT,quad_witching,2020+,-3,-45.1,-1.57,26,0.423
TLT,quad_witching,2020+,-2,-1.3,-0.04,26,0.462
TLT,quad_witching,2020+,-1,11.7,0.55,26,0.538
TLT,quad_witching,2020+,0,25.0,0.75,26,0.385
TLT,quad_witching,2020+,1,-9.3,-0.38,26,0.5
TLT,quad_witching,2020+,2,-0.7,-0.04,26,0.5
TLT,quad_witching,2020+,3,22.9,1.38,26,0.577
TLT,quad_witching,2020+,4,-38.7,-2.09,26,0.423
TLT,quad_witching,2020+,5,1.0,0.05,26,0.538
TLT,quad_witching,full,-5,-15.8,-1.64,96,0.438
TLT,quad_witching,full,-4,5.8,0.54,96,0.531
TLT,quad_witching,full,-3,-7.6,-0.68,96,0.542
TLT,quad_witching,full,-2,14.5,1.21,96,0.521
TLT,quad_witching,full,-1,1.6,0.17,96,0.49
TLT,quad_witching,full,0,17.0,1.49,96,0.531
TLT,quad_witching,full,1,-3.3,-0.36,97,0.485
TLT,quad_witching,full,2,6.6,0.77,97,0.536
TLT,quad_witching,full,3,13.5,1.58,97,0.629
TLT,quad_witching,full,4,6.0,0.68,97,0.567
TLT,quad_witching,full,5,5.4,0.63,97,0.557
TLT,jackson_hole,2000-2012,-5,36.0,2.94,11,0.636
TLT,jackson_hole,2000-2012,-4,15.8,0.85,11,0.636
TLT,jackson_hole,2000-2012,-3,3.4,0.14,11,0.636
TLT,jackson_hole,2000-2012,-2,-20.3,-0.7,11,0.545
TLT,jackson_hole,2000-2012,-1,61.4,5.25,11,0.909
TLT,jackson_hole,2000-2012,0,-18.8,-0.5,11,0.455
TLT,jackson_hole,2000-2012,1,44.2,1.36,12,0.75
TLT,jackson_hole,2000-2012,2,48.3,3.02,12,0.833
TLT,jackson_hole,2000-2012,3,-13.1,-0.43,12,0.667
TLT,jackson_hole,2000-2012,4,10.6,0.33,12,0.5
TLT,jackson_hole,2000-2012,5,9.4,0.28,12,0.583
TLT,jackson_hole,2013-2019,-5,-2.6,-0.11,7,0.429
TLT,jackson_hole,2013-2019,-4,-22.4,-0.67,7,0.429
TLT,jackson_hole,2013-2019,-3,-10.4,-0.32,7,0.429
TLT,jackson_hole,2013-2019,-2,-43.1,-1.28,7,0.286
TLT,jackson_hole,2013-2019,-1,5.4,0.24,7,0.571
TLT,jackson_hole,2013-2019,0,51.2,1.92,7,0.857
TLT,jackson_hole,2013-2019,1,5.8,0.21,7,0.429
TLT,jackson_hole,2013-2019,2,36.2,1.13,7,0.571
TLT,jackson_hole,2013-2019,3,-6.4,-0.28,7,0.571
TLT,jackson_hole,2013-2019,4,29.3,2.08,7,0.857
TLT,jackson_hole,2013-2019,5,-13.1,-0.6,7,0.429
TLT,jackson_hole,2020+,-5,-10.8,-0.29,6,0.667
TLT,jackson_hole,2020+,-4,-16.1,-0.57,6,0.333
TLT,jackson_hole,2020+,-3,10.9,0.38,6,0.5
TLT,jackson_hole,2020+,-2,7.2,0.14,6,0.5
TLT,jackson_hole,2020+,-1,-14.3,-0.41,6,0.333
TLT,jackson_hole,2020+,0,24.3,0.62,6,0.833
TLT,jackson_hole,2020+,1,-18.0,-1.16,6,0.333
TLT,jackson_hole,2020+,2,17.3,0.69,6,0.5
TLT,jackson_hole,2020+,3,0.2,0.01,6,0.333
TLT,jackson_hole,2020+,4,5.6,0.13,6,0.667
TLT,jackson_hole,2020+,5,-56.6,-1.69,6,0.333
TLT,jackson_hole,full,-5,13.1,1.01,24,0.583
TLT,jackson_hole,full,-4,-3.3,-0.23,24,0.5
TLT,jackson_hole,full,-3,1.3,0.08,24,0.542
TLT,jackson_hole,full,-2,-20.1,-0.98,24,0.458
TLT,jackson_hole,full,-1,26.2,1.95,24,0.667
TLT,jackson_hole,full,0,12.4,0.58,24,0.667
TLT,jackson_hole,full,1,18.5,1.03,25,0.56
TLT,jackson_hole,full,2,37.5,2.91,25,0.68
TLT,jackson_hole,full,3,-8.0,-0.48,25,0.56
TLT,jackson_hole,full,4,14.6,0.8,25,0.64
TLT,jackson_hole,full,5,-12.7,-0.66,25,0.48
