month_pnl,year_pnl
75.62797713279724,108753.84075333382
101.53713757650394,108768.56953259892
101.83167764118662,108800.05422568323
103.23341424120963,108808.74038396566
105.96256831715505,108836.84622934891
107.5269895961942,108844.48644409857
112.34696940014175,108864.58515058242
114.31736796243786,108914.51345765588
116.2600483893666,108930.92293824458
125.44467224395066,108940.67123597859
126.71979345594627,108988.8807065487
130.7074313163747,109044.91334255257
136.5433933564741,109045.93491167678
141.0,109090.30086937972
141.0,109101.98854822778
141.0,109102.62042459416
141.3747814382932,109105.78427597453
146.80999488488396,109120.29806516852
162.56866591318249,109185.02571766725
163.5283681324654,109185.36521508865
168.8064746856694,109193.79240129673
171.93263530730746,109195.7679741297
181.83120346069336,109219.80320007469
187.8434017385589,109220.84021932742
188.28030943871426,109222.87120582364
194.22405835556674,109242.03696562556
194.4886893204166,109254.39335182741
194.49850273130755,109257.69886388941
210.99060600143457,109292.0177646194
212.6646519729029,109308.44263572356
219.24625982554608,109308.81824311172
235.46113443376726,109339.57805344029
252.87007032121755,109357.35179999904
253.0146393094716,109359.08810232367
258.1519108499697,109405.04302709436
267.36487524850463,109464.38231096097
289.9860816683114,109495.69190694598
292.6962964875379,109515.55151121953
297.99770218987396,109541.46664917473
307.99999999999955,109555.39140103539
308.0,109557.77980837657
312.4606551442953,109593.33792911257
318.1649475097579,109635.97777606762
323.64274508615927,109660.91226014058
335.5640101432723,109680.22232987199
341.7676516941574,109720.14979614533
342.5043139117133,109764.17400654734
346.5221092700931,109795.0495267766
348.62682328905066,109828.80413324507
348.7911114862816,109832.39404286658
351.5988681657218,109836.06002421046
354.103076015223,109873.60549271107
362.4423667533015,109934.31493565
363.36250686645917,109949.83961553233
367.41065979003906,109978.59728913655
368.6003500393397,109982.61743240699
368.6003500393397,110031.4624073675
376.7335555894033,110062.94109751505
377.00119141170853,110071.63281531836
383.11498318396116,110090.24026390488
389.7829578944511,110121.9804811222
395.5140933309674,110133.27385742325
398.34711483547335,110139.56191175323
398.9297913142509,110205.67729571878
401.86563767705024,110242.37909383433
402.6123028482632,110269.01093295636
409.72068864958146,110286.73145086423
415.981636864788,110290.2323770268
418.8580666610153,110322.17134509777
424.6157603604215,110358.8206527232
426.7750530923822,110386.75006316387
433.05164301395166,110411.01335341581
433.31050520284043,110411.43428576006
440.52299736230634,110459.51642739773
442.81826712403563,110476.29440923245
450.30331151828295,110542.64840728883
455.20084980553474,110554.3956059302
473.5434429305236,110566.7718206303
482.5622755799907,110578.30581690586
487.0,110596.10378360754
487.0407026154131,110601.2782408339
490.60194124493773,110616.39946302355
493.589080742413,110637.00401011543
494.0033926282631,110657.17215703218
503.75024616714995,110686.69143463897
505.51332422665564,110731.25804575844
509.5319534540249,110775.49549451887
518.4887409891489,110808.09065117159
538.5843362127198,110819.77267808573
538.8670678820074,110851.42775217125
546.0,110868.38600117821
546.0,110882.78909211498
546.0,111045.75305443138
548.2216784613174,111054.94652889456
551.7789416142587,111079.34342607431
554.1590769631327,111082.55252402171
557.7280102968209,111083.12293194875
559.0607050827603,111131.60003638265
561.5501101357313,111188.9810216427
573.4167578561251,111194.42650875021
587.5553229195707,111256.39586801188
592.1314300128356,111260.58008159917
606.6210659571907,111281.25495212412
610.2853288650613,111283.52996323787
610.8852277653623,111385.13451207546
612.1911913326798,111406.10319275508
614.8024164608394,111408.89888497752
615.2610401425918,111438.5466513634
623.9519732338981,111490.71034965327
632.1613549164299,111527.98557836654
632.5052810737184,111558.71016470015
644.3601171970076,111585.61449844498
649.74694473403,111608.19493210317
656.7777651378099,111639.16820406915
657.2567176818811,111645.85155788483
662.7046926702916,111666.57353557859
663.9854779754678,111720.31381046772
677.5820755277127,111747.37523853757
680.0,111771.00352621076
682.1730927739752,111786.78252696994
682.1730927739752,111878.11274281573
694.023736953739,111901.3974709341
694.2288721799496,111911.60083425898
695.961716447553,111924.9327671869
700.0679774795371,111947.7755424295
724.4007295199608,112042.01225978983
724.834899016787,112048.11190480847
732.364718982169,112062.52088005202
733.6914745398599,112064.30100469952
734.8794269221371,112065.62426429134
738.8142539773721,112120.04400384426
740.6833842822562,112176.81457643854
747.4641120944692,112180.71057195312
749.9632227761249,112268.42457870072
750.6644088200194,112304.52436062266
752.493994338176,112375.56198840486
756.9591314451991,112462.03696017613
756.9591314451991,112469.05544061319
758.1881286757271,112490.05996278347
768.6703355482559,112496.09005824159
784.3765565667918,112503.22371292111
801.2900738034498,112508.36885520395
803.4633515051486,112540.2549866864
806.608690193726,112557.90671065879
813.0454549789574,112573.98500662176
834.0173492431632,112583.48475204203
836.0549134526923,112584.94693718648
843.6344322137347,112589.64635785983
846.1879399504123,112607.16466324672
848.1154436383877,112621.4202657683
856.8343753133249,112633.39134124338
859.1846115929802,112634.83517338548
859.1846115929802,112641.48518080381
868.3649963821699,112658.63793650697
876.2957149914319,112672.63672566418
880.1312908445095,112683.9776680131
883.108678000337,112705.32134948458
885.1850698505177,112738.64683624683
891.1819929054859,112765.78041727206
894.4934417179882,112791.49272670067
895.558296118465,112850.67577629433
896.8242638621596,112853.83193617204
897.5311891010988,112874.55926573277
907.9436854975565,112915.24810353358
909.408498014709,112923.9622309208
917.0226121970445,112938.51616290648
919.5448702403446,112947.8396172694
925.5157195499705,112962.5085877179
928.5121441568576,112969.16315635626
931.6557683604321,112989.8173176902
933.1112984248757,113014.08652251957
933.4732512746705,113053.87392428932
938.0775545665136,113058.07793041634
942.6061370032139,113059.05068788344
949.0335687909801,113105.74023767875
949.6525987897621,113139.52653377394
949.6719213042811,113202.6380662577
952.9106216430664,113208.2890670471
953.107687847948,113211.7760899578
953.107687847948,113236.30839592221
956.1137403079438,113256.71561694151
968.4833036150158,113256.90941018715
975.5088229859994,113279.1361777186
981.0333412545451,113279.72876565806
982.7717659133486,113297.46735185388
984.3254928588867,113306.53675004412
986.3919399806491,113330.12889036114
986.8365101814707,113331.20518875118
988.1191751616705,113342.3408312969
988.4608789852987,113361.8926326546
994.0885814598682,113376.63448245189
996.7556677375526,113394.3281328167
998.5946291514773,113447.67149140147
1003.8785774366861,113500.9321958508
1007.1645220688326,113547.55017840015
1012.4629167829107,113565.72666944769
1020.211220332561,113565.80722481859
1026.488557304653,113582.06436385431
1034.2896773814682,113631.39008539042
1037.5614618573964,113682.19027527749
1040.033658998339,113687.99408913525
1048.0577327183287,113690.91985903477
1060.342580522809,113708.98787747961
1063.0987917185084,113751.25782683925
1076.7756988661886,113760.47655584132
1077.6984224659864,113789.85085121226
1089.3709955215272,113792.71364768918
1091.0365934712431,113891.1523442949
1099.605768918992,113922.23803515092
1101.1828468186527,113924.39121784485
1103.2260393586112,113937.69793563226
1104.7660368169772,113951.28974957125
1115.1783616202101,113966.9306122916
1120.2677299976494,113972.84168539729
1139.6044267926843,113976.78080238607
1142.8785309451196,114006.71041890551
1151.2922564063751,114010.56617649972
1152.8893800463165,114094.87572291918
1152.8893800463165,114103.75045824054
1156.8937777791652,114147.14025676248
1170.8540430068924,114163.83870284882
1174.3923564127545,114173.26311092718
1197.309184142534,114224.53431493891
1206.3789263452354,114230.27214707636
1216.0842348848012,114232.31837894226
1216.2388482434285,114271.30751728159
1226.7933045796067,114295.19587050175
1236.4347780772587,114311.55015919048
1237.0,114330.43047337868
1237.0000000000002,114345.38482658353
1244.8380323478314,114370.88843727109
1247.7961048739207,114404.37781313492
1259.2794023241163,114412.69954201154
1271.3924317700066,114412.93835331709
1271.947149140481,114438.45682888369
1274.3339014053472,114443.41454868662
1285.652947425846,114453.87845420836
1299.402261120933,114489.7774122273
1302.8265389715152,114512.57327037206
1304.978002922877,114523.74336278441
1308.8070125579843,114546.4468127659
1309.6351208346205,114572.12840933463
1310.6431635106956,114586.82060689588
1313.898229326508,114589.77248602251
1316.7027263301172,114614.8677533184
1317.9166751078355,114639.30850992886
1320.8461094413433,114643.59176662989
1328.065131698333,114655.54218517028
1333.0864846365816,114724.4243483798
1335.7392892496944,114763.92693240297
1338.760353769574,114772.15231013295
1340.274375029977,114775.68144374236
1351.8529191357368,114789.68225846971
1358.6003905364541,114904.79150300367
1359.9557457821807,114914.7938455173
1372.2106067793593,114927.51586423589
1373.2791771207521,114930.12052338461
1373.624660968776,114930.45503083311
1382.5780450616553,114939.22043449548
1386.4917443820195,114951.87703589033
1395.527330671036,114960.77251596113
1398.0000000000005,114989.5298276629
1398.0003766673358,115029.3272199461
1399.0168687445666,115036.62183838236
1399.846586636133,115065.1151405233
1408.7115770578393,115079.69334277089
1418.619581903713,115093.53508864138
1421.2271173000318,115098.24057819159
1424.9115789618013,115102.65513292386
1427.202903747564,115111.62002902382
1427.7641120297785,115131.42127079633
1432.9536785909174,115142.8228160484
1436.0117029462672,115209.69184241978
1436.4866707324527,115211.91280045685
1443.3260357379904,115214.70809548248
1444.4750641413884,115254.59665090698
1444.5723967892036,115261.97750152851
1447.4707614353501,115263.05450160158
1456.5075638464332,115273.21832638116
1456.7925333976668,115295.88048558575
1456.7925333976668,115331.20407824861
1458.5006495884768,115379.1070986987
1469.0000000000018,115390.90805665098
1470.957387924197,115391.73367901365
1477.5807550294248,115417.28990084797
1485.0515296799776,115420.1048644099
1485.0515296799776,115455.25035994401
1485.0515296799776,115471.68703247824
1486.3740829399394,115475.14559943348
1492.3192815098955,115482.98413307332
1497.4842542580209,115624.75424575819
1498.7737333093496,115646.71207957613
1498.8276880809335,115672.66118604798
1507.023348603927,115691.58934552317
1508.6062744004348,115701.28751116135
1508.6062744004348,115702.73087890657
1508.6062744004348,115759.87888600996
1508.954460416534,115763.06280884569
1510.0880436727111,115765.17157151017
1510.1444722924907,115801.4747839911
1521.6683950424194,115827.16477082456
1524.9430355003565,115848.41011040547
1530.5376281738313,115857.05910156455
1531.3763167176921,115860.7970312834
1532.8915667533747,115866.60287742954
1535.6658562251478,115889.88139319417
1541.2391212327036,115929.84072724402
1542.089377675756,115953.40906492308
1543.1624660491716,115977.31482492173
1543.8428221089562,116001.4585681473
1561.082079035924,116010.1085825988
1562.257328782769,116032.35738028798
1565.389842305858,116034.14114832017
1565.389842305858,116086.2382193975
1573.4285134758265,116088.93358773852
1582.0639806474828,116092.14678682588
1585.375295749699,116098.71939132051
1592.9157389402428,116099.22989991732
1594.1234179394523,116122.55246978135
1602.6591100692867,116129.97852649017
1607.5725972652317,116137.17634436065
1620.3906185627075,116137.83908488072
1631.672312770561,116151.7987323829
1634.886963112011,116173.54613668578
1639.86547367911,116187.90581652091
1649.7629849569817,116252.00834665982
1655.2715323311966,116298.19368403302
1655.2715323311966,116311.8339730502
1655.3562131949561,116335.66673919137
1656.0608098506796,116416.2873812403
1664.4746009962892,116418.64126850027
1679.0806185858655,116420.99536429987
1689.5928661142316,116474.4073849066
1690.666853138353,116484.52913241717
1694.0000000000005,116526.06061291698
1697.0750923156738,116526.23062009495
1712.070591926572,116531.82626709776
1715.1002346447203,116564.91847528728
1715.3499266419813,116660.86667609226
1724.3238878250365,116701.71713953363
1724.570514372413,116704.88448355878
1730.2943079812305,116712.72660677774
1735.1628764016373,116720.955727475
1736.075266735902,116731.42031436312
1739.9230642999769,116742.98590012958
1742.5387685980286,116763.06179884498
1743.462277582712,116806.65570899418
1754.7818310260764,116870.13439990793
1760.6660831996219,116876.48551808084
1766.0604791130372,116903.31552091669
1767.8900365829622,116906.568758113
1776.0000000000005,116961.72850982627
1778.077389989583,116974.79621318413
1789.6826925277774,117021.50897376881
1794.429500392509,117027.9637850183
1801.23903986384,117049.13870770592
1804.4573421818873,117075.63227185185
1804.501413362369,117077.6098581553
1807.2844863278597,117090.57266662797
1815.0,117139.67950604645
1815.0,117159.23664494923
1815.7788461957753,117326.0631039994
1816.2205427374283,117362.04033406288
1825.833119528641,117385.09184447353
1826.498153924957,117393.8801962136
1828.778692211427,117409.4006038733
1829.9780587809273,117438.24304991102
1832.7395634651139,117441.80968345914
1836.7329070908654,117463.22008519506
1848.04481680052,117464.09370241835
1848.8660159111016,117491.19785564287
1849.651509438229,117577.65218595101
1849.830324104829,117608.19753221111
1851.5750592776599,117630.25137872348
1859.2774523325734,117653.60337976048
1860.0895388467006,117677.76797997947
1879.988503609401,117711.32510570106
1886.28837503708,117715.06772593095
1886.6510747671273,117731.48072481157
1887.6245103904248,117749.70694247317
1889.1921005249023,117758.19184407176
1891.8334261689788,117772.79930499614
1893.460419603738,117818.28514713893
1903.2972148145855,117866.85042832576
1904.2866201911347,117874.71989357476
1908.5173073836559,117909.0112262964
1926.283123152618,117947.95859413489
1934.143944484852,117952.18360963889
1958.4953236238869,117988.4122940132
1959.363642215727,117989.2594467742
1960.924079622535,118073.95466079035
1963.7157600947976,118083.82924291902
1969.1009817804443,118152.72204430617
1973.545887470258,118153.5170509475
1975.2877616882324,118153.77291509937
1980.1858098166595,118158.72875389035
1987.0,118235.5874316522
1988.786773954108,118291.49202559676
1996.5894840785486,118350.78975049083
2005.762185914181,118357.15971556732
2008.1781641585314,118370.10810630665
2028.439154590882,118377.62803697588
2046.9654285907773,118425.76920360331
2049.7775558743506,118491.65396245896
2059.0055033819967,118624.66088191103
2059.0055033819967,118653.5670228005
2059.911384582507,118726.94462112013
2061.64053467344,118825.68911223757
2061.921942336231,118829.4455061811
2063.6324752568926,118863.9140109335
2066.0605539253684,118882.89198238502
2067.8323105573654,118885.99366338772
2070.871258190692,118914.61919508663
2102.111188905561,118947.08455656256
2110.011582408645,118966.51296952792
2110.1480307579786,119008.63789325103
2121.00177628653,119012.45281143686
2122.826011845089,119027.65669463364
2130.369576862873,119037.42352371555
2151.554990461882,119079.94031807364
2152.448429192793,119108.95977460503
2153.3024044036747,119122.59160457338
2156.0180660315564,119143.78107907085
2157.0023951530366,119147.26881202633
2159.477235572671,119162.71145250116
2161.8243141344647,119189.93244850641
2170.2131364600964,119202.34861268313
2172.97365522385,119206.04191665995
2177.5944974763142,119207.70680618286
2180.544869218549,119263.43156821385
2183.6149364028806,119310.12531713086
2185.9977078096895,119322.9856652533
2192.2407799959237,119348.60899959294
2195.4742285524007,119358.56905632369
2198.623111792979,119379.77440977097
2200.9999999999995,119381.39632654187
2205.504232406616,119403.16195986947
2208.233627489646,119452.13857666086
2223.089275223877,119553.28450384311
2224.298459393638,119584.73512378764
2229.99366249358,119607.15030578205
2240.6220071997004,119623.5309618882
2256.4924516337196,119709.43489536217
2259.874418803607,119786.45847644117
2261.586359483812,119826.62352842947
2263.308724539618,119850.44690757139
2265.4261019229775,119878.66561947545
2275.986742700884,119897.50290324009
2284.672893115454,119923.46446367673
2306.071823051992,119942.16483982114
2310.9927485329854,119961.06165403978
2319.318621839804,119976.58633581232
2322.321712119241,119984.79465782642
2322.689657075055,119986.70935758525
2323.6077926158696,120052.34144628045
2324.7331315449446,120066.29789694703
2324.8751194477145,120125.77469798499
2325.0,120130.7113099013
2325.0,120140.09202504158
2328.8799310411523,120151.79497974267
2330.9912636620634,120152.22217946392
2337.524053267076,120176.90903711309
2338.237078598562,120185.88236594194
2340.0,120197.89420666009
2341.2935866117386,120201.4461176906
2341.5402654409527,120234.2994045955
2350.3862435136807,120239.90464598803
2354.438442059932,120348.29238700874
2356.1266909497244,120390.90881948813
2366.9364911998937,120392.46973279543
2383.4574760368882,120432.28151743772
2388.395556177429,120454.53325882975
2390.171401841294,120495.2649776765
2390.171401841294,120541.73892365178
2391.0620446886423,120561.22874282088
2392.427441460753,120583.53914374969
2395.2272508484957,120592.39257284574
2398.405915260316,120614.16240637639
2404.0087274823845,120617.97270488739
2406.9834266390426,120650.83189003813
2416.7296600341797,120670.18076132868
2417.9559392588276,120718.38826663153
2430.2481782095774,120799.49729735508
2433.5115871429457,120800.734902995
2439.277987309867,120808.89778297291
2442.4148566722833,120831.11947623313
2442.6588041441664,120874.49987409796
2449.401576689294,120900.16165023191
2452.014532191458,120917.29189450401
2455.950260094216,121008.17831797263
2460.767098052147,121062.72780242993
2471.515416571083,121063.2313238043
2479.5527193886865,121081.11853471823
2481.5487505368014,121097.76600168436
2489.357641356334,121104.03955149652
2490.8274627413243,121109.76687165677
2492.6086998496276,121117.00689339632
2495.656095436645,121123.67187108316
2497.4274305956715,121132.99886499133
2499.8952880587167,121217.19776360485
2509.1648022106674,121259.77132914748
2514.5101190294513,121263.81694698332
2523.7344965934644,121377.4305017335
2530.9073559216395,121405.04214031354
2532.691194806732,121491.53365768702
2538.310579436158,121531.3731702736
2546.7496541823784,121531.60179814266
2553.6976135628606,121570.6628148981
2559.6128613608266,121574.20093027179
2562.603230782953,121639.72019619597
2565.2392491612914,121706.1184073686
2575.826258523136,121736.78685234273
2577.387557506564,121743.94621595314
2578.126154439794,121756.21345093427
2581.000381674092,121788.6718368701
2592.9594484396803,121871.87463130263
2596.059037446981,121891.02054667473
2599.6380900996014,121894.74745656762
2606.56818861622,121900.43102928581
2608.88733386992,121915.89765006288
2636.964514545056,121960.07416500358
2638.066745689959,121961.35062749054
2642.1769510337413,121999.72233292033
2645.1641377721826,122013.37186172184
2655.141588057806,122057.20729739331
2659.2256585870473,122101.0321382455
2669.1262738023515,122125.66829409779
2674.3747878074646,122146.78915441035
2676.758653691828,122179.17430601803
2679.1613281794725,122228.13684964171
2681.634580373762,122273.89561230794
2682.190805162695,122306.6169339674
2696.980880737332,122314.74327273032
2698.0470882653826,122328.77457751546
2707.0337728772847,122348.34745679596
2713.5635923998607,122387.71843637744
2716.372079644912,122406.92023554875
2720.6068635668107,122425.08174685076
2728.9442593710783,122439.51839331216
2731.664789106151,122444.66649396073
2742.0692397526436,122486.02167086938
2746.390049253203,122516.27615221932
2747.300895690917,122536.95653678686
2749.6119288546433,122540.20200078824
2752.2551669052636,122551.015886426
2760.4351047107357,122555.13471090794
2772.8818259409163,122568.34461729866
2775.0906211648435,122605.9277776478
2775.116887978143,122607.63493273087
2777.538164956213,122611.9279866729
2784.676717213215,122616.75875625429
2789.677240371682,122630.2790896892
2791.941422496523,122652.16279441121
2813.713354791904,122685.81284530666
2816.804983445574,122712.35500913006
2818.1927464348987,122720.60795009129
2820.556835038313,122813.06250229909
2821.513502836238,122830.53295365398
2832.372321128869,122845.6812854324
2834.623214023488,122862.97606754302
2835.1988165719367,122864.56833498817
2867.000000000002,122905.6660687073
2867.0000000000027,122950.69043871335
2867.0000000000027,122952.86646773125
2869.281915681642,122962.53626080904
2870.838268177859,122966.7677896875
2872.144211224163,122976.05746565557
2877.0126158850708,122976.23203473439
2877.8292029244544,122984.13126512928
2882.0659485544493,122989.60881619797
2885.6996440887447,123099.53921192046
2891.9550550324348,123141.32430420602
2898.067671128685,123155.01295382642
2909.3450646400647,123272.75203403406
2911.1510318688142,123280.80455565464
2911.3763357912085,123319.37753408292
2918.3974795682034,123343.2809707438
2921.6044326509723,123351.55263664034
2922.070416586738,123355.73465713434
2927.1823565960085,123368.9952110392
2930.4672860758556,123376.99901216374
2931.899855307184,123415.80333244799
2934.7738668578195,123425.85289847842
2939.9111782823456,123478.44465772594
2943.235840490858,123506.5847375902
2952.567578758524,123529.92838440622
2961.00589483124,123593.07852787625
2962.493329627152,123635.32265637605
2963.1629049437342,123638.54449186998
2963.243014063157,123659.79885280132
2963.8015945298334,123664.4788050992
2965.508932743733,123680.09617427412
2972.9999999999995,123683.99449411462
2978.879261425577,123730.37064116346
2981.2817090579438,123732.26040737968
2985.7042530604595,123747.1541069916
2990.636362109868,123751.22390753022
2995.737880706787,123764.30931678825
2995.8129002707265,123772.48210929974
2999.2048221656332,123802.38360433927
3021.6211043766734,123819.08251881604
3022.9594770499552,123825.88653913572
3036.2395292690826,123852.24150066712
3055.351913656502,123860.01752442974
3059.283968039914,123886.72867037564
3060.2253347124642,123981.8848807385
3068.920359202823,123995.44156798306
3069.32993825845,124043.93742387636
3073.0000000000005,124071.31853524278
3074.064909117581,124076.50925154341
3079.368459258736,124096.65758579104
3080.8411579813337,124098.23309288702
3094.1671054874087,124110.47077027388
3097.173283474772,124123.97639243942
3108.8504840305777,124155.50927955762
3113.8299094098074,124158.21407876695
3124.551300832213,124160.39728237902
3140.044119017518,124164.89786366068
3149.8186839648633,124213.29924671998
3151.856215408904,124230.80643469942
3156.3990791866163,124256.3896407229
3159.238228150787,124289.56645572174
3161.8165306363794,124376.65970306737
3170.769855652568,124497.4197925755
3177.2345915521896,124503.66365293089
3190.5831163270054,124509.76441693315
3195.957629067554,124523.45000563355
3203.627902984623,124524.09955956262
3210.944053649904,124525.47125193053
3218.121274198834,124529.23076413355
3219.531834704534,124564.84406908916
3219.831941979307,124569.23310303687
3223.039269038606,124578.92870008945
3225.3452900477832,124623.55149659092
3228.5491618598953,124627.14501798138
3243.5445300681185,124635.0410591025
3252.7795805590504,124643.906253985
3257.5382005827732,124673.32223566939
3259.1449363231504,124709.52549644871
3265.7255435330744,124717.07977313665
3270.1155528340923,124727.96016699927
3277.090423243363,124741.74727758349
3286.7031089919406,124753.81578568059
3299.655122935771,124760.0956754684
3299.7899440015835,124796.8400392533
3301.9831098147915,124834.0547810623
3304.5939600808824,124871.67944649294
3316.4025695664386,124888.242618961
3319.70010137558,124894.10637698861
3336.6168362753433,124899.89139761242
3338.4706122194348,124933.37448574821
3338.9090890032976,124944.16187352795
3341.484186376838,124954.57768414702
3343.6656145368397,124957.33526120019
3348.7837722812437,124957.77235276358
3350.8243680170463,124977.54440186711
3351.9092375040254,125031.05145835881
3352.367384535908,125059.20527619976
3356.170413664413,125070.47959440098
3356.1946022169022,125085.87100042614
3356.653875793766,125092.82474619997
3360.7892735345104,125100.62487583491
3367.347566877087,125107.72292896672
3380.6013082436193,125145.07235678595
3383.936083112443,125186.21759588382
3391.344428573343,125197.44085624386
3393.465241500302,125316.66827581612
3397.133538382406,125338.63696566649
3397.685892956526,125348.15502301297
3408.7340379442458,125354.61646633486
3408.746256521782,125397.23932857173
3408.7525864669265,125444.4451180526
3408.828796386729,125456.25668532522
3421.3013263259454,125460.61719308581
3431.6531631605944,125461.92158369505
3439.6677220208494,125484.62176632888
3441.4562043803517,125520.03828899353
3442.2623948029013,125527.68155021324
3447.0954070772746,125536.47224111215
3449.3344733033873,125543.07582695996
3456.9634886809645,125556.50150590291
3457.2068000180298,125558.10283252172
3457.9417772293164,125588.9721128259
3463.005595649978,125618.1900293316
3467.0382712057635,125623.34927284703
3474.585426603051,125634.94180468141
3485.0921460560294,125637.8851236787
3488.02566439765,125639.90634281283
3489.3395346914176,125656.97448626597
3492.3363015651885,125667.16025598571
3494.6879977499248,125693.79539392679
3498.591625417981,125734.0372612137
3501.1679028442886,125759.38599018534
3508.919883932391,125781.4220919269
3509.5530876091507,125799.83918069955
3513.248075587435,125804.98616046559
3514.5719005039737,125819.09600968017
3514.64456122261,125847.4024050236
3516.932543328845,125854.18937941962
3523.6602317604857,125966.04070166183
3535.1351234572303,125967.29225429473
3539.78203187668,126018.37260278634
3544.8189097813242,126032.73119389152
3562.4391333546355,126068.15697697228
3569.397524067282,126128.39220824421
3572.518765926364,126128.73916904417
3576.4090621130777,126133.26643134866
3588.2780945811965,126136.20946238733
3594.9781919888073,126150.17857304645
3606.2149047851562,126166.56173671142
3608.3505448443593,126189.66832854046
3618.139338765819,126215.94306026185
3621.729581560441,126216.39094864481
3632.4840293271286,126269.89471885138
3653.50306756156,126306.51558819826
3656.5109065941433,126342.92683800631
3658.1875427109535,126381.59200433319
3670.9383615766283,126448.2148627555
3676.2546882288802,126464.61616865243
3677.467909063622,126485.53413222519
3679.624053955078,126500.8716025863
3683.0202292374106,126511.52238551216
3685.290385501743,126531.54377320834
3686.0031490666497,126539.09020539692
3687.183531097009,126556.24417604718
3695.570612771179,126582.45175000602
3697.978196007871,126583.1047199285
3704.2131013870057,126591.96892694061
3706.617020368598,126609.12059652798
3709.2486442838253,126621.1090422188
3711.728784833642,126638.1453139016
3712.600340059841,126678.70740149706
3712.735953296962,126743.93701137809
3715.1070885317677,126744.5301932863
3732.011313847135,126796.74170940266
3744.856630699989,126803.71808547631
3749.7037032161447,126815.05505767046
3751.73983165196,126822.18118126053
3752.776673623506,126836.83925572482
3757.6847521236887,126864.93433918248
3765.003401960651,126902.58102958542
3767.1003709009638,126912.47752130032
3768.741488763271,126920.70629145415
3769.307646342664,126924.036784155
3774.415967055731,126930.5278972217
3775.2096536840745,126938.42705370704
3775.917228238928,126946.92693018912
3778.626627240877,126949.60433306867
3778.626627240877,126959.88696365706
3780.6490810598625,126963.48522155623
3790.9615199565924,126984.70479653563
3792.4008567843994,126993.0101054907
3809.048737934667,127041.00168085103
3811.0390758514422,127059.95907991273
3813.1451630592364,127078.54556226726
3814.1451064178054,127085.70852477202
3816.4545679773664,127089.98225719597
3825.4165506874115,127095.2523519141
3825.6540761675133,127126.33857040736
3826.3389424255874,127180.10528075698
3834.5105533599753,127191.01241152629
3854.6117515563856,127256.68152623514
3862.1915458611024,127309.2598226666
3863.342990807111,127324.47861724236
3863.342990807111,127378.41718010395
3868.928571258263,127385.20518483449
3870.1094175406624,127448.96813837113
3894.326807311596,127456.98952152047
3898.1299995695126,127475.61149782798
3900.5597777026014,127509.20553936283
3901.0957758086042,127540.79456450249
3907.1636730943783,127548.82433967074
3917.62697890829,127554.56106110984
3934.337367500571,127562.38134700907
3960.918197120931,127586.45799750941
3967.028312614989,127590.26103544238
3970.945721251628,127615.76576195442
3985.5970106124905,127632.85112556387
3990.155788421629,127687.86874968663
3993.63780198777,127714.35098551858
3997.241871816784,127745.49222121919
4003.6375339542055,127746.10897522305
4004.8362983976094,127782.61857646701
4005.008978077358,127785.24226565014
4013.944334915701,127807.15068198947
4019.526962467632,127833.87772810452
4022.581775903693,127839.60272125687
4024.8846014227,127858.49365215638
4027.8975219726562,127914.26107619486
4036.085629871908,127939.86631206101
4036.778401425949,127951.70088556841
4042.1436681917858,127962.30895124165
4045.83849997179,127987.24760910447
4057.0391352517336,128026.15624413331
4058.512122767433,128052.70131385328
4071.1321642739367,128064.34999161109
4076.918757506781,128095.86873655669
4079.4259897640486,128100.63781370442
4086.673032556262,128104.33156234879
4099.290736743379,128105.37781928276
4100.397359882096,128162.71278083319
4101.503747463218,128189.42789406441
4106.221681799207,128197.96669598986
4106.715406060217,128206.0930370432
4108.4768699918595,128227.24641651759
4109.239901832121,128242.02334681593
4114.7317236491845,128280.38730667328
4115.048491069247,128316.66661664422
4120.483830775536,128335.14598330433
4124.438994271422,128443.79571417403
4125.535863603869,128469.15141056263
4130.332803726186,128496.31387003844
4140.549588918658,128500.29497456552
4145.329895360122,128502.64622669565
4148.527015890423,128514.81498845991
4154.74997786114,128521.10907864574
4155.204984664917,128526.8868888958
4171.085135323661,128570.53807337796
4171.574366978231,128620.20249698844
4176.545806884766,128630.28457695234
4191.762784991951,128675.96283846241
4192.967767596239,128679.6303774802
4195.543380635116,128720.04084927702
4195.727830001295,128738.0795157807
4201.346984658953,128745.20406067374
4202.296530178629,128780.71909512793
4204.481735672225,128800.56373991279
4212.501687186115,128810.63423548438
4213.246251353207,128850.92929438181
4216.416409730893,128854.79880023008
4216.525291408736,128906.65298816134
4217.525431632928,128921.4208103418
4223.152304445008,128929.5256868771
4226.727404730643,128932.03097314482
4234.275773729608,128948.22914659989
4235.81860615523,128956.38591911107
4238.099201645171,128995.7620270593
4251.018775905902,129014.94938982386
4255.591184531015,129022.20420825484
4255.630875928071,129034.8388797725
4266.380406243465,129038.51475439747
4266.730135236469,129041.18587791926
4276.099385142308,129056.32854936805
4277.360727446412,129122.79857879871
4283.891848632287,129140.2248130101
4287.268188476541,129179.14473625591
4289.5488220453,129219.82729555876
4298.387410572585,129260.62369297245
4302.007052779181,129273.57221640859
4305.400680405757,129317.38199780672
4311.767130851742,129390.4257457768
4314.731538772601,129409.65760275295
4316.64457743508,129420.93071462441
4335.680133478969,129424.08879721168
4340.762383733464,129426.0872774124
4345.0,129428.06035961414
4346.122048139627,129455.83043471404
