,worst,best,best_clean,close
2003-01-21,-374.09132126399425,1534.7347476141795,0.0,-356.366858754839
2003-01-22,-2074.4845169612463,3307.340682165951,1793.6772136688232,-1640.9334763118322
2003-01-23,-368.962646484375,6229.692750930786,6229.692750930786,4587.57299545833
2003-01-24,-10651.17678833007,3246.7156677246176,0.0,-9801.437607901416
2003-01-27,-6232.78778369086,2540.829182556699,642.596923828125,-4519.468096801219
2003-01-28,-59.57701873779297,2269.5770378112793,2269.5770378112793,1575.7981452941895
2003-01-29,-2094.0394401550293,2105.8272743225098,2105.8272743225098,1102.8348990167874
2003-01-31,-26.8771318708109,4218.760563441689,0.0,3598.079411097939
2003-02-03,0.0,2109.840576171875,2109.840576171875,1090.31884765625
2003-02-04,-4750.68115234375,0.0,0.0,-2860.3982587541886
2003-02-06,-1335.1259765625073,1124.3896484374927,0.0,-237.52050781250728
2003-02-07,-2564.802734375,1697.91015625,1697.91015625,-1895.044921875
2003-02-10,-1379.833984375,1673.2734375,1673.2734375,1406.5654296875073
2003-02-13,-1779.4240842546808,1556.660815647663,0.0,691.4197267804755
2003-02-14,-521.8123779296875,3906.96435546875,3906.96435546875,3906.96435546875
2003-02-18,0.0,4009.53564453125,3270.009376525879,3269.6159177507743
2003-02-25,-1837.3423288209099,8352.402088369643,0.0,7252.120382513319
2003-02-26,-6458.032470703125,1131.321641921997,1131.321641921997,-5982.122262954712
2003-02-27,-179.33477783203125,7489.341493606567,7489.341493606567,5691.001880441393
2003-03-04,-380.89515958513874,1609.9494563511405,0.0,74.14879144940716
2003-03-05,-1023.8199520111084,1592.7374267578125,1592.7374267578125,284.4523067474365
2003-03-06,-1820.2015266418457,739.4576740264893,739.4576740264893,-341.6010981968437
2003-03-11,-842.6597473962008,1869.6055838721097,0.0,-765.1880066735446
2003-03-12,-4187.649845668244,2717.0797342572932,335.62213134765625,1160.9355685370392
2003-03-13,0.0,9768.335998535156,8708.513092041016,8701.252438136506
2003-04-08,-603.9942286695693,3394.179559401109,0.0,1291.0296532426623
2003-04-09,-6192.684951782227,2987.2692260742188,2987.2692260742188,-5403.388120651245
2003-04-10,-6308.046062707901,4269.582193136215,1547.8375568389893,-1013.4601287160663
2003-04-11,-727.805495262146,3882.0319175720215,3882.0319175720215,364.00043964385986
2003-04-14,-242.5781488418579,4124.6455907821655,4124.6455907821655,4124.818156480789
2003-04-23,-124.08483852658864,681.2723716327132,0.0,142.1500495501936
2003-04-24,0.0,565.7476634979248,565.7476634979248,232.9553165435791
2003-04-25,0.0,718.8286399841309,641.0954211779996,569.8946339062272
2003-05-16,-1086.3731575012207,799.2154455184937,0.0,-1086.0
2003-05-20,-2694.6278882196966,5977.209998590606,0.0,2250.8736748525075
2003-05-21,-4094.7529697418213,7525.8292417526245,7364.6729999780655,6521.863600100787
2003-05-22,-445.37951469421387,5974.390996932983,5974.390996932983,4556.262725046705
2003-05-30,-665.2591359615343,772.2866499423964,0.0,-454.0
2003-06-02,-3230.3939293452727,5647.833502905703,0.0,2593.719176428653
2003-06-03,-2881.091007437023,14496.034011636464,2935.7993879318283,3044.262087617606
2003-06-04,-6386.962706565857,11722.476043701172,11462.862479686737,5062.557667800359
2003-06-05,-3680.133972440449,4567.5434977667655,3485.783561706543,273.31578322819087
2003-06-06,-782.6804275512695,1064.422664642334,1064.422664642334,1064.422664642334
2003-06-09,-3099.668624435175,4901.154991592657,699.3232642582502,-145.80234074594637
2003-06-10,-411.73344802856445,4956.872526168823,4956.872526168823,4826.204027175903
2003-06-11,-4510.146380526669,9305.906895535343,5219.973224639893,7406.393818310361
2003-06-12,-3254.10531437397,3389.279116511345,1990.8963203430176,1599.9292830228806
2003-06-13,-7745.191963195801,3206.8222332000732,3206.8222332000732,-4352.316569226138
2003-06-16,-1895.0727863311768,0.007985115051269531,0.007985115051269531,-1748.6855982542038
2003-06-23,-3056.6956079347037,1538.9107229368783,0.0,-1736.1335046632194
2003-06-24,-1110.0701071194073,4264.919326169167,1769.4650421142578,1576.7382272311786
2003-06-25,-2614.7019424438477,5264.341220855713,2834.4420433044434,-1338.794134344349
2003-06-26,0.0,3466.6428871154785,3466.6428871154785,3079.1894117763895
2003-06-30,-969.5163888931377,2057.737639427175,0.0,-352.4351282119854
2003-07-01,-6187.271012800085,15339.1521029302,1575.3390655517578,10686.018144794865
2003-07-02,0.0,10046.215233802795,10046.215233802795,9917.26896599362
2003-07-03,-10106.765995025635,736.8336887359619,736.8336887359619,-6456.8519825765015
2003-07-08,-2999.1966658660285,6349.338751690733,0.0,-343.3630953856822
2003-07-09,-2549.6081409454346,4036.8682765960693,4036.8682765960693,-531.1687965393066
2003-07-10,0.0,10729.559711456299,8074.204865353446,8074.531891924989
2003-07-29,-2635.5408066340624,1281.6828032902538,0.0,-850.4750641413868
2003-07-30,-1165.2604293823242,867.7159423828125,867.7159423828125,-595.031494140625
2003-07-31,0.0,4338.723411560059,4338.723411560059,570.5065582820118
2003-08-08,-545.9176548549199,2715.4130336216426,0.0,-124.32903180804487
2003-08-11,0.0,3240.17724609375,3240.17724609375,2236.329031808045
2003-08-25,-356.31281151092276,4476.02567420685,0.0,1670.1540463992335
2003-08-26,-3429.2942504882812,1434.2334365844727,1434.2334365844727,561.2972030639648
2003-08-27,-1683.6747665405273,779.2602081298828,779.2602081298828,93.54875053680189
2003-09-12,-174.68389238629436,4135.656988961362,0.0,3767.429938180112
2003-09-15,-1819.4320678710938,418.75030517578125,418.75030517578125,-1379.429938180112
2003-09-29,-907.2699953487906,4653.366124493739,0.0,4405.951466900966
2003-09-30,-6621.27551651001,0.0,0.0,-5214.857437133789
2003-10-01,0.0,7638.896045684814,7638.896045684814,7073.905970232823
2003-10-23,-793.0198497772092,2921.002084732068,0.0,642.4594402313357
2003-10-24,-2779.6969718933105,752.0593490600586,752.0593490600586,-569.5127143859863
2003-10-27,0.0,4238.056064605713,4238.056064605713,3372.0532741546504
2003-10-29,-264.10025400775703,2032.6725121055242,0.0,632.2045441184637
2003-10-30,-2772.9084730148315,0.0,0.0,-1400.4458904266357
2003-10-31,-700.2339839935303,2240.7619953155518,2240.7619953155518,1120.3809976577759
2003-11-03,-1120.3699588775635,560.2070569992065,560.2070569992065,560.2070569992065
2003-11-04,-700.2671003341675,2660.8648538589478,2660.8648538589478,2436.7886543273926
2003-11-05,-476.1798620223999,3277.093720436096,3277.093720436096,1680.5438995361328
