signal_date,ticker,t_clean,tier,close,atr,nearest_type,nearest_level,nearest_date,nearest_source_age_bars,high_age,low_age,high_expired,low_expired,distance_atr,matched_rule,proposed_action,proposed_offset_atr,affected,staged_with,staged_without
2021-10-27,MCHP,MCHP,Overflow,65.60700225830078,1.785905020577567,Low,59.64125061035156,2021-07-19,71.0,144.0,71.0,False,False,3.340464122789619,default,stage,0.25,False,True,True
2019-12-19,MCK,MCK,Overflow,130.15438842773438,2.8559984479631697,High,129.25596618652344,2019-02-19,212.0,212.0,52.0,False,False,0.3145737848182904,default,stage,0.25,False,True,True
2021-07-13,MD,MD,Overflow,28.979999542236328,0.7928575788225446,High,28.600000381469727,2021-01-27,115.0,115.0,100.0,False,False,0.4792779572479208,default,stage,0.25,False,True,True
2021-07-14,MD,MD,Overflow,28.1299991607666,0.840714727129255,High,28.600000381469727,2021-01-27,116.0,116.0,101.0,False,False,-0.5590495866630216,default,stage,0.25,False,True,True
2021-07-15,MD,MD,Overflow,27.8700008392334,0.8400004250662667,High,28.600000381469727,2021-01-27,117.0,117.0,102.0,False,False,-0.8690466343260949,default,stage,0.25,False,True,True
2025-01-07,MD,MD,Overflow,12.609999656677246,0.46999992643083843,High,16.079999923706055,2024-11-06,41.0,41.0,126.0,False,False,-7.382980447209553,default,stage,0.25,False,True,True
2025-01-10,MD,MD,Overflow,12.4399995803833,0.41642842973981586,High,16.079999923706055,2024-11-06,43.0,43.0,128.0,False,False,-8.740998652750541,default,stage,0.25,False,True,True
2025-07-31,MD,MD,Overflow,12.25,0.3799997738429478,Low,12.0,2025-04-21,70.0,48.0,70.0,False,False,0.6578951283884813,default,stage,0.25,False,True,True
2025-08-01,MD,MD,Overflow,11.979999542236328,0.37214265550885883,Low,12.0,2025-04-21,71.0,49.0,71.0,False,False,-0.053744061497932115,default,stage,0.25,False,True,True
2026-07-30,MDU,MDU,Overflow,19.969999313354492,0.42785726274762836,Low,19.519866943359375,2026-03-20,90.0,55.0,90.0,False,False,1.0520620056895653,default,stage,0.25,False,True,True
2023-10-20,MFC,MFC,Overflow,15.805631637573242,0.3434873989650181,Low,15.941728591918945,2023-08-22,42.0,58.0,42.0,False,False,-0.3962210979377549,default,stage,0.25,False,True,True
