Date,Entry Date,Exit Date,Exit Type,Time Stop,Strategy,Ticker,Action,Entry Criteria,Price,Exit Price,Shares,PnL,ATR,stop_atr,tgt_atr,T+1 Open,Signal Close,Range %,Equity at Signal,Risk $,Risk bps,Size_Mult,Tranche,Entry Offset ATR,Pivot Rule Version,Pivot Nearest Type,Pivot Level,Pivot Date,Pivot Source Age Bars,Pivot High Source Age Bars,Pivot Low Source Age Bars,Pivot High Expired,Pivot Low Expired,Pivot Max Source Age Bars,Pivot Distance ATR,Pivot Matched Rule,R,Tier,censored
2006-08-23,2006-08-24,2006-09-08,Time,2006-09-08,Oversold Low Volume,KEX,BUY,Limit Order -0.25 ATR (Persistent),29.409642492021835,29.020000457763672,1638,-638.0,0.9614285060337612,1.25,2.5,29.690000534057617,29.649999618530273,21.052536475576876,763206.0488682134,1968.7499999999998,37.5,0.7,,0.25,olv_close_pivot_40_v2_20260901,Low,22.375,2005-09-13,238.0,74.0,238.0,False,False,252.0,7.566864902458808,default,-0.3240634920634921,Overflow,False
2006-08-24,2006-08-25,2006-09-11,Time,2006-09-11,Oversold Low Volume,EXPD,BUY,Limit Order -0.25 ATR (Persistent),30.716228689466202,32.25828552246094,890,1372.0,1.2629352297101701,1.25,2.5,31.450620651245117,31.34769630432129,19.29839142506582,762287.6646385534,1406.25,37.5,0.5,,0.5,olv_close_pivot_40_v2_20260901,High,28.582826614379883,2005-11-22,189.0,189.0,155.0,False,False,252.0,2.1892410829143736,above_high_2_3,0.9756444444444444,Overflow,False
2006-08-24,2006-08-25,2006-09-11,Time,2006-09-11,Oversold Low Volume,KEX,BUY,Limit Order -0.25 ATR (Persistent),28.733927692685807,29.5,2488,1906.0,0.9042855671473912,1.25,2.5,29.399999618530273,28.959999084472656,28.301829076284985,762287.6646385534,2812.5,37.5,1.0,,0.25,olv_close_pivot_40_v2_20260901,Low,22.375,2005-09-13,239.0,75.0,239.0,False,False,252.0,7.28199069376428,default,0.6776888888888889,Overflow,False
2006-08-25,2006-08-29,2006-09-12,Target,2006-09-12,Oversold Low Volume,EXPD,BUY,Limit Order -0.25 ATR (Persistent),30.375314916883195,33.52699668066842,1249,3936.0,1.2606727055140905,1.25,2.5,30.76966667175293,30.69048309326172,27.272445244152138,761827.7698575769,1968.7499999999995,37.5,0.7,,0.25,olv_close_pivot_40_v2_20260901,High,28.582826614379883,2005-11-22,190.0,190.0,156.0,False,False,252.0,1.671850647406817,default,1.9992380952380957,Overflow,False
2007-07-17,2007-07-18,2007-08-01,Time,2007-08-01,Oversold Low Volume,NYT,BUY,Limit Order -0.25 ATR (Persistent),19.25653621128627,18.750988006591797,1343,-679.0,0.3349849155970982,1.25,2.5,19.34027671813965,19.340282440185547,3.5705368289637955,769838.9069829328,562.5,37.5,0.2,,0.25,olv_close_pivot_40_v2_20260901,Low,18.446636199951172,2007-01-30,116.0,104.0,116.0,False,False,252.0,2.6677208394338705,default,-1.207111111111111,Overflow,False
2009-10-28,2009-10-30,2009-11-12,Time,2009-11-12,Oversold Low Volume,AIG,BUY,Limit Order -0.25 ATR (Persistent),21.67497365815299,22.657331466674805,280,275.0,1.6049912316458566,1.25,2.5,23.06973648071289,22.076221466064453,61.97185036272602,769159.9557440281,562.5,52.5,0.1429,,0.25,olv_close_pivot_40_v2_20260901,High,31.386592864990234,2009-08-28,42.0,42.0,78.0,False,False,252.0,-5.800886145264704,default,0.4888888888888889,Liquid,False
2010-02-05,2010-02-08,2010-02-10,Target,2010-02-23,Oversold Low Volume,AIG,BUY,Limit Order -0.25 ATR (Persistent),13.785583751542228,15.960311497960772,3621,7875.0,0.8698910985674176,1.25,2.5,14.003059387207031,14.003056526184082,80.55546134409605,763527.1932945081,3937.5,52.5,1.0,,0.25,olv_close_pivot_40_v2_20260901,Low,5.923649787902832,2009-07-09,146.0,110.0,146.0,False,False,252.0,9.287837008088532,default,2.0,Liquid,False
2010-01-29,2010-02-01,2010-02-10,Target,2010-02-16,Oversold Low Volume,AIG,BUY,Limit Order -0.25 ATR (Persistent),14.917586530957903,17.144757338932582,2475,5512.0,0.8908683231898716,1.25,2.5,15.234029769897461,15.140303611755371,22.72713608162076,767007.5323719297,2756.25,52.5,0.7,,0.25,olv_close_pivot_40_v2_20260901,Low,5.923649787902832,2009-07-09,141.0,105.0,141.0,False,False,252.0,10.34569709567301,default,1.9998185941043083,Liquid,False
2010-02-04,2010-02-05,2010-02-10,Target,2010-02-22,Oversold Low Volume,AIG,BUY,Limit Order -0.25 ATR (Persistent),13.903308272361755,16.02559244632721,3710,7874.0,0.8489136695861816,1.25,2.5,14.059293746948242,14.1155366897583,2.542459474176388,763774.9259866306,3937.5,52.5,1.0,,0.25,olv_close_pivot_40_v2_20260901,Low,5.923649787902832,2009-07-09,145.0,109.0,145.0,False,False,252.0,9.64984685174024,default,1.9997460317460318,Liquid,False
2010-01-27,2010-01-28,2010-02-11,Target,2010-02-11,Oversold Low Volume,AIG,BUY,Limit Order -0.25 ATR (Persistent),15.344046933310372,17.555595193590435,1780,3937.0,0.8846193041120257,1.25,2.5,16.152568817138672,15.565201759338379,86.97673461101071,769435.0159304142,1968.75,52.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,5.923649787902832,2009-07-09,139.0,103.0,139.0,False,False,252.0,10.89909741582416,default,1.9997460317460318,Liquid,False
2010-01-27,2010-01-28,2010-02-11,Time,2010-02-11,Oversold Low Volume,DCI,BUY,Limit Order -0.25 ATR (Persistent),15.376454932349068,15.310853958129883,3539,-232.0,0.317868777683803,1.25,2.5,15.522582054138184,15.45592212677002,72.85669114044568,769435.0159304142,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,17.490924835205078,2009-11-19,45.0,45.0,79.0,False,False,252.0,-6.4020213726664235,default,-0.16497777777777778,Overflow,False
2010-01-28,2010-01-29,2010-02-12,Time,2010-02-12,Oversold Low Volume,DCI,BUY,Limit Order -0.25 ATR (Persistent),15.139459831374031,15.553945541381836,4848,2009.0,0.3248701776776995,1.25,2.5,15.161864280700684,15.220677375793457,25.47172192557544,768443.1898726055,1968.7499999999995,37.5,0.7,,0.25,olv_close_pivot_40_v2_20260901,High,17.490924835205078,2009-11-19,46.0,46.0,80.0,False,False,252.0,-6.988168245051755,default,1.0204444444444447,Overflow,False
2010-01-29,2010-02-03,2010-02-16,Time,2010-02-16,Oversold Low Volume,ATO,BUY,Limit Order -0.25 ATR (Persistent),17.108232498168945,17.101951599121094,2019,-13.0,0.3118987764630999,1.25,2.5,17.466352462768555,17.353267669677734,3.1249851767172476,767007.5323719297,787.5,37.5,0.28,,0.75,olv_close_pivot_40_v2_20260901,High,15.959589958190918,2009-05-04,187.0,187.0,228.0,False,False,252.0,4.468365433462031,above_high_4_5,-0.01650793650793651,Overflow,False
2010-02-04,2010-02-05,2010-02-17,Target,2010-02-22,Oversold Low Volume,DCI,BUY,Limit Order -0.25 ATR (Persistent),14.920103907585144,15.847801327705383,6063,5625.0,0.3710789680480957,1.25,2.5,14.985424041748047,15.012873649597168,4.878294762195737,763774.9259866306,2812.5,37.5,1.0,,0.25,olv_close_pivot_40_v2_20260901,Low,12.857178688049316,2009-10-02,85.0,51.0,85.0,False,False,252.0,5.809262036291022,default,2.0,Overflow,False
2010-02-01,2010-02-03,2010-02-17,Time,2010-02-17,Oversold Low Volume,ATO,BUY,Limit Order -0.25 ATR (Persistent),17.10273310116359,17.21504783630371,2836,319.0,0.317284311567034,1.25,2.5,17.340700149536133,17.340696334838867,42.50011384162353,771058.934613296,1125.0,37.5,0.4,,0.75,olv_close_pivot_40_v2_20260901,High,15.959589958190918,2009-05-04,188.0,188.0,229.0,False,False,252.0,4.352898414128355,above_high_4_5,0.28355555555555556,Overflow,False
2011-01-04,2011-01-05,2011-01-10,Stop,2011-01-20,Oversold Low Volume,PVH,BUY,Limit Order -0.25 ATR (Persistent),59.827546051570344,57.488336854934694,837,-1958.0,1.3435938698904855,1.25,2.5,59.831214904785156,60.16344451904297,19.758022623593895,805469.5113421167,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,65.41233825683594,2010-04-22,178.0,178.0,127.0,False,False,252.0,-3.906607387410006,default,-1.3923555555555556,Overflow,False
2011-03-14,2011-03-15,2011-03-29,Time,2011-03-29,Oversold Low Volume,BPOP,BUY,Limit Order -0.25 ATR (Persistent),22.032094955444336,21.88222312927246,1580,-237.0,0.7119216918945312,1.25,2.5,22.032094955444336,22.48172950744629,27.272748307441702,805930.600715501,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,22.107032775878906,2010-09-14,125.0,125.0,174.0,False,False,252.0,0.5263173405634799,default,-0.16853333333333334,Overflow,False
