ticker,signal_date,status,engine_matched_rule,engine_distance_atr,cache_full_rule,cache_full_distance,cache_full_nearest,cache_full_level,cache_win_rule,cache_win_distance,cache_win_nearest,cache_win_level,cache_win_pivot_date,cache_win_atr,yf_rule,yf_distance,yf_nearest,yf_level,yf_pivot_date,yf_atr,yf_pos,close_cache,close_yf,ratio_at_signal,ratio_at_pivot,largest_ratio_step_date,largest_ratio_step_pct,implied_dividend_usd,n_ratio_steps_gt_5bps,full_context_both,dist_shift_win_vs_yf,dist_shift_full_vs_yf,flip_win_vs_yf,flip_full_vs_yf,engine_reproduced
AEP,2025-01-07,ok,default,9.257918268427211,default,9.257918268427211,Low,73.55506896972656,default,9.257918268427211,Low,73.55506896972656,2024-04-16,1.3563581194196428,default,9.257894514516405,Low,72.9992904663086,2024-04-16,1.3461114925844424,337,86.11212158203125,85.4614486694336,1.0076136424402828,1.0076134781566743,,0.0,0.0,0,True,-2.375391080633449e-05,-2.375391080633449e-05,False,False,True
AEP,2026-07-31,ok,default,1.4585574936756405,default,1.4585574936756405,Low,122.85465240478516,default,1.4585574936756405,Low,122.85465240478516,2026-06-01,2.762542724609375,default,1.458556529986611,Low,122.85465240478516,2026-06-01,2.7625445498606163,728,126.88397979736328,126.88397979736328,1.0,1.0,,0.0,0.0,0,True,-9.636890294650868e-07,-9.636890294650868e-07,False,False,True
AMD,2025-12-17,ok,default,15.03717797534454,default,15.03717797534454,Low,78.20999908447266,default,15.03717797534454,Low,78.20999908447266,2025-04-08,7.973570687430246,default,15.03717797534454,Low,78.20999908447266,2025-04-08,7.973570687430246,574,198.11000061035156,198.11000061035156,1.0,1.0,,0.0,0.0,0,True,0.0,0.0,False,False,True
AON,2025-01-03,ok,above_high_4_5,4.454911560918474,above_high_4_5,4.454911560918474,High,328.834228515625,above_high_4_5,4.454911560918474,High,328.834228515625,2024-03-27,4.959749494280134,above_high_4_5,4.454911773819649,High,328.0863952636719,2024-03-27,4.948466777660749,335,350.9294738769531,350.1313781738281,1.0022794178210694,1.0022793790378053,,0.0,0.0,0,True,2.1290117491190585e-07,2.1290117491190585e-07,False,False,True
AON,2025-01-06,ok,default,3.2402068383015203,default,3.2402068383015203,High,328.834228515625,default,3.2402068383015203,High,328.834228515625,2024-03-27,5.133237566266741,default,3.240192503127566,High,328.0863952636719,2024-03-27,5.121562566666788,336,345.46697998046875,344.6812438964844,1.002279602090041,1.0022793790378053,,0.0,0.0,0,True,-1.4335173954549418e-05,-1.4335173954549418e-05,False,False,True
AON,2025-01-07,ok,default,3.274617159558016,default,3.2746171595580162,High,328.834228515625,default,3.2746171595580162,High,328.834228515625,2024-03-27,5.070210048130581,default,3.2746129284694647,High,328.0863952636719,2024-03-27,5.05867912522889,337,345.4372253417969,344.651611328125,1.0022794439017548,1.0022793790378053,,0.0,0.0,0,True,-4.2310885515206564e-06,-4.2310885515206564e-06,False,False,True
AVGO,2025-02-24,ok,default,-4.705532949024391,default,-4.705532949024391,High,246.58181762695312,default,-4.705532949024391,High,246.58181762695312,2024-12-16,8.701521737234932,default,-4.705528904432087,High,246.19215393066406,2024-12-16,8.687773529454436,368,205.6365203857422,205.31158447265625,1.0015826477298908,1.001582762448225,,0.0,0.0,0,True,4.044592304630612e-06,4.044592304630612e-06,False,False,True
AVGO,2025-02-25,ok,default,4.921271652014967,default,4.921271652014967,Low,157.48687744140625,default,4.921271652014967,Low,157.48687744140625,2024-11-27,8.70081547328404,default,4.92127452745929,Low,157.23800659179688,2024-11-27,8.687068633627366,369,200.3059539794922,199.9894561767578,1.0015825724454925,1.0015827652296272,,0.0,0.0,0,True,2.8754443226475246e-06,2.8754443226475246e-06,False,False,True
CL,2025-01-07,ok,default,-15.526673040595698,default,-15.526673040595698,High,104.38202667236328,default,-15.526673040595698,High,104.38202667236328,2024-09-04,1.294436318533761,default,-15.526705103897973,High,103.78704071044922,2024-09-04,1.2870561800801508,337,84.28373718261719,83.80329895019531,1.0057329274436726,1.0057327577493416,,0.0,0.0,0,True,-3.206330227456533e-05,-3.206330227456533e-05,False,False,True
D,2026-03-19,ok,default,-0.3205990316355481,default,-0.32059903163554815,High,60.80593490600586,default,-0.32059903163554815,High,60.80593490600586,2025-11-28,1.219219480242048,default,-0.3205989532521699,High,60.80593490600586,2025-11-28,1.2192197783295515,636,60.41505432128906,60.41505432128906,1.0,1.0,,0.0,0.0,0,True,7.838337823251607e-08,7.838337823251607e-08,False,False,True
D,2026-08-24,ok,default,1.2808296394742302,default,1.2808296394742302,High,65.15625762939453,default,1.2808296394742302,High,65.15625762939453,2026-02-13,1.1350010463169642,default,1.2808296394742302,High,65.15625762939453,2026-02-13,1.1350010463169642,744,66.61000061035156,66.61000061035156,1.0,1.0,,0.0,0.0,0,True,0.0,0.0,False,False,True
D,2026-08-28,ok,default,0.4141570702236081,default,0.4141570702236081,High,65.15625762939453,default,0.4141570702236081,High,65.15625762939453,2026-02-13,0.9507152012416294,default,0.4141570702236081,High,65.15625762939453,2026-02-13,0.9507152012416294,748,65.55000305175781,65.55000305175781,1.0,1.0,,0.0,0.0,0,True,0.0,0.0,False,False,True
ECL,2023-10-18,ok,default,-8.481564731727902,default,-8.481564731727902,High,184.9775390625,default,,,,,3.2128775460379466,default,,,,,3.212876790719432,31,157.72731018066406,157.72732543945312,0.9999999032584302,,,0.0,0.0,0,False,,,False,False,True
EMR,2025-01-07,ok,default,0.998889213409536,default,0.9988892134095361,High,114.90701293945312,default,0.9988892134095361,High,114.90701293945312,2024-07-16,2.8248999459402904,default,0.9988841487194718,High,114.51866149902344,2024-07-16,2.8153515966921185,337,117.72877502441406,117.33087158203125,1.003391293672481,1.003391162936645,,0.0,0.0,0,True,-5.064690064227051e-06,-5.064690064227051e-06,False,False,True
EMR,2025-01-08,ok,default,0.8851280438570062,default,0.8851280438570062,High,114.90701293945312,default,0.8851280438570062,High,114.90701293945312,2024-07-16,2.7691557747977122,default,0.8851223167607206,High,114.51866149902344,2024-07-16,2.7597955746633756,338,117.35807037353516,116.96141815185547,1.0033913082446102,1.003391162936645,,0.0,0.0,0,True,-5.727096285546018e-06,-5.727096285546018e-06,False,False,True
ETR,2026-08-24,ok,default,0.6729342551302103,default,0.6729342551302103,Low,104.34709167480469,default,0.6729342551302103,Low,104.34709167480469,2026-06-01,2.1442053658621654,default,0.6729340743211997,Low,104.34709167480469,2026-06-01,2.144205941983461,744,105.79000091552734,105.79000091552734,1.0,1.0,,0.0,0.0,0,True,-1.808090106525384e-07,-1.808090106525384e-07,False,False,True
GILD,2026-03-19,ok,above_high_4_5,4.2447961557870855,above_high_4_5,4.2447961557870855,High,125.68519592285156,above_high_4_5,4.2447961557870855,High,125.68519592285156,2025-11-19,3.4167633056640625,above_high_4_5,4.244797320045555,High,125.68519592285156,2025-11-19,3.4167623685178774,636,140.18865966796875,140.18865966796875,1.0,1.0,,0.0,0.0,0,True,1.1642584691884394e-06,1.1642584691884394e-06,False,False,True
ITA,2026-05-18,ok,default,4.653046584131554,default,4.653046584131554,Low,197.96246337890625,default,4.653046584131554,Low,197.96246337890625,2025-11-21,4.752378191266741,default,4.653046695356375,Low,197.96246337890625,2025-11-21,4.752378077667534,677,220.07550048828125,220.07550048828125,1.0,1.0,,0.0,0.0,0,True,1.11224821353062e-07,1.11224821353062e-07,False,False,True
KRE,2025-01-10,ok,default,-0.0858687104492949,default,-0.0858687104492949,High,56.61689758300781,default,-0.0858687104492949,High,56.61689758300781,2024-07-26,1.4573544093540736,default,-0.0858628091393728,High,56.2877082824707,2024-07-26,1.4488800037351217,339,56.491756439208984,56.16330337524414,1.0058481792242588,1.0058483336874389,,0.0,0.0,0,True,5.901309922090592e-06,5.901309922090592e-06,False,False,True
KRE,2025-01-13,ok,default,0.5107872654071796,default,0.5107872654071796,High,56.61689758300781,default,0.5107872654071796,High,56.61689758300781,2024-07-26,1.4051475524902344,default,0.5107901262742733,High,56.2877082824707,2024-07-26,1.3969769089381272,340,57.33462905883789,57.00127029418945,1.0058482690460746,1.0058483336874389,,0.0,0.0,0,True,2.8608670937790848e-06,2.8608670937790848e-06,False,False,True
LMT,2026-04-10,ok,above_high_gt5,6.501228936221506,above_high_gt5,6.501228936221506,High,504.3875732421875,above_high_gt5,6.501228936221506,High,504.3875732421875,2025-10-06,16.203216552734375,above_high_gt5,6.501233781645614,High,501.2870178222656,2025-10-06,16.10359992250045,651,609.7283935546875,605.9802856445312,1.006185197767894,1.0061851899404688,2026-03-09,0.6546449944568655,-4.347824890510711,2,True,4.845424108168572e-06,4.845424108168572e-06,False,False,True
LMT,2026-04-15,ok,above_high_gt5,6.92833988076443,above_high_gt5,6.92833988076443,High,504.3875732421875,above_high_gt5,6.92833988076443,High,504.3875732421875,2025-10-06,14.828639439174108,above_high_gt5,6.928344638821948,High,501.2870178222656,2025-10-06,14.73747309746573,654,607.1254272460938,603.393310546875,1.0061852139126903,1.0061851899404688,2026-03-09,0.6546449944568655,-4.347824890510711,2,True,4.758057518650105e-06,4.758057518650105e-06,False,False,True
LMT,2026-04-21,ok,above_high_4_5,4.454800214648938,above_high_4_5,4.454800214648938,High,504.3875732421875,above_high_4_5,4.454800214648938,High,504.3875732421875,2025-10-06,14.3311767578125,above_high_4_5,4.454798510350898,High,501.2870178222656,2025-10-06,14.243078015129242,658,568.2301025390625,564.737060546875,1.0061852536980749,1.0061851899404688,2026-03-09,0.6546449944568655,-4.347824890510711,2,True,-1.7042980404724517e-06,-1.7042980404724517e-06,False,False,True
LUV,2026-08-17,ok,default,4.902907906066275,default,4.902907906066275,Low,36.13221740722656,default,4.902907906066275,Low,36.13221740722656,2026-03-30,1.4721429007393974,default,4.902908223232235,Low,35.96377182006836,2026-03-30,1.4652796453078056,739,43.349998474121094,43.14790344238281,1.0046837740797336,1.0046837575324679,,0.0,0.0,0,True,3.171659601619581e-07,3.171659601619581e-07,False,False,True
LUV,2026-08-18,ok,default,4.548235249628715,default,4.548235249628715,Low,36.13221740722656,default,4.548235249628715,Low,36.13221740722656,2026-03-30,1.397857393537249,default,4.548235214509586,Low,35.96377182006836,2026-03-30,1.3913405474937954,740,42.4900016784668,42.29191589355469,1.004683774209016,1.0046837575324679,,0.0,0.0,0,True,-3.5119128938276845e-08,-3.5119128938276845e-08,False,False,True
LUV,2026-08-19,ok,default,3.8080713395254113,default,3.8080713395254113,Low,36.13221740722656,default,3.8080713395254113,Low,36.13221740722656,2026-03-30,1.3885718754359655,default,3.8080694533985047,Low,35.96377182006836,2026-03-30,1.3820983145656516,741,41.41999816894531,41.226898193359375,1.0046838346819176,1.0046837575324679,,0.0,0.0,0,True,-1.8861269066583475e-06,-1.8861269066583475e-06,False,False,True
LUV,2026-08-20,ok,default,2.6212724740654805,default,2.6212724740654805,Low,36.13221740722656,default,2.6212724740654805,Low,36.13221740722656,2026-03-30,1.4335716792515345,default,2.6212711441879266,Low,35.96377182006836,2026-03-30,1.4268882813493136,742,39.88999938964844,39.70403289794922,1.0046838186986498,1.0046837575324679,,0.0,0.0,0,True,-1.3298775538572727e-06,-1.3298775538572727e-06,False,False,True
LUV,2026-08-21,ok,default,3.2302530919555283,default,3.2302530919555283,Low,36.13221740722656,default,3.2302530919555283,Low,36.13221740722656,2026-03-30,1.315000261579241,default,3.2302509440168143,Low,35.96377182006836,2026-03-30,1.3088697522143775,743,40.380001068115234,40.191749572753906,1.0046838343033702,1.0046837575324679,,0.0,0.0,0,True,-2.147938714003317e-06,-2.147938714003317e-06,False,False,True
MO,2025-01-07,ok,default,-1.4938713748756312,default,-1.4938713748756312,High,47.591636657714844,default,-1.4938713748756312,High,47.591636657714844,2024-09-04,0.7098475864955357,default,-1.4938709565112283,High,47.59163284301758,2024-09-04,0.709847785291128,337,46.53121566772461,46.531211853027344,1.0000000819814725,1.0000000801547886,,0.0,0.0,0,True,4.183644028987743e-07,4.183644028987743e-07,False,False,True
MO,2025-01-08,ok,default,-1.4779274298806997,default,-1.4779274298806997,High,47.591636657714844,default,-1.4779274298806997,High,47.591636657714844,2024-09-04,0.699145998273577,default,-1.477932552396765,High,47.59163284301758,2024-09-04,0.6991461561364355,338,46.558349609375,46.55834197998047,1.0000001638674019,1.0000000801547886,,0.0,0.0,0,True,-5.122516065325655e-06,-5.122516065325655e-06,False,False,True
NEE,2025-01-07,ok,default,-11.131540932178726,default,-11.131540932178726,High,81.142578125,default,-11.131540932178726,High,81.142578125,2024-10-02,1.2396207536969865,default,-11.131563016287133,High,80.53694915771484,2024-10-02,1.2303656111855312,337,67.34368896484375,66.84105682373047,1.0075198114003312,1.0075198896111541,,0.0,0.0,0,True,-2.208410840687236e-05,-2.208410840687236e-05,False,False,True
NUE,2026-03-16,ok,above_high_2_3,2.548101928713244,above_high_2_3,2.5481019287132436,High,148.70645141601562,above_high_2_3,2.5481019287132436,High,148.70645141601562,2025-08-27,5.134431021554129,above_high_2_3,2.636721148520406,High,148.3421173095703,2025-08-27,5.100041656986933,633,161.7895050048828,161.7895050048828,1.0,1.0024560395459705,2026-03-03,-0.2449970373792243,0.4320862346633724,1,True,0.08861921980716225,0.08861921980716225,False,False,True
ORCL,2024-04-19,ok,default,-0.5849079906691733,default,-0.5849079906691733,High,113.90470123291016,default,-0.5849079906691733,High,113.90470123291016,2023-12-01,2.4312379019601003,default,-0.5849147142585988,High,113.50981140136719,2023-12-01,2.422809875440333,157,112.48265075683594,112.0926742553711,1.0034790543097971,1.00347890483358,,0.0,0.0,0,False,-6.723589425439158e-06,-6.723589425439158e-06,False,False,True
ORCL,2024-04-22,ok,default,-0.7267715180028409,default,-0.7267715180028409,High,113.90470123291016,default,-0.7267715180028409,High,113.90470123291016,2023-12-01,2.4282014029366628,default,-0.7267709235697689,High,113.50981140136719,2023-12-01,2.419784265139245,158,112.13995361328125,111.75118255615234,1.0034788988200063,1.00347890483358,,0.0,0.0,0,False,5.944330719875879e-07,5.944330719875879e-07,False,False,True
ORCL,2025-11-06,ok,default,2.1222683736392947,default,2.1222683736392947,Low,221.25404357910156,default,2.1222683736392947,Low,221.25404357910156,2025-09-04,9.921883719308036,default,2.1222702840939847,Low,220.48696899414062,2025-09-04,9.887485771062538,546,242.31094360351562,241.47088623046875,1.003478917836269,1.0034790019041049,,0.0,0.0,0,True,1.9104546900017283e-06,1.9104546900017283e-06,False,False,True
ORCL,2025-11-07,ok,default,1.7236011635292754,default,1.7236011635292754,Low,221.25404357910156,default,1.7236011635292754,Low,221.25404357910156,2025-09-04,9.598866053989955,default,1.723602398016657,Low,220.48696899414062,2025-09-04,9.565590178392489,547,237.7986602783203,236.9742431640625,1.0034789313102144,1.0034790019041049,,0.0,0.0,0,True,1.234487381651661e-06,1.234487381651661e-06,False,False,True
ORCL,2026-01-08,ok,default,-5.616991338957872,default,-5.616991338957872,Low,221.25404357910156,default,-5.616991338957872,Low,221.25404357910156,2025-09-04,5.832726614815848,default,-5.616989268699927,Low,220.48696899414062,2025-09-04,5.812506823554092,588,188.49166870117188,187.8381805419922,1.0034789953634244,1.0034790019041049,,0.0,0.0,0,True,2.0702579446307823e-06,2.0702579446307823e-06,False,False,True
OXY,2026-05-08,ok,above_high_2_3,2.968141677606888,above_high_2_3,2.9681416776068876,High,47.37734603881836,above_high_2_3,2.9681416776068876,High,47.37734603881836,2025-09-29,1.8222972324916296,above_high_2_3,2.9681419977664865,High,47.37734603881836,2025-09-29,1.8222970359289477,671,52.78618240356445,52.78618240356445,1.0,1.0,,0.0,0.0,0,True,3.201595988322481e-07,3.201595988322481e-07,False,False,True
OXY,2026-06-18,ok,default,6.6355861402531,default,6.6355861402531,Low,38.5579833984375,default,6.6355861402531,Low,38.5579833984375,2025-12-16,1.9986201695033483,default,6.635585303896775,Low,38.5579833984375,2025-12-16,1.9986204214115888,699,51.81999969482422,51.81999969482422,1.0,1.0,,0.0,0.0,0,True,-8.363563246405192e-07,-8.363563246405192e-07,False,False,True
OXY,2026-06-22,ok,default,7.264364566362382,default,7.264364566362382,Low,38.5579833984375,default,7.264364566362382,Low,38.5579833984375,2025-12-16,1.850405011858259,default,7.264363465055939,Low,38.5579833984375,2025-12-16,1.8504052923870309,700,52.0,52.0,1.0,1.0,,0.0,0.0,0,True,-1.1013064433740283e-06,-1.1013064433740283e-06,False,False,True
OXY,2026-06-24,ok,default,6.805746204232603,default,6.805746204232603,Low,38.5579833984375,default,6.805746204232603,Low,38.5579833984375,2025-12-16,1.8413876124790736,default,6.805746333623096,Low,38.5579833984375,2025-12-16,1.8413875774707087,702,51.09000015258789,51.09000015258789,1.0,1.0,,0.0,0.0,0,True,1.293904929866585e-07,1.293904929866585e-07,False,False,True
OXY,2026-06-25,ok,default,6.922756262790142,default,6.922756262790142,Low,38.5579833984375,default,6.922756262790142,Low,38.5579833984375,2025-12-16,1.8275980268205916,default,6.922756559950308,Low,38.5579833984375,2025-12-16,1.8275979483707243,703,51.209999084472656,51.209999084472656,1.0,1.0,,0.0,0.0,0,True,2.971601658074974e-07,2.971601658074974e-07,False,False,True
OXY,2026-06-26,ok,default,6.423578055562616,default,6.423578055562616,Low,38.5579833984375,default,6.423578055562616,Low,38.5579833984375,2025-12-16,1.779696328299386,default,6.423577599995657,Low,38.5579833984375,2025-12-16,1.7796964545173435,704,49.9900016784668,49.9900016784668,1.0,1.0,,0.0,0.0,0,True,-4.5556695926762814e-07,-4.5556695926762814e-07,False,False,True
OXY,2026-06-29,ok,default,5.8858265078704735,default,5.8858265078704735,Low,38.5579833984375,default,5.8858265078704735,Low,38.5579833984375,2025-12-16,1.789386204310826,default,5.885826464717731,Low,38.5579833984375,2025-12-16,1.789386217429956,705,49.09000015258789,49.09000015258789,1.0,1.0,,0.0,0.0,0,True,-4.3152742712493364e-08,-4.3152742712493364e-08,False,False,True
OXY,2026-06-30,ok,default,5.754030407950102,default,5.754030407950102,Low,38.5579833984375,default,5.754030407950102,Low,38.5579833984375,2025-12-16,1.7400005885532923,default,5.754030407950102,Low,38.5579833984375,2025-12-16,1.7400005885532923,706,48.56999969482422,48.56999969482422,1.0,1.0,,0.0,0.0,0,True,0.0,0.0,False,False,True
PCG,2023-10-20,ok,default,1.936452398162436,default,1.9364523981624362,Low,15.06165885925293,default,,,,,0.3766818046569824,default,,,,,0.37558990662406383,33,15.791085243225098,15.74528694152832,1.0029086990835323,,,0.0,0.0,0,False,,,False,False,True
PCG,2023-10-23,ok,default,1.2702169414469533,default,1.2702169414469533,Low,15.06165885925293,default,,,,,0.3569676535470145,default,,,,,0.35593286754054354,34,15.515085220336914,15.470088005065918,1.0029086592950383,,,0.0,0.0,0,False,,,False,False,True
PG,2025-01-07,ok,default,0.6381940177572587,default,0.6381940177572587,Low,153.4532928466797,default,0.6381940177572587,Low,153.4532928466797,2024-07-31,2.2261973789760043,default,0.6381922057726689,Low,152.31625366210938,2024-07-31,2.209706217657232,337,154.87403869628906,153.72647094726562,1.0074649976803092,1.007464989173727,,0.0,0.0,0,True,-1.8119845898167952e-06,-1.8119845898167952e-06,False,False,True
PNW,2023-10-02,ok,default,-2.8145689512059,default,-2.8145689512059002,Low,67.04887390136719,default,,,,,1.270383017403739,default,,,,,1.2589349827484126,19,63.47329330444336,62.90135192871094,1.0090926722271507,,,0.0,0.0,0,False,,,False,False,True
PNW,2025-01-06,ok,default,-1.1316468849542771,default,-1.1316468849542773,Low,79.8003158569336,default,-1.1316468849542773,Low,79.8003158569336,2024-10-10,1.281740461077009,default,-1.1316654584926995,Low,79.08126068115234,2024-10-10,1.270191048654766,336,78.34983825683594,77.64382934570312,1.0090929171974423,1.0090926114428096,,0.0,0.0,0,True,-1.8573538422161917e-05,-1.8573538422161917e-05,False,False,True
PNW,2025-01-07,ok,default,-1.0755933414663763,default,-1.0755933414663763,Low,79.8003158569336,default,-1.0755933414663763,Low,79.8003158569336,2024-10-10,1.2521051679338728,default,-1.075596947649984,Low,79.08126068115234,2024-10-10,1.2408228259261784,337,78.45355987548828,77.74663543701172,1.0090926692133102,1.0090926114428096,,0.0,0.0,0,True,-3.606183607729463e-06,-3.606183607729463e-06,False,False,True
PNW,2025-01-10,ok,default,-2.1823430550950644,default,-2.1823430550950644,Low,79.8003158569336,default,-2.1823430550950644,Low,79.8003158569336,2024-10-10,1.2393090384347099,default,-2.1823512742129947,Low,79.08126068115234,2024-10-10,1.22814179737073,339,77.09571838378906,76.4010238647461,1.0090927383417374,1.0090926114428096,,0.0,0.0,0,True,-8.21911793025265e-06,-8.21911793025265e-06,False,False,True
PNW,2025-01-13,ok,default,-1.6072015393744112,default,-1.6072015393744112,Low,79.8003158569336,default,-1.6072015393744112,Low,79.8003158569336,2024-10-10,1.2251641409737724,default,-1.6072163560117072,Low,79.08126068115234,2024-10-10,1.214125654311763,340,77.83123016357422,77.12989807128906,1.0090928694296593,1.0090926114428096,,0.0,0.0,0,True,-1.4816637295966828e-05,-1.4816637295966828e-05,False,False,True
PPL,2025-01-06,ok,above_high_gt5,5.483935056681978,above_high_gt5,5.483935056681978,High,27.758773803710938,above_high_gt5,5.483935056681978,High,27.758773803710938,2024-05-21,0.45642621176583426,above_high_gt5,5.483938022490312,High,27.758773803710938,2024-05-21,0.45642631272904133,336,30.26178550720215,30.26178741455078,0.9999999369717126,1.0,,0.0,0.0,0,True,2.9658083340322605e-06,2.9658083340322605e-06,False,False,True
QCOM,2026-07-16,ok,default,-0.9797592222734334,default,-0.9797592222734334,High,180.6189422607422,default,-0.9797592222734334,High,180.6189422607422,2026-01-06,10.215715680803571,default,-0.9797585947255091,High,179.6412353515625,2026-01-06,10.160418846051185,717,170.61000061035156,169.6864776611328,1.005442525308723,1.0054425528040167,2026-03-09,0.36934061379387817,-0.5100963239650014,2,True,6.275479242923154e-07,6.275479242923154e-07,False,False,True
QCOM,2026-07-17,ok,default,-0.9670615993084654,default,-0.9670615993084654,High,180.6189422607422,default,-0.9670615993084654,High,180.6189422607422,2026-01-06,9.140000479561943,default,-0.9670608060868174,High,179.6412353515625,2026-01-06,9.090526535263281,718,171.77999877929688,170.8501434326172,1.0054425201407362,1.0054425528040167,2026-03-09,0.36934061379387817,-0.5100963239650014,2,True,7.932216479211718e-07,7.932216479211718e-07,False,False,True
RTX,2026-09-03,ok,default,-2.0796954930896354,default,-2.0796954930896354,High,211.27992248535156,default,-2.0796954930896354,High,211.27992248535156,2026-03-02,4.3996429443359375,default,-1.9205403592453638,High,210.58038330078125,2026-03-02,4.400000435965402,752,202.1300048828125,202.1300048828125,1.0,1.003321957979206,2026-04-20,-0.33108971751326655,0.6434141311076419,1,True,0.1591551338442716,0.1591551338442716,False,False,True
SNA,2026-09-02,ok,default,-1.0978650378783603,default,-1.0978650378783603,High,386.9490661621094,default,-1.0978650378783603,High,386.9490661621094,2026-03-02,5.792214529854911,default,4.9361484751357505,Low,351.998779296875,2026-03-30,5.792211718313301,751,380.5899963378906,380.5899963378906,1.0,1.0062044082056838,2026-04-22,-0.6166079218862475,2.3273627783560182,1,True,6.034013513014111,6.034013513014111,False,False,True
SPG,2024-04-30,ok,above_high_gt5,7.1645113559223335,above_high_gt5,7.1645113559223335,High,107.65111541748047,default,,,,,2.5640880039760043,default,,,,,2.564088400338074,164,126.02155303955078,126.02157592773438,0.9999998183788497,,,0.0,0.0,0,False,,,False,True,True
SPG,2026-08-27,ok,above_high_gt5,10.18314901689828,above_high_gt5,10.183149016898279,High,181.2855987548828,above_high_gt5,10.183149016898279,High,181.2855987548828,2025-09-30,3.3000008719308034,above_high_gt5,10.183144393024028,High,181.28561401367188,2025-09-30,3.3000008719308034,747,214.88999938964844,214.88999938964844,1.0,0.9999999158301163,,0.0,0.0,0,True,-4.623874250597737e-06,-4.623874250597737e-06,False,False,True
SPG,2026-08-28,ok,above_high_gt5,10.713925150534864,above_high_gt5,10.713925150534864,High,181.2855987548828,above_high_gt5,10.713925150534864,High,181.2855987548828,2025-09-30,3.105715070452009,above_high_gt5,10.713920237402553,High,181.28561401367188,2025-09-30,3.105715070452009,748,214.55999755859375,214.55999755859375,1.0,0.9999999158301163,,0.0,0.0,0,True,-4.913132311656909e-06,-4.913132311656909e-06,False,False,True
SPG,2026-08-31,ok,above_high_gt5,10.00879252055771,above_high_gt5,10.00879252055771,High,181.2855987548828,above_high_gt5,10.00879252055771,High,181.2855987548828,2025-09-30,3.100714547293527,above_high_gt5,10.00878759950199,High,181.28561401367188,2025-09-30,3.100714547293527,749,212.32000732421875,212.32000732421875,1.0,0.9999999158301163,,0.0,0.0,0,True,-4.921055721140988e-06,-4.921055721140988e-06,False,False,True
