date,scenario,nlv_basis,nlv,m,maint_req,initial_req,maint_pct_nlv,initial_pct_nlv,past_70,past_85,past_100,initial_past_100
2026-09-01,pm_conc_top,live_nlv_2026-09-02,605462.5700,1.0000,169414.2715,186355.6986,0.2798,0.3078,False,False,False,False
2026-09-01,pm_conc_top,live_nlv_2026-09-02,605462.5700,1.2500,211810.0493,232991.0543,0.3498,0.3848,False,False,False,False
2026-09-01,pm_conc_top,live_nlv_2026-09-02,605462.5700,1.5000,254093.2372,279502.5610,0.4197,0.4616,False,False,False,False
2026-09-01,pm_conc_25,base_750k,750000.0000,1.0000,200368.1719,220404.9891,0.2672,0.2939,False,False,False,False
2026-09-01,pm_conc_25,base_750k,750000.0000,1.2500,279192.9085,307112.1993,0.3723,0.4095,False,False,False,False
2026-09-01,pm_conc_25,base_750k,750000.0000,1.5000,334956.4477,368452.0925,0.4466,0.4913,False,False,False,False
2026-09-01,pm_conc_25,plan_live_632k,632000.0000,1.0000,200368.1719,220404.9891,0.3170,0.3487,False,False,False,False
2026-09-01,pm_conc_25,plan_live_632k,632000.0000,1.2500,279192.9085,307112.1993,0.4418,0.4859,False,False,False,False
2026-09-01,pm_conc_25,plan_live_632k,632000.0000,1.5000,334956.4477,368452.0925,0.5300,0.5830,False,False,False,False
2026-09-01,pm_conc_25,live_nlv_2026-09-02,605462.5700,1.0000,200368.1719,220404.9891,0.3309,0.3640,False,False,False,False
2026-09-01,pm_conc_25,live_nlv_2026-09-02,605462.5700,1.2500,279192.9085,307112.1993,0.4611,0.5072,False,False,False,False
2026-09-01,pm_conc_25,live_nlv_2026-09-02,605462.5700,1.5000,334956.4477,368452.0925,0.5532,0.6085,False,False,False,False
2026-09-01,pm_rules3x_conc_top,base_750k,750000.0000,1.0000,169414.2715,186355.6986,0.2259,0.2485,False,False,False,False
2026-09-01,pm_rules3x_conc_top,base_750k,750000.0000,1.2500,211810.0493,232991.0543,0.2824,0.3107,False,False,False,False
2026-09-01,pm_rules3x_conc_top,base_750k,750000.0000,1.5000,254093.2372,279502.5610,0.3388,0.3727,False,False,False,False
2026-09-01,pm_rules3x_conc_top,plan_live_632k,632000.0000,1.0000,169414.2715,186355.6986,0.2681,0.2949,False,False,False,False
2026-09-01,pm_rules3x_conc_top,plan_live_632k,632000.0000,1.2500,211810.0493,232991.0543,0.3351,0.3687,False,False,False,False
2026-09-01,pm_rules3x_conc_top,plan_live_632k,632000.0000,1.5000,254093.2372,279502.5610,0.4020,0.4423,False,False,False,False
2026-09-01,pm_rules3x_conc_top,live_nlv_2026-09-02,605462.5700,1.0000,169414.2715,186355.6986,0.2798,0.3078,False,False,False,False
2026-09-01,pm_rules3x_conc_top,live_nlv_2026-09-02,605462.5700,1.2500,211810.0493,232991.0543,0.3498,0.3848,False,False,False,False
2026-09-01,pm_rules3x_conc_top,live_nlv_2026-09-02,605462.5700,1.5000,254093.2372,279502.5610,0.4197,0.4616,False,False,False,False
